date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.02.15,123.00000000000644,56.99999999999594,27.999999999983594,87.99999999999386,-53.999999999998494,4.000000000004,97.00000000000264,-51.000000000001044,85.00000000000173,48.000000000003595,-156.99999999999602,2.000000000002,193.9999999999884,-184.00000000000637,-134.99999999999625,-53.999999999987836,171.99999999999437,24.999999999991473,154.99999999998693,48.99999999999905,-124.99999999999733,,366.9999999999707
2021.02.15,106.00000000000608,100.0000000000112,10.999999999983245,63.00000000000239,-29.999999999996696,-20.999999999993246,65.99999999999939,-117.00000000001154,89.00000000000574,65.99999999999939,-173.9999999999964,-16.0000000000049,191.0000000000025,-137.9999999999937,-259.0000000000092,-65.99999999998829,49.99999999999449,28.999999999996362,108.99999999999466,20.0000000000089,-80.00000000000229,,-0.999999999991914
2021.02.15,136.99999999999824,222.99999999999542,11.999999999989797,167.99999999999216,-42.999999999993044,25.00000000000835,168.00000000000148,-292.00000000000335,123.00000000000644,156.00000000000057,-283.99999999999534,-65.99999999999939,495.00000000000455,-343.99999999998875,-377.0000000000051,-198.99999999999807,197.00000000000273,131.00000000000023,286.9999999999919,81.00000000000884,-221.99999999999997,,376.0000000000175
2021.02.15,155.00000000000514,229.00000000001253,34.99999999998504,171.99999999999704,-69.9999999999923,16.0000000000049,148.99999999999915,-320.00000000000915,124.00000000001299,156.00000000000057,-285.9999999999974,-85.00000000000173,502.00000000000955,-363.9999999999866,-404.0000000000044,-177.99999999999727,190.99999999998562,119.99999999999034,273.9999999999867,86.0000000000083,-219.00000000000253,,283.0000000000067
2021.02.15,167.00000000000603,285.00000000000193,15.999999999993797,200.00000000000284,-42.0000000000087,75.00000000000284,207.00000000000162,-388.9999999999949,161.00000000001114,187.9999999999993,-346.9999999999973,-103.00000000000864,600.9999999999991,-408.9999999999927,-336.00000000000296,-232.99999999998988,296.9999999999917,160.99999999998715,353.9999999999992,143.9999999999997,-270.0000000000036,,726.9999999999977
2021.02.15,157.00000000000713,282.0000000000045,28.999999999990145,173.99999999999238,-58.000000000002494,14.999999999998348,187.9999999999993,-374.0000000000077,136.00000000000279,170.00000000000347,-319.99999999999807,-108.00000000000809,563.999999999993,-431.0000000000036,-472.9999999999901,-187.99999999998818,265.99999999998846,129.99999999999545,312.9999999999882,82.99999999999974,-259.9999999999936,,294.99999999997095
2021.02.15,143.00000000000423,317.9999999999961,17.999999999984695,144.00000000000546,-32.999999999994145,34.000000000000696,209.9999999999991,-384.00000000000654,124.99999999999733,173.00000000000094,-328.9999999999904,-124.00000000000189,561.000000000007,-438.9999999999894,-478.0000000000006,-164.99999999999204,296.9999999999917,125.99999999999056,315.9999999999883,82.99999999999974,-264.999999999993,,330.9999999999979
2021.02.15,104.00000000000409,429.99999999999704,-31.000000000003247,129.0000000000049,42.0000000000087,65.99999999999939,229.00000000000142,-434.000000000001,121.00000000001555,184.00000000000637,-318.99999999999153,-158.99999999999804,658.0000000000155,-483.99999999999557,-543.0000000000045,-191.99999999999307,275.9999999999874,158.99999999999181,322.9999999999933,69.00000000000794,-236.99999999999832,,391.000000000048
2021.02.15,73.00000000000084,497.0000000000141,-59.000000000009045,103.9999999999992,63.99999999999739,84.0000000000063,246.00000000000176,-453.99999999999886,112.000000000001,169.00000000000804,-311.99999999999005,-182.00000000000438,695.999999999998,-548.9999999999995,-595.9999999999966,-193.9999999999884,279.99999999999136,153.99999999999636,323.99999999999807,73.00000000000084,-241.99999999999778,,288.0000000000286
2021.02.15,53.999999999998494,516.0000000000053,-86.0000000000083,114.99999999999488,92.00000000000318,126.0000000000039,309.99999999999915,-451.0000000000014,111.00000000001664,175.00000000000293,-356.9999999999962,-179.00000000000693,733.0000000000041,-529.999999999986,-530.0000000000082,-235.99999999999,387.99999999998835,181.99999999998795,398.9999999999867,104.00000000000409,-303.9999999999932,,632.0000000000057
