date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,empty,sum
2016.01.25,-168.99999999999693,-116.00000000000499,-67.00000000001705,-31.999999999996476,-75.00000000000284,0.0,-23.9999999999867,0.0,-214.0000000000253,-34.99999999999659,0.0,-160.99999999998892,-22.999999999995246,-31.999999999996476,-91.00000000000819,-46.999999999997044,,-1086.0000000000125
2016.01.25,-170.00000000000347,-80.00000000001339,-82.00000000000429,58.9999999999975,-49.99999999999449,-126.99999999999933,22.00000000000557,31.999999999998696,-279.00000000000705,102.00000000000387,-2.999999999997449,-208.99999999999253,221.99999999998886,81.00000000000307,-109.00000000000887,-56.99999999999594,,-648.0000000000192
2016.01.25,-180.99999999998673,-55.000000000005045,-51.000000000001044,34.000000000006025,-59.99999999999339,-138.00000000000477,33.00000000000125,48.000000000003595,-253.00000000001432,51.00000000001614,-24.000000000001798,-192.99999999999872,459.99999999999375,37.9999999999967,-132.000000000005,-49.99999999999449,,-472.9999999999879
2016.01.25,-163.00000000000205,0.0,-87.99999999999919,-81.00000000000307,-31.000000000003247,-182.99999999999983,-66.99999999999307,75.00000000000284,-184.00000000000637,-8.000000000009777,-19.999999999997797,-324.9999999999975,534.9999999999966,-27.999999999991587,-287.00000000000614,-87.99999999999919,,-943.0000000000094
2016.01.25,-143.00000000000423,-73.99999999999629,-131.00000000001444,-183.00000000000693,-35.999999999991594,-204.99999999999963,-80.99999999998886,41.9999999999976,-398.00000000003166,-113.99999999999011,-106.99999999999044,-474.999999999981,434.000000000001,-72.99999999999329,-365.0000000000091,-211.99999999998997,,-2120.9999999999886
2016.01.25,-97.9999999999981,-117.99999999999588,-107.00000000001265,-210.99999999999852,-48.99999999998794,-253.99999999999866,-104.99999999998977,48.000000000003595,-713.0000000000081,-161.00000000000136,-54.99999999998284,-595.9999999999966,439.99999999999596,-105.00000000000398,-353.00000000000864,-259.9999999999936,,-2696.9999999999773
2016.01.25,-85.99999999998609,-180.0000000000024,-148.00000000001478,-174.99999999999716,-231.99999999998778,-189.00000000000583,-53.999999999987836,55.000000000005045,-902.0000000000028,-60.99999999999284,140.0000000000068,-729.0000000000018,590.999999999986,-197.00000000000273,-322.00000000000273,-225.99999999999287,,-2714.9999999999795
2016.01.25,-24.999999999986144,-269.9999999999925,-258.0000000000027,-106.99999999999932,-285.99999999998624,-129.00000000000134,61.00000000000705,46.00000000000159,-1130.000000000031,57.999999999992724,304.9999999999997,-946.0000000000024,478.0000000000006,-176.00000000000193,-222.99999999999898,-222.99999999999542,,-2824.9999999999964
2016.01.25,8.999999999992347,-381.0000000000091,-187.00000000000384,31.999999999996476,-106.99999999999044,3.999999999992898,254.0000000000049,-46.00000000000159,-880.0000000000363,215.0000000000034,101.00000000001774,-637.9999999999831,34.000000000000696,4.0000000000048885,1.9999999999953388,-143.9999999999997,,-1728.0000000000152
2016.01.25,-17.000000000000348,-461.0000000000003,-248.00000000000378,69.00000000000261,-9.999999999998899,107.99999999999699,271.0000000000008,-34.99999999999615,-795.0000000000124,283.00000000001546,100.0000000000112,-465.99999999998863,116.00000000000499,112.99999999999955,173.00000000000182,-78.99999999999574,,-877.9999999999627
