date,GBPUSD,EURUSD,USDJPY,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.06.29,-190.00000000000128,84.0000000000174,-114.00000000000432,-173.9999999999964,-125.00000000001954,49.99999999999716,-17.000000000000348,-82.99999999999974,186.9999999999834,165.00000000001512,274.0000000000009,164.00000000000858,219.99999999999798,-46.999999999997044,-228.00000000000597,151.00000000001222,,317.0000000000082
2020.06.29,-151.9999999999966,91.00000000001884,-84.99999999999375,-129.9999999999968,-25.00000000000835,57.00000000000216,24.000000000001798,29.999999999996696,71.9999999999743,80.99999999999774,293.99999999999693,253.99999999999866,418.0000000000073,-27.000000000001023,-173.9999999999964,97.9999999999981,,825.9999999999997
2020.06.29,-140.99999999999113,83.00000000001084,-91.99999999999875,-148.0000000000037,-101.00000000001774,88.99999999999864,1.0000000000065512,-80.99999999999774,131.99999999997658,157.00000000000713,292.99999999999216,300.99999999999574,337.0000000000095,-24.999999999991473,-243.00000000000432,138.0000000000159,,700.0000000000083
2020.06.29,-171.99999999999437,96.00000000000719,-102.00000000000387,-173.9999999999964,-130.0000000000079,102.00000000000387,-44.99999999999504,-113.00000000000753,179.9999999999784,134.00000000001188,322.9999999999933,235.99999999999176,293.99999999999426,-86.99999999998909,-241.99999999999778,148.99999999999915,,448.9999999999877
2020.06.29,-106.99999999999044,52.000000000007596,-91.99999999999875,-145.00000000000622,-83.00000000001084,82.99999999999841,-14.999999999998348,-70.99999999999883,96.99999999997999,141.00000000001333,262.00000000000045,272.99999999998994,340.9999999999913,-31.999999999996476,-253.0000000000032,134.00000000001188,,584.9999999999898
2020.06.29,-165.9999999999995,72.0000000000054,-165.99999999999682,-187.9999999999993,-151.00000000001222,146.0000000000008,-60.99999999999994,-139.00000000000023,250.99999999997635,124.99999999999733,365.99999999999966,222.99999999999542,222.00000000001108,-122.99999999999045,-251.99999999999667,158.0000000000137,,317.00000000000455
2020.06.29,-191.00000000000784,87.00000000001484,-141.9999999999959,-185.00000000000182,-154.0000000000097,147.00000000000557,-54.999999999993946,-158.99999999999804,250.99999999997635,131.99999999999878,355.99999999999454,201.99999999999108,160.00000000000458,-125.0,-243.99999999999977,211.00000000000563,,290.99999999998425
2020.06.29,-314.99999999999864,143.00000000000423,-206.99999999999363,-246.00000000000176,-255.00000000000523,231.99999999999932,-127.99999999999478,-253.0000000000032,461.9999999999891,129.00000000000134,489.9999999999949,102.00000000000209,-4.999999999988347,-265.00000000000057,-221.99999999999997,276.00000000000955,,-61.99999999998556
2020.06.29,-326.9999999999884,195.00000000001182,-239.99999999999488,-282.99999999999994,-278.00000000000045,254.99999999999545,-153.00000000000313,-211.00000000000563,513.9999999999816,80.99999999999774,581.9999999999936,133.00000000000534,187.00000000000384,-304.9999999999926,-253.0000000000032,129.00000000000134,,26.000000000002444
2020.06.29,-330.9999999999924,200.00000000000017,-204.9999999999983,-319.0000000000026,-260.0000000000158,233.0000000000041,-139.00000000000023,-243.00000000000432,474.9999999999943,89.00000000000574,542.9999999999922,144.99999999999514,72.0000000000054,-269.999999999996,-304.00000000000426,156.00000000000057,,-158.00000000001654
2020.06.29,-469.99999999999267,253.00000000001432,-162.9999999999967,-360.0000000000048,-355.0000000000164,228.9999999999992,-146.00000000000168,-316.0000000000052,573.9999999999839,207.00000000000162,557.9999999999927,153.00000000000313,-75.00000000000284,-277.000000000001,-324.9999999999975,235.00000000000742,,-278.0000000000165
2020.06.29,-438.9999999999894,280.0000000000136,-106.99999999999932,-355.0000000000053,-334.00000000001205,161.00000000000136,-146.99999999999713,-302.9999999999977,470.9999999999752,182.0000000000155,524.9999999999915,202.9999999999976,-2.999999999997449,-230.99999999999454,-326.9999999999995,215.00000000000963,,-208.99999999998798
2020.06.29,-459.99999999999375,258.0000000000027,-111.99999999999477,-336.00000000000296,-349.0000000000215,168.00000000000637,-124.00000000000189,-284.0000000000065,498.9999999999952,253.00000000001432,507.99999999999557,218.00000000000708,15.999999999993797,-210.99999999999852,-319.0000000000026,218.00000000000708,,-57.00000000000031
2020.06.29,-438.9999999999894,248.00000000000378,-79.9999999999983,-280.9999999999979,-322.00000000000006,147.99999999999613,-95.99999999999609,-217.0000000000005,436.9999999999834,280.9999999999979,457.9999999999984,252.99999999999213,153.00000000000313,-167.99999999999216,-278.00000000000045,212.00000000001216,,309.0000000000123
2020.06.29,-397.99999999998727,265.0000000000041,-66.0000000000025,-261.0000000000001,-291.00000000001904,123.99999999999523,-95.00000000000064,-202.0000000000022,376.9999999999811,238.0000000000049,462.0000000000033,293.0000000000099,241.00000000000233,-143.99999999999125,-258.0000000000027,206.00000000001728,,491.00000000001245
2020.06.29,-435.9999999999919,270.00000000001467,-22.999999999996135,-280.00000000000244,-307.00000000001285,100.00000000000853,-65.99999999999939,-197.99999999999818,364.9999999999807,329.00000000000153,418.99999999999693,329.00000000000153,219.99999999999798,-99.99999999999432,-300.0000000000003,191.00000000000784,,513.0000000000141
2020.06.29,-560.0000000000049,345.0000000000175,-66.0000000000025,-343.00000000000443,-403.00000000002,156.99999999999648,-122.99999999999534,-280.00000000000244,548.0000000000018,326.0000000000041,543.9999999999969,279.00000000000705,87.99999999999919,-210.99999999999852,-300.0000000000003,238.0000000000049,,238.9999999999995
2020.06.29,-509.99999999998823,370.00000000000364,-45.000000000001705,-343.9999999999999,-340.00000000000693,156.99999999999648,-65.00000000000395,-234.00000000000088,467.9999999999893,385.99999999999744,549.9999999999972,425.0000000000087,224.000000000002,-137.00000000000045,-365.99999999999966,175.99999999999838,,714.9999999999915
2020.06.29,-646.9999999999976,513.0000000000078,-13.999999999995794,-407.0000000000018,-386.00000000001967,201.99999999999818,-73.99999999999629,-297.00000000000284,576.9999999999982,429.00000000001273,667.0000000000016,485.0000000000021,177.00000000000495,-176.9999999999925,-385.99999999999744,235.00000000000742,,897.000000000029
2020.06.29,-531.9999999999991,433.0000000000167,-48.99999999999238,-400.9999999999958,-314.00000000001427,204.9999999999983,-87.99999999999919,-260.00000000000466,500.0,301.0000000000179,620.9999999999951,401.00000000000693,191.99999999999218,-194.99999999999318,-385.99999999999744,161.00000000001114,,589.0000000000423
2020.06.29,-395.99999999999636,335.00000000001864,-109.99999999999943,-400.00000000000034,-310.0000000000103,149.0000000000009,-134.99999999999625,-351.0000000000013,427.99999999999727,175.99999999999838,587.9999999999939,326.9999999999884,8.999999999992347,-209.99999999999375,-416.00000000000523,192.99999999999872,,-123.0000000000143
2020.06.29,-356.00000000000074,285.00000000000193,-132.99999999999557,-329.00000000000153,-260.0000000000158,177.99999999999727,-95.99999999999609,-258.9999999999981,406.99999999998226,178.00000000001148,557.0000000000022,320.00000000000915,137.9999999999937,-196.99999999998852,-356.00000000000074,180.0000000000024,,257.00000000000324
2020.06.29,-214.99999999998744,337.0000000000095,-117.00000000000443,-302.9999999999977,-19.00000000001345,268.0000000000007,-4.999999999999449,-131.99999999999878,240.99999999998545,73.00000000001194,593.0000000000035,468.00000000000176,395.000000000012,-143.99999999999125,-358.9999999999982,103.00000000000864,,1184.0000000000427
2020.06.29,-73.99999999999629,395.000000000012,-140.00000000000057,-383.0,109.99999999998789,283.00000000000125,-56.99999999999594,-179.00000000000693,114.99999999998067,-237.99999999998266,682.0000000000022,436.9999999999985,361.9999999999957,-213.99999999999864,-406.00000000000637,45.000000000006146,,737.999999999997
2020.06.29,-18.999999999991246,397.0000000000029,-180.99999999999739,-368.9999999999971,158.99999999999804,323.0000000000075,-27.999999999994696,-157.00000000000713,105.99999999999454,-231.0000000000034,730.9999999999945,512.0000000000014,435.9999999999919,-209.99999999999375,-426.00000000000415,18.0000000000069,,1061.000000000009
2020.06.29,-59.99999999999339,560.0000000000049,-146.99999999999136,-390.99999999999693,265.99999999998846,430.0000000000068,7.0000000000014495,-136.00000000000279,105.99999999999454,-307.99999999999716,865.9999999999997,625.9999999999932,519.0000000000028,-244.99999999999034,-397.0000000000029,83.00000000001084,,1779.0000000000275
2020.06.29,-106.00000000000608,651.0000000000016,-105.99999999999454,-411.0000000000058,323.99999999999096,486.0000000000042,36.0000000000027,-114.99999999999844,108.99999999998045,-314.99999999999864,917.9999999999922,676.9999999999943,560.0000000000049,-250.99999999999056,-382.00000000000455,109.00000000000354,,2183.9999999999764
2020.06.29,35.999999999991594,716.0000000000056,-143.00000000000068,-389.000000000006,503.99999999999335,569.0000000000026,60.99999999999994,-92.00000000000318,1.999999999981128,-514.9999999999987,1027.9999999999916,764.0000000000091,646.0000000000132,-277.9999999999916,-353.0000000000033,152.0000000000188,,2708.0000000000036
2020.06.29,134.00000000001188,636.0000000000143,-161.00000000000136,-368.9999999999971,469.99999999999267,463.99999999999864,-7.0000000000014495,-135.00000000000733,-81.00000000001728,-627.9999999999841,959.0000000000032,666.9999999999953,597.0000000000031,-283.00000000000125,-333.0000000000055,137.00000000000932,,2067.0000000000136
2020.06.29,76.0000000000094,637.0000000000209,-200.00000000000284,-356.9999999999962,370.999999999988,457.9999999999984,-17.000000000000348,-147.00000000000824,27.999999999991587,-526.0000000000042,998.9999999999952,706.0000000000066,641.0000000000027,-290.9999999999968,-329.999999999997,136.00000000000279,,2184.00000000001
2020.06.29,126.0000000000039,670.000000000015,-289.0000000000015,-290.00000000000136,417.99999999998505,561.000000000007,41.9999999999976,-75.00000000000284,84.99999999997954,-449.9999999999948,1146.9999999999914,859.0000000000098,856.9999999999967,-296.99999999999704,-304.9999999999997,139.00000000000023,,3197.999999999989
2020.06.29,22.0000000000109,714.0000000000147,-271.0000000000008,-287.9999999999994,347.9999999999928,566.0000000000025,38.0000000000047,-46.00000000000159,174.99999999998295,-340.9999999999913,1170.0000000000018,896.000000000008,954.9999999999948,-304.00000000000205,-290.00000000000136,109.00000000000354,,3453.0000000000205
2020.06.29,171.99999999999437,605.0000000000111,-378.9999999999907,-229.00000000000142,346.9999999999862,543.0000000000064,0.0,-50.0000000000056,146.99999999999136,-436.9999999999985,1173.9999999999923,848.0000000000043,991.0000000000085,-330.99999999998886,-268.99999999999704,86.0000000000083,,3218.000000000021
