date,GBPUSD,EURUSD,USDCAD,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.02.26,139.9999999999846,-41.000000000002146,126.99999999998823,22.999999999996135,37.00000000000925,-165.00000000000404,46.00000000000159,-336.00000000001273,-26.999999999999247,-87.99999999999919,-115.0000000000091,55.000000000005045,-45.99999999999049,-78.00000000000028,6.000000000000227,114.00000000000298,112.000000000001,-8.999999999992347,,-245.00000000002058
2018.02.26,197.99999999998707,-49.00000000001015,113.99999999999189,39.99999999999204,82.00000000000429,-160.00000000000458,88.99999999999464,-385.9999999999957,-113.99999999999189,-191.00000000000784,-115.0000000000091,38.0000000000047,-64.99999999998174,39.999999999995595,-7.999999999995566,114.99999999999844,46.999999999997044,-100.99999999999554,,-426.0000000000265
2018.02.26,158.99999999999804,-19.00000000001345,126.0000000000039,-6.000000000000227,28.000000000005798,-65.99999999999939,87.00000000000374,-420.0000000000159,-29.00000000001235,-123.00000000000644,-155.00000000000114,100.0000000000112,-22.999999999995246,228.00000000000597,41.00000000001103,121.00000000000443,-12.999999999996348,-180.0000000000024,,-143.9999999999987
2018.02.26,191.99999999999218,-46.0000000000127,174.99999999999181,-12.000000000000455,53.00000000000304,-89.00000000000574,90.99999999999665,-344.99999999999886,-2.0000000000131024,-83.9999999999952,-87.99999999999386,119.00000000000244,13.000000000018552,252.0000000000078,10.000000000005116,118.00000000000699,-11.00000000000545,-180.99999999998673,,165.00000000001248
2018.02.26,225.99999999999287,-100.99999999999554,237.99999999998266,-21.000000000000796,-47.9999999999925,-68.00000000000139,75.9999999999983,-459.0000000000032,43.999999999999595,18.999999999991246,-212.99999999999386,129.00000000000134,74.0000000000185,144.0000000000108,93.00000000000352,84.0000000000063,53.999999999998494,-64.99999999998174,,206.00000000003462
2018.02.26,148.99999999999915,-32.0000000000098,286.99999999999284,54.99999999999261,-118.99999999999133,-21.00000000000435,73.99999999999629,-579.0000000000077,207.00000000000162,178.99999999999582,-318.9999999999884,273.0000000000121,215.00000000000963,234.00000000000088,240.0000000000091,89.00000000000574,90.0000000000012,-30.999999999981043,,991.0000000000342
2018.02.26,165.9999999999995,-49.00000000001015,242.99999999999324,167.99999999999216,-41.9999999999976,-104.00000000000409,73.99999999999629,-685.0000000000023,123.00000000000644,29.999999999996696,-414.0000000000157,200.00000000000017,84.0000000000174,68.00000000000139,260.0000000000051,126.0000000000039,136.99999999999824,-11.999999999989797,,372.9999999999909
2018.02.26,63.99999999999739,45.99999999999049,153.9999999999875,165.99999999999682,-69.9999999999923,-85.00000000000173,78.00000000000028,-784.0000000000202,129.00000000000134,-21.00000000000435,-495.00000000000455,214.00000000000307,45.000000000006146,12.000000000012001,317.0000000000073,156.00000000000057,177.00000000000495,1.0000000000065512,,103.99999999999126
2018.02.26,-107.00000000001265,174.99999999999181,48.000000000003595,172.9999999999876,-0.999999999995449,-175.99999999999838,63.00000000000195,-757.000000000005,197.00000000000273,-146.00000000000168,-491.9999999999902,248.00000000000378,-92.99999999998754,-204.00000000000418,334.0000000000032,267.00000000000614,314.0000000000032,39.00000000001125,,-117.99999999997988
2018.02.26,-148.00000000001478,221.00000000000452,24.000000000001798,208.99999999998897,37.00000000000925,-209.00000000000364,70.0000000000034,-793.0000000000064,215.99999999999397,-234.00000000000088,-514.00000000001,269.00000000000813,-156.99999999998494,-259.9999999999936,362.000000000009,322.00000000000006,358.9999999999982,31.000000000003247,,-194.99999999999358
2018.02.26,-157.00000000000713,207.99999999998596,-7.0000000000014495,170.99999999999227,45.000000000006146,-246.99999999999721,56.99999999999594,-707.9999999999984,180.0000000000024,-204.99999999998852,-461.00000000001273,217.0000000000005,-155.99999999997837,-336.00000000000296,298.0000000000018,290.00000000000136,371.99999999999454,79.00000000000685,,-359.9999999999991
2018.02.26,-101.00000000001774,171.99999999999437,0.0,188.99999999999295,52.000000000007596,-243.00000000000432,63.99999999999739,-733.0000000000041,123.99999999999079,-215.00000000000963,-471.00000000000364,180.0000000000024,-152.99999999998093,-316.99999999998954,284.000000000006,263.99999999999756,338.00000000000495,68.00000000000139,,-498.0000000000148
2018.02.26,-114.0000000000141,167.9999999999904,20.999999999982144,180.99999999999739,37.00000000000925,-257.0000000000072,53.00000000000304,-680.0000000000068,168.99999999999693,-136.00000000000279,-443.00000000001205,205.00000000001074,-101.99999999997988,-324.9999999999975,280.00000000000114,243.99999999999977,356.9999999999962,112.000000000001,,-230.00000000003237
2018.02.26,-145.00000000001734,191.99999999999218,0.0,149.0000000000009,79.00000000000685,-301.0000000000068,51.000000000001044,-621.0000000000093,174.99999999999181,-211.00000000000563,-390.99999999999113,206.00000000001728,-171.99999999999437,-412.9999999999967,246.9999999999999,292.00000000000335,407.0000000000018,117.00000000001154,,-338.9999999999946
2018.02.26,-214.00000000000307,234.99999999998522,-35.00000000000725,53.999999999987836,82.99999999999974,-306.00000000000625,38.0000000000047,-483.0000000000041,212.99999999999653,-208.99999999999253,-289.99999999999204,215.00000000000963,-190.99999999998562,-434.000000000001,187.00000000001182,309.99999999999915,424.9999999999976,119.00000000000244,,-282.9999999999972
2018.02.26,-311.0000000000168,348.9999999999993,-111.00000000001664,129.99999999999545,131.00000000000333,-331.0000000000035,58.000000000002494,-592.000000000013,231.0000000000034,-333.0000000000055,-353.00000000000864,270.00000000001467,-264.9999999999819,-466.9999999999952,258.0000000000098,390.0000000000015,473.0000000000012,86.0000000000083,,-387.00000000000176
