date,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.10.19,-74.99999999998064,-12.999999999996348,-6.000000000000227,-92.00000000000318,-9.999999999998899,-51.000000000001044,-100.99999999999554,-49.99999999999449,-132.000000000005,-109.99999999998789,-153.9999999999875,-103.99999999999298,-141.99999999999767,-207.00000000000162,-71.99999999999429,-44.99999999999504,,-1363.9999999999325
2020.10.19,-171.99999999999437,-4.000000000004,-10.000000000005116,-258.99999999998704,-15.999999999993797,-14.999999999998348,-68.99999999999685,-96.99999999999153,-201.99999999999818,-346.0000000000019,-14.999999999987246,-87.99999999999919,-90.99999999999665,35.999999999991594,-54.999999999993946,24.000000000001798,,-1378.9999999999545
2020.10.19,-325.99999999998187,-1.999999999990898,-36.000000000001364,-314.99999999999864,-8.999999999992347,-2.999999999997449,-151.9999999999966,-209.9999999999991,-341.0000000000082,-302.9999999999866,-83.9999999999952,1.0000000000065512,-284.00000000001756,-80.00000000001339,-112.99999999999643,-10.999999999994348,,-2267.999999999963
2020.10.19,-323.99999999999096,14.000000000002899,-4.0000000000048885,-326.9999999999884,11.00000000000545,87.99999999999919,-168.00000000000148,-219.99999999999798,-383.99999999998613,-286.99999999999284,73.00000000001194,89.00000000000574,-341.99999999999784,-131.99999999999878,-122.99999999999534,-9.999999999998899,,-2045.9999999999284
2020.10.19,-289.9999999999903,53.00000000001415,27.000000000001023,-322.00000000000006,17.000000000000348,98.99999999999353,-197.00000000000273,-214.99999999999852,-390.99999999999113,-299.99999999998914,-0.9999999999843467,79.00000000000685,-404.0000000000044,-211.00000000000563,-156.00000000000057,-45.99999999999049,,-2257.999999999941
2020.10.19,-326.9999999999884,36.999999999998145,52.99999999999727,-357.99999999999164,26.0000000000149,109.00000000000354,-207.99999999999707,-221.99999999999997,-453.00000000000296,-295.0000000000008,-79.99999999999119,117.99999999999588,-497.0000000000141,-219.00000000001364,-207.00000000000162,-50.99999999998994,,-2573.999999999982
2020.10.19,-425.99999999999307,-31.000000000003247,57.00000000000216,-411.99999999999017,39.999999999995595,126.0000000000039,-290.00000000000136,-245.99999999999068,-549.0000000000066,-350.9999999999902,-261.0000000000001,106.99999999999044,-727.0000000000109,-422.00000000001125,-325.99999999999295,-163.99999999999747,,-3874.9999999999955
2020.10.19,-474.999999999981,-38.99999999998904,-1.0000000000047748,-462.9999999999912,73.00000000001194,148.0000000000037,-282.0000000000045,-254.99999999999412,-556.0000000000116,-363.9999999999866,-112.000000000001,116.00000000000499,-599.0000000000161,-348.9999999999993,-268.0000000000016,-117.00000000000044,,-3542.9999999999604
2020.10.19,-505.99999999998425,-52.99999999999194,-6.000000000000227,-482.00000000000466,70.99999999999883,165.00000000000404,-282.99999999999994,-278.00000000000045,-550.0000000000114,-383.99999999998437,-159.99999999998238,136.00000000000279,-653.0000000000147,-347.9999999999928,-273.9999999999965,-120.99999999999334,,-3725.999999999951
2020.10.19,-438.9999999999894,0.0,21.000000000000796,-461.99999999998465,52.000000000007596,148.0000000000037,-275.99999999999847,-278.9999999999959,-513.0000000000052,-364.9999999999931,-347.9999999999928,146.00000000000168,-757.0000000000076,-425.0000000000087,-342.9999999999933,-114.99999999999844,,-3954.9999999999536
