date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.05.15,26.999999999999247,70.99999999999883,1.999999999990898,-39.99999999999204,107.99999999999699,34.000000000000696,4.999999999999449,87.00000000001484,36.999999999998145,33.999999999991815,-21.00000000000435,17.000000000000348,-7.0000000000014495,-58.000000000002494,-149.0000000000009,212.00000000001216,205.00000000001074,72.99999999999329,75.00000000000284,123.99999999999079,175.99999999999838,-6.000000000000227,4.9999999999954525,18.000000000000682,9.999999999998899,29.999999999996696,-103.99999999999298,,964.9999999999966
2017.05.15,32.0000000000098,86.99999999999264,-2.0000000000131024,-64.99999999999773,112.000000000001,-4.000000000004,-17.000000000000348,86.0000000000083,29.00000000001235,15.000000000000568,-26.000000000003798,-39.00000000000014,14.000000000002899,-41.9999999999976,-188.99999999999295,248.00000000000378,112.000000000001,94.99999999999886,87.99999999999919,17.999999999984695,83.00000000001084,-12.000000000000455,73.99999999999807,-45.000000000001705,-52.000000000007596,65.99999999999939,-100.99999999999554,,565.0000000000083
2017.05.15,134.00000000001188,41.99999999998649,-59.000000000009045,-48.00000000000182,139.00000000000023,2.000000000002,-48.000000000003595,202.9999999999976,93.00000000000975,-64.99999999999773,62.99999999999084,-104.00000000000409,124.00000000000189,-34.000000000000696,-120.00000000000455,226.99999999999943,119.00000000000244,7.999999999995566,51.99999999998539,-9.000000000014552,1.0000000000065512,-1.0000000000047748,46.999999999997044,-59.00000000001171,-81.00000000001995,142.99999999999312,-89.00000000000574,,679.9999999999022
2017.05.15,146.00000000000168,34.000000000000696,-63.000000000013046,-146.0000000000008,168.99999999999693,36.999999999998145,-136.00000000000279,205.00000000001074,92.00000000000318,27.999999999991587,46.999999999997044,-65.00000000000395,217.0000000000005,-31.999999999998696,-236.99999999999477,255.00000000000523,197.00000000000273,115.99999999999966,82.99999999998863,58.000000000002494,-221.99999999998886,-54.000000000002046,74.99999999998863,-231.00000000000875,-49.00000000001015,280.9999999999979,117.99999999999588,,922.9999999999579
2017.05.15,127.99999999999478,29.999999999996696,-72.0000000000054,-117.00000000000443,229.00000000001253,19.00000000000235,-101.00000000000664,177.00000000000495,60.99999999999994,22.999999999996135,4.999999999999449,-75.00000000000284,165.9999999999995,-31.999999999998696,-194.00000000001683,322.00000000000006,143.00000000000423,69.99999999999318,136.99999999998712,21.999999999988695,-132.99999999998312,6.000000000000227,76.99999999999818,-166.00000000001103,-120.00000000000898,276.9999999999939,26.999999999999247,,908.9999999999333
2017.05.15,117.99999999999588,14.999999999987246,-41.000000000002146,-100.99999999999909,229.00000000001253,-23.00000000000635,-112.000000000001,143.00000000000423,85.00000000000173,22.999999999996135,-1.0000000000065512,-107.99999999999699,170.00000000000347,-65.99999999999939,-156.0000000000059,301.0000000000179,29.999999999996696,87.99999999999386,175.99999999999838,-25.00000000000835,-112.000000000001,12.999999999991019,110.99999999999,-166.00000000001103,-174.00000000000747,288.9999999999948,-19.999999999997797,,685.9999999999408
2017.05.15,120.00000000000898,45.99999999999049,-9.999999999998899,-171.99999999999704,185.99999999999727,-24.999999999997247,-150.00000000000568,178.99999999999582,119.00000000000244,86.99999999998909,26.999999999999247,-112.000000000001,214.99999999999852,-70.99999999999883,-283.00000000001546,290.00000000001245,63.99999999999739,199.99999999998863,171.99999999999437,17.000000000000348,-153.9999999999875,-63.00000000000239,167.0000000000016,-257.000000000005,-148.00000000001478,312.9999999999966,39.999999999995595,,796.9999999999449
2017.05.15,174.99999999999181,40.99999999997994,-76.99999999999375,-227.00000000000387,209.00000000001472,14.000000000002899,-148.0000000000037,243.99999999999977,111.00000000001664,80.99999999998886,54.999999999993946,-114.00000000000298,248.99999999999923,-21.00000000000435,-349.9999999999943,310.0000000000103,147.99999999999258,183.9999999999975,109.00000000000354,2.999999999997449,-252.99999999999213,-91.99999999999875,167.0000000000016,-297.00000000001125,-113.00000000000753,327.99999999999494,95.00000000000064,,830.9999999999739
2017.05.15,148.99999999999915,65.99999999998829,-55.000000000005045,-222.99999999999898,158.99999999999804,-65.00000000000395,-177.00000000000495,236.00000000001398,106.00000000000608,105.99999999999454,57.99999999999139,-173.00000000000094,262.00000000000665,-23.00000000000635,-372.0000000000141,286.00000000000847,-11.999999999989797,207.9999999999984,85.00000000000173,-131.00000000001444,-268.0000000000016,-117.999999999995,250.99999999999056,-323.0000000000075,-188.00000000001037,331.999999999999,25.999999999992696,,201.99999999993582
2017.05.15,157.99999999999147,58.99999999998684,-46.999999999997044,-201.99999999999818,107.00000000001265,-109.00000000000354,-207.99999999999707,242.00000000000887,123.00000000000644,73.99999999999807,92.99999999999864,-226.99999999999943,296.0000000000074,-34.99999999999615,-336.00000000001273,214.00000000000307,-129.00000000000134,189.99999999999773,35.999999999991594,-212.99999999999653,-356.9999999999851,-128.0000000000001,286.00000000000136,-340.0000000000034,-209.00000000001472,339.99999999999585,7.0000000000014495,,-315.000000000004
