date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.04.10,-62.000000000006494,-28.000000000005798,-1.0000000000065512,-37.99999999999359,0.0,-45.000000000006146,-92.99999999999864,-70.99999999999883,-61.00000000000705,-65.99999999998829,-43.999999999999595,-97.00000000001374,-28.999999999996362,-5.000000000009663,-40.00000000000625,0.0,-26.000000000003798,,-706.0000000000407
2017.04.10,-29.999999999996696,-39.999999999995595,11.999999999989797,-80.00000000000229,12.000000000000899,22.999999999995246,-168.99999999999693,-120.00000000000898,-20.000000000010232,-39.999999999995595,-28.999999999990145,-100.0000000000112,10.000000000005116,26.999999999986812,1.9999999999953388,11.00000000000545,-4.999999999999449,,-536.0000000000284
2017.04.10,8.999999999992347,-48.99999999998794,38.99999999998904,-124.99999999999733,57.00000000000705,117.00000000000044,-213.99999999999199,-148.0000000000037,-218.9999999999941,-38.99999999998904,80.99999999999774,-112.000000000001,22.999999999996135,87.99999999999386,57.999999999992724,104.99999999999955,62.99999999999084,,-266.0000000000054
2017.04.10,25.999999999992696,-82.00000000000429,42.999999999993044,-136.99999999999824,43.00000000000415,82.99999999999974,-229.99999999999687,-152.00000000000767,-262.00000000000045,-39.999999999995595,156.00000000000057,-141.00000000001333,171.99999999999704,251.99999999999534,170.99999999999227,127.00000000001043,32.999999999994145,,61.99999999996297
2017.04.10,32.999999999994145,-129.00000000000134,99.00000000000463,-134.0000000000008,52.000000000007596,129.00000000000134,-240.99999999999122,-174.00000000000747,-269.00000000000546,-75.00000000000284,211.00000000000563,-192.99999999999872,138.00000000000523,282.99999999998704,197.9999999999933,174.00000000000747,97.9999999999981,,199.9999999999966
2017.04.10,21.00000000000435,-75.00000000000284,120.00000000000898,-176.99999999999383,78.00000000000028,121.99999999999989,-266.999999999995,-181.00000000000892,-199.99999999998863,-87.99999999999919,229.99999999999687,-209.00000000001472,123.00000000000466,274.9999999999915,180.99999999999739,252.0000000000078,153.99999999999858,,359.00000000000716
2017.04.10,18.999999999991246,-97.9999999999981,96.99999999999153,-165.00000000000404,45.000000000006146,141.99999999999767,-255.99999999998957,-175.00000000000293,-408.00000000001546,-76.99999999999375,143.00000000000423,-175.00000000001404,143.00000000000068,285.99999999998715,188.0000000000024,178.99999999999582,124.99999999999733,,12.999999999956316
2017.04.10,15.999999999993797,-99.99999999998899,141.99999999999767,-148.99999999999915,-5.999999999994898,136.00000000000279,-284.9999999999908,-156.00000000000057,-492.999999999995,-153.9999999999875,185.99999999999727,-102.00000000000209,231.99999999999932,387.00000000000045,215.99999999999397,242.00000000000887,84.99999999999064,,197.00000000002575
2017.04.10,-63.000000000013046,-103.00000000000864,170.00000000000347,-171.99999999999437,-45.99999999999049,131.99999999999878,-285.9999999999974,-124.00000000000189,-649.0000000000009,-276.9999999999939,219.99999999999798,-9.000000000014552,248.00000000000466,417.99999999999216,221.9999999999942,266.0000000000107,37.99999999999359,,-15.00000000001971
2017.04.10,-86.99999999999264,-82.99999999998863,174.00000000000747,-154.99999999999403,-56.99999999999594,109.99999999999899,-262.999999999991,-98.0000000000092,-576.9999999999982,-306.9999999999906,-7.999999999985796,15.999999999993797,239.00000000000432,298.9999999999924,194.99999999999318,153.00000000000313,32.999999999994145,,-415.99999999995873
