date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.02.03,0.0,0.0,-32.999999999994145,-34.000000000000696,-2.000000000002,-75.9999999999983,0.0,-134.9999999999909,-1.0000000000065512,-37.99999999999359,-41.000000000002146,-112.99999999999955,-0.9999999999843467,0.0,-53.999999999998494,-46.999999999997044,-14.999999999987246,-183.9999999999975,-131.99999999999878,-229.99999999999687,,-1135.9999999999482
2020.02.03,15.999999999993797,62.000000000006494,-86.0000000000083,-19.999999999997797,9.999999999998899,-70.99999999999883,57.00000000001815,-123.99999999999523,-1.0000000000065512,-56.0000000000005,-78.00000000000028,-94.99999999999886,31.000000000003247,-7.000000000005002,12.999999999996348,26.999999999999247,53.999999999998494,-173.00000000000182,-119.99999999999788,-231.0000000000034,,-791.9999999999998
2020.02.03,-7.0000000000014495,72.0000000000054,-68.00000000000139,-89.00000000000574,7.0000000000014495,-112.000000000001,-2.999999999997449,-56.99999999998795,-39.00000000000014,-113.99999999999189,-71.00000000000995,-74.99999999998863,69.00000000000794,37.9999999999967,-92.00000000000318,-35.00000000000725,175.99999999999838,-213.99999999999864,-138.99999999998914,-339.0000000000004,,-1091.9999999999743
2020.02.03,12.000000000000899,87.99999999999919,-22.999999999995246,-68.00000000000139,68.00000000000139,-117.00000000000044,45.000000000006146,22.00000000000557,-4.999999999999449,-128.99999999999022,-58.000000000002494,-25.999999999982037,144.0000000000108,93.99999999999409,-55.000000000005045,109.99999999998789,177.00000000000495,-210.99999999999852,-141.99999999999767,-424.00000000000216,,-497.9999999999638
2020.02.03,39.00000000000014,87.99999999999919,-49.99999999999449,-93.00000000000975,56.99999999999594,-126.0000000000039,53.999999999998494,23.000000000010346,3.999999999992898,-167.9999999999904,-60.99999999999994,-9.999999999990905,151.00000000001222,102.99999999999443,-55.000000000005045,106.00000000000608,243.00000000001543,-195.99999999999795,-147.99999999999258,-404.0000000000044,,-442.9999999999642
2020.02.03,95.00000000000064,49.99999999999449,-107.99999999999699,-107.99999999999699,114.00000000000298,-73.99999999999629,95.00000000000064,9.000000000000341,45.99999999999049,-282.99999999999994,-98.0000000000092,68.00000000001205,137.00000000000932,143.99999999999125,-32.0000000000098,285.99999999998624,82.00000000000429,-120.00000000000455,-73.99999999999629,-442.9999999999934,,-214.00000000001074
2020.02.03,57.99999999999139,21.999999999988695,-103.99999999999298,-137.9999999999937,85.99999999999719,-128.00000000000588,55.000000000005045,-4.9999999999954525,17.000000000000348,-245.99999999999068,-77.00000000000485,18.000000000000682,116.00000000000499,112.99999999999955,-35.999999999991594,191.99999999999218,90.00000000001229,-167.0000000000016,-130.99999999999224,-453.99999999999886,,-718.9999999999754
2020.02.03,65.99999999999939,48.000000000003595,-93.99999999999409,-83.9999999999952,112.99999999999643,-111.00000000000554,73.00000000001194,59.00000000001171,32.999999999994145,-295.99999999999625,-90.0000000000012,96.00000000000364,85.00000000000173,167.99999999999216,-38.0000000000047,241.99999999998667,95.00000000000064,-141.9999999999959,-124.99999999999733,-479.99999999999153,,-381.9999999999797
2020.02.03,83.9999999999952,2.999999999997449,-95.00000000000064,-141.99999999999767,7.9999999999968985,-150.00000000000568,51.000000000001044,85.00000000000796,15.999999999993797,-237.99999999999378,-69.00000000000794,69.99999999999318,69.00000000000794,172.9999999999876,-39.999999999995595,53.999999999998494,161.99999999999548,-147.00000000000557,-147.99999999999258,-428.00000000000614,,-682.0000000000305
2020.02.03,79.99999999999119,18.0000000000069,-104.99999999999955,-117.99999999999588,73.00000000000084,-77.00000000000485,42.0000000000087,89.00000000001285,15.999999999993797,-167.9999999999904,-75.00000000000284,68.00000000001205,108.00000000001918,152.9999999999916,0.0,228.99999999999034,83.00000000001084,-66.0000000000025,-64.99999999999284,-361.9999999999957,,-76.99999999994623
