date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.11.20,-1.999999999990898,-112.000000000001,-62.00000000001182,-13.999999999980695,-14.000000000002899,-49.99999999999449,-39.00000000000148,-75.9999999999983,-67.9999999999903,0.0,-5.000000000023874,-18.0000000000069,-29.00000000001235,-14.000000000010004,-197.99999999998707,-303.9999999999932,-262.999999999991,-4.9999999999954525,-36.99999999999193,-57.99999999999139,-65.99999999998829,,-1433.9999999999632
2017.11.20,-48.99999999998794,-113.99999999999189,-97.00000000000841,11.00000000000545,9.00000000000345,-85.99999999999719,-78.99999999999352,-140.0000000000068,-35.999999999991594,-77.00000000000485,-5.000000000023874,34.99999999998504,96.00000000000719,-117.00000000001864,-214.99999999998744,-371.99999999999454,-253.99999999999866,51.00000000000193,-78.00000000000296,-112.99999999999643,-14.000000000002899,,-1644.0000000000045
2017.11.20,-87.99999999999919,165.9999999999995,-93.00000000000352,76.0000000000094,49.99999999999449,-47.9999999999925,-153.99999999999636,-141.99999999999767,-52.99999999999194,-263.0000000000021,-161.00000000000136,49.99999999999449,62.000000000006494,-574.0000000000123,73.00000000001194,-34.99999999998504,9.999999999998899,91.99999999999875,-33.999999999991815,-95.99999999999609,-11.00000000000545,,-1172.9999999999616
2017.11.20,-175.99999999999838,446.9999999999974,13.999999999995794,188.00000000001037,85.00000000000173,-41.000000000002146,-292.0000000000016,-41.9999999999976,26.000000000003798,-339.0000000000004,-499.00000000002365,42.999999999993044,89.00000000000574,-953.000000000003,287.9999999999994,290.00000000001245,259.0000000000092,192.99999999999784,43.00000000000637,-42.999999999993044,-99.00000000000463,,-518.9999999999914
2017.11.20,-181.9999999999933,347.9999999999928,-102.00000000000387,155.00000000001623,60.99999999999994,-17.999999999995797,-274.0000000000009,-92.00000000000318,-27.999999999994696,-242.00000000000887,-427.0000000000209,29.999999999996696,65.00000000000395,-713.9999999999986,243.99999999999977,195.9999999999962,260.0000000000158,91.00000000000819,-22.999999999996135,-25.999999999992696,-53.999999999998494,,-731.999999999978
2017.11.20,-143.99999999998857,357.99999999999164,-69.00000000000261,143.00000000000423,56.99999999999594,-21.999999999999797,-126.00000000000477,-100.00000000000009,-35.999999999991594,-208.00000000000819,-198.0000000000075,38.99999999998904,42.999999999993044,-507.000000000005,276.00000000000955,216.00000000001617,291.00000000001904,102.00000000000387,-28.999999999996362,-23.999999999990695,-46.999999999997044,,15.000000000030397
2017.11.20,-163.00000000000205,350.9999999999902,-97.99999999999898,135.00000000001845,26.999999999999247,-39.00000000000014,-103.9999999999992,-114.00000000000298,-70.99999999999883,-198.00000000000927,-213.00000000002228,17.999999999984695,-42.0000000000087,-473.0000000000132,236.00000000001398,270.00000000001467,220.00000000002018,37.00000000000614,-54.99999999999261,-6.999999999990347,-97.9999999999981,,-380.9999999999891
2017.11.20,-190.00000000000128,374.999999999992,-89.00000000001285,206.00000000001728,41.9999999999976,-95.00000000000064,-164.00000000000148,-72.0000000000054,-62.99999999999084,-182.00000000000438,-326.9999999999982,55.99999999998939,-69.00000000000794,-582.9999999999984,219.99999999999798,266.999999999995,434.000000000001,82.00000000000784,-40.99999999999682,55.000000000005045,-7.999999999985796,,-146.00000000000074
2017.11.20,-290.9999999999968,392.9999999999989,50.99999999998772,208.00000000000819,51.99999999999649,-85.00000000000173,-186.9999999999976,-38.0000000000047,-13.999999999991797,-255.00000000000523,-539.0000000000157,48.99999999998794,-45.99999999999049,-841.0000000000082,241.00000000000233,300.00000000001137,487.0000000000152,176.00000000000193,-6.999999999990791,55.000000000005045,17.000000000000348,,-273.99999999998755
2017.11.20,-285.00000000000193,486.00000000000864,24.999999999991473,289.0000000000059,78.00000000000028,-29.999999999996696,-156.0000000000059,90.99999999999665,93.00000000000975,-211.00000000000563,-527.0000000000152,51.000000000001044,-79.99999999999119,-837.9999999999939,283.000000000011,344.00000000001097,547.0000000000086,207.00000000000784,49.000000000006594,44.0000000000107,17.000000000000348,,477.0000000000593
2017.11.20,-228.00000000000597,476.0000000000098,46.999999999997044,265.0000000000041,73.99999999999629,-56.99999999999594,-69.00000000000261,80.99999999999774,91.00000000000774,-236.00000000000287,-404.0000000000248,65.99999999998829,-48.000000000003595,-709.0000000000032,272.00000000000557,341.99999999999784,521.0000000000159,215.0000000000034,36.000000000001364,42.0000000000087,34.000000000000696,,810.9999999999955
2017.11.20,-184.00000000000637,473.0000000000123,71.99999999998852,236.99999999999832,95.00000000000064,-100.00000000000009,-54.000000000002046,51.000000000001044,106.00000000000608,-225.00000000000853,-367.00000000001864,85.00000000000173,52.000000000007596,-688.999999999993,314.00000000001427,324.0000000000132,592.0000000000148,240.0000000000091,-18.000000000000682,12.000000000000899,95.00000000000064,,1111.0000000000398
