date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.02.22,-341.0000000000024,144.0000000000108,-18.0000000000069,-123.00000000000644,-134.99999999999625,-302.99999999999727,-358.9999999999982,-376.99999999999403,-890.9999999999911,-113.99999999999189,-76.99999999999375,-438.0000000000024,-280.0000000000136,-245.0000000000063,-500.0,52.000000000007596,-180.99999999999784,-62.000000000006494,,-4247.999999999986
2016.02.22,-309.0000000000037,207.00000000000162,-25.00000000000835,-121.00000000000443,-115.99999999999389,-315.9999999999883,-375.9999999999986,-341.0000000000024,-919.9999999999875,-45.000000000006146,21.00000000000435,-448.0000000000075,-322.00000000000006,-242.00000000000887,-510.0000000000051,40.00000000000669,-95.00000000000064,-68.00000000000139,,-3986.0000000000036
2016.02.22,-316.0000000000052,214.00000000000307,-58.000000000002494,-145.00000000000622,-105.99999999999498,-253.0000000000001,-389.99999999999034,-390.99999999999693,-860.99999999999,-102.99999999998644,-8.999999999992347,-370.00000000000455,-358.00000000001387,-258.0000000000027,-484.99999999999943,12.000000000000899,-91.99999999999208,-117.99999999999588,,-4086.9999999999695
2016.02.22,-326.9999999999995,156.00000000000057,-43.00000000001525,-133.00000000000534,-121.99999999999989,-234.99999999999943,-418.9999999999916,-381.99999999999346,-816.9999999999789,22.0000000000109,-38.99999999998904,-368.9999999999998,-391.000000000008,-261.0000000000001,-489.0000000000043,21.00000000000435,-75.9999999999983,-113.99999999999189,,-4017.999999999959
2016.02.22,-300.99999999999574,146.00000000000168,-29.00000000001235,-209.9999999999991,-227.99999999999488,-307.9999999999927,-407.99999999999727,-437.999999999994,-933.9999999999975,-1.0000000000065512,-201.99999999999108,-426.00000000000193,-404.0000000000044,-534.9999999999966,-563.0000000000024,42.0000000000087,-185.00000000000182,-55.000000000005045,,-5038.999999999983
2016.02.22,-302.9999999999977,185.00000000001293,-26.0000000000149,-224.000000000002,-248.99999999999923,-306.99999999998795,-417.99999999999613,-439.0000000000005,-888.9999999999816,35.00000000000725,-232.99999999999432,-417.0000000000016,-398.00000000000944,-523.9999999999911,-545.0000000000017,116.00000000000499,-213.99999999999199,-69.00000000000794,,-4918.9999999999545
2016.02.22,-278.9999999999959,89.00000000000574,1.999999999990898,-182.99999999999983,-212.00000000000108,-289.99999999999204,-395.99999999999636,-404.99999999999983,-853.999999999985,26.999999999999247,-235.99999999999176,-432.00000000000216,-351.0000000000124,-441.0000000000025,-512.0000000000005,58.000000000002494,-181.9999999999933,-38.0000000000047,,-4634.999999999979
2016.02.22,-275.000000000003,16.000000000016,15.999999999993797,-201.00000000000674,-224.000000000002,-240.99999999999966,-426.9999999999996,-407.0000000000018,-663.9999999999873,171.00000000001003,-339.99999999998477,-373.00000000000466,-392.00000000001455,-456.00000000001194,-493.0000000000092,50.0000000000056,-180.0000000000024,-1.999999999990898,,-4421.999999999994
2016.02.22,-336.00000000000296,-678.9999999999852,-93.00000000000975,-151.00000000000114,-200.99999999999562,-177.99999999999727,-405.9999999999952,-376.99999999999403,-361.99999999999477,367.0000000000062,-980.0000000000031,-271.0000000000008,-383.0,-429.00000000001273,-427.99999999999727,1.0000000000065512,-173.00000000000094,-17.000000000000348,,-5095.999999999979
2016.02.22,-460.00000000000483,-863.9999999999981,-246.99999999999721,-191.00000000000784,-234.00000000000088,-149.0000000000009,-467.9999999999906,-505.99999999999534,108.00000000000409,981.0000000000097,-1325.9999999999827,-254.0000000000049,-622.9999999999958,-869.999999999993,-429.00000000000205,4.999999999999449,-271.9999999999945,21.999999999988695,,-5776.999999999966
2016.02.22,-461.99999999999574,-686.9999999999932,-275.000000000003,-407.0000000000018,-361.0000000000002,-208.99999999998897,-594.99999999999,-712.0000000000015,-94.99999999999886,931.0000000000151,-1913.9999999999934,-228.9999999999992,-920.0000000000097,-1163.000000000003,-683.0000000000069,134.0000000000008,-286.99999999999284,-151.9999999999966,,-8085.999999999958
2016.02.22,-449.9999999999948,-977.99999999999,-300.99999999999574,-413.0000000000078,-349.99999999999477,-164.00000000000148,-608.9999999999928,-707.9999999999975,42.00000000000159,1480.0000000000146,-2234.999999999987,-150.00000000000568,-964.0000000000093,-1190.0000000000023,-650.0000000000057,190.00000000000128,-244.99999999999523,-154.0000000000097,,-7848.999999999972
2016.02.22,-458.9999999999983,-1070.9999999999998,-290.00000000001245,-372.0000000000057,-270.0000000000036,-110.99999999999,-478.9999999999961,-686.9999999999932,528.00000000002,1419.0000000000148,-2298.0,-97.99999999999898,-707.9999999999975,-940.0000000000075,-481.9999999999993,304.9999999999997,-285.9999999999974,-239.00000000001143,,-6537.999999999976
2016.02.22,-456.00000000000085,-1103.9999999999939,-304.9999999999997,-331.999999999999,-234.00000000000088,-295.99999999999227,-453.99999999999886,-670.9999999999993,182.00000000001637,1353.000000000004,-2207.000000000003,-292.0000000000016,-629.0000000000128,-876.0000000000101,-549.0000000000066,299.00000000000483,-300.0000000000003,-246.99999999999721,,-7117.999999999991
2016.02.22,-709.9999999999995,-1049.9999999999955,-557.0000000000075,-380.00000000000256,-256.0000000000007,-242.999999999995,-591.9999999999925,-890.9999999999974,-38.99999999998727,1256.999999999997,-2349.9999999999854,-245.00000000000455,-876.9999999999944,-1336.0000000000039,-621.0000000000093,379.0000000000071,-374.999999999992,-323.99999999999096,,-9209.999999999955
2016.02.22,-644.9999999999956,-963.0000000000027,-514.9999999999987,-391.000000000008,-265.0000000000041,-125.99999999999056,-544.0,-861.0000000000007,93.00000000001774,1197.0000000000036,-2318.9999999999823,-117.00000000000443,-792.0000000000149,-1323.9999999999918,-552.9999999999973,458.00000000000284,-398.9999999999938,-262.00000000000665,,-8327.999999999965
2016.02.22,-714.0000000000035,-1252.999999999993,-564.9999999999933,-353.0000000000033,-234.00000000000088,-236.99999999999477,-629.9999999999973,-853.9999999999992,122.0000000000141,1373.000000000002,-2519.999999999989,-222.99999999999898,-992.9999999999994,-1336.0000000000039,-734.9999999999994,365.0000000000042,-369.99999999999255,-224.000000000002,,-9380.99999999995
2016.02.22,-897.0000000000033,-1532.0,-785.0000000000134,-356.00000000000074,-222.99999999999542,-234.99999999999943,-793.9999999999947,-995.9999999999969,168.00000000000637,1832.9999999999957,-2949.999999999986,-231.99999999999932,-1347.0000000000093,-1624.0000000000032,-785.0000000000108,320.00000000000915,-285.9999999999974,-278.00000000000045,,-10999.000000000002
2016.02.22,-973.999999999997,-1600.9999999999857,-866.0000000000113,-353.99999999999875,-210.99999999999451,-63.99999999999295,-830.9999999999928,-1069.9999999999932,418.00000000000637,2157.999999999993,-3079.9999999999936,-16.000000000005343,-1381.00000000001,-1720.0000000000105,-756.0000000000002,373.00000000000114,-285.9999999999974,-285.00000000000193,,-10545.999999999984
2016.02.22,-1024.0000000000027,-2037.9999999999843,-960.0000000000053,-391.000000000008,-226.00000000000398,167.0000000000016,-917.9999999999966,-1136.999999999999,756.0000000000002,2368.0000000000146,-3793.9999999999864,201.99999999999818,-1578.0000000000127,-1906.0000000000077,-760.0000000000051,320.00000000000915,-253.99999999999866,-317.9999999999961,,-11490.999999999984
2016.02.22,-1007.9999999999978,-1919.000000000004,-916.0000000000057,-452.00000000000796,-405.9999999999952,131.00000000000023,-1059.9999999999943,-1149.9999999999955,793.0000000000064,2861.0000000000023,-3622.9999999999986,144.00000000000546,-1873.999999999998,-2103.0000000000105,-981.9999999999993,165.9999999999995,-178.00000000000037,-317.0000000000117,,-11893.000000000005
2016.02.22,-1105.999999999996,-1898.999999999984,-1058.0000000000034,-614.0000000000034,-580.9999999999982,187.00000000001182,-1271.9999999999955,-1375.9999999999995,822.0000000000027,3149.000000000002,-4232.999999999998,194.99999999999318,-2385.000000000015,-2825.999999999995,-1043.0000000000064,170.00000000000347,-330.9999999999924,-120.99999999999334,,-14321.999999999967
2016.02.22,-1141.9999999999986,-1907.9999999999986,-1083.0000000000118,-638.0000000000052,-705.9999999999956,338.0000000000081,-1281.9999999999943,-1425.9999999999939,1026.0000000000105,3378.0000000000146,-4222.999999999999,438.0000000000024,-2439.9999999999977,-3227.0000000000023,-1047.0000000000114,223.00000000000654,-507.9999999999973,-24.000000000001798,,-14250.999999999965
2016.02.22,-1031.9999999999995,-1737.999999999995,-1002.000000000014,-701.0000000000072,-736.0000000000033,249.00000000000944,-1206.9999999999914,-1420.9999999999945,590.0000000000034,2937.000000000012,-4065.999999999992,358.99999999999466,-2290.9999999999986,-3140.0000000000095,-1060.0000000000023,355.0000000000053,-541.0000000000026,15.999999999993797,,-14428.999999999989
2016.02.22,-1066.9999999999957,-1549.0000000000005,-1042.9999999999939,-774.000000000008,-731.0000000000039,270.00000000001023,-1310.9999999999955,-1473.000000000002,640.0000000000148,3112.0000000000036,-3978.999999999999,420.99999999999227,-2465.000000000006,-3201.0000000000095,-1109.0000000000089,287.9999999999994,-517.9999999999962,-127.99999999999478,,-14616.999999999993
2016.02.22,-1014.9999999999992,-1315.9999999999839,-886.9999999999934,-790.9999999999973,-753.9999999999991,282.0000000000107,-1317.999999999997,-1500.0000000000014,536.0000000000014,2771.999999999997,-3810.999999999987,347.999999999999,-2485.000000000004,-2984.999999999993,-1118.9999999999998,296.0000000000074,-534.9999999999966,-151.9999999999966,,-14433.99999999993
2016.02.22,-1070.0000000000043,-1461.9999999999854,-920.0000000000097,-772.000000000006,-732.9999999999948,438.0000000000024,-1259.9999999999945,-1519.999999999999,756.0000000000002,2803.0,-3987.9999999999914,451.9999999999982,-2239.000000000013,-3076.9999999999964,-935.0000000000023,438.00000000000506,-595.9999999999966,-66.00000000001049,,-13750.999999999996
2016.02.22,-1068.0000000000023,-1297.999999999999,-953.0000000000039,-897.9999999999987,-797.0000000000033,370.00000000000455,-1262.9999999999918,-1639.999999999997,322.00000000000273,2607.0000000000036,-3988.999999999998,429.9999999999926,-2334.0000000000136,-3217.000000000003,-1034.000000000006,507.0000000000019,-588.9999999999951,-134.00000000001188,,-14978.000000000022
2016.02.22,-1066.9999999999957,-1154.999999999995,-1000.0000000000009,-909.9999999999997,-795.0000000000013,300.00000000001137,-1303.999999999994,-1654.0,164.0000000000157,2675.000000000005,-3920.999999999997,323.99999999999807,-2388.0000000000123,-3283.999999999998,-1123.0000000000045,552.0000000000081,-544.0,-171.00000000001003,,-15300.999999999975
2016.02.22,-1129.9999999999977,-1171.9999999999952,-1008.9999999999932,-901.0000000000074,-820.999999999994,321.00000000001216,-1360.99999999999,-1675.9999999999998,298.0000000000018,2537.999999999996,-3967.9999999999936,344.99999999999886,-2479.999999999993,-3383.0000000000027,-1143.0000000000007,544.0,-581.9999999999936,-161.00000000001114,,-15740.99999999996
2016.02.22,-1127.0000000000002,-1200.0000000000011,-988.9999999999955,-843.0000000000049,-795.9999999999967,423.0000000000018,-1293.9999999999952,-1629.9999999999982,308.9999999999975,2550.0000000000077,-3764.999999999996,405.9999999999917,-2283.0000000000127,-3256.9999999999986,-978.9999999999992,570.0000000000039,-602.999999999998,-70.99999999999883,,-14578.999999999995
2016.02.22,-1177.9999999999902,-1219.9999999999989,-1022.9999999999961,-833.0000000000059,-746.0000000000023,452.0000000000124,-1330.9999999999934,-1679.9999999999927,302.0000000000209,2578.999999999998,-3813.999999999984,423.0000000000018,-2347.00000000001,-3238.0000000000077,-1039.0000000000014,595.0000000000011,-575.9999999999987,-178.99999999999582,,-14852.99999999994
2016.02.22,-1160.9999999999898,-1193.9999999999839,-1000.0000000000009,-823.000000000007,-670.9999999999993,487.000000000009,-1280.9999999999989,-1649.999999999996,364.0000000000043,2400.0000000000023,-3733.9999999999927,456.99999999999363,-2232.999999999996,-3069.999999999995,-960.000000000008,597.0000000000031,-510.99999999999477,-205.00000000001074,,-14187.999999999958
2016.02.22,-1114.9999999999993,-1140.999999999992,-930.0000000000086,-797.0000000000033,-668.9999999999974,585.000000000008,-1240.999999999992,-1595.000000000002,584.0000000000032,2393.000000000001,-3642.9999999999964,566.9999999999931,-2139.000000000002,-2946.000000000004,-841.9999999999987,586.0000000000088,-554.9999999999944,-171.99999999999437,,-13069.99999999997
2016.02.22,-1071.9999999999952,-1177.9999999999902,-882.000000000005,-777.0000000000055,-698.9999999999941,585.9999999999985,-1158.9999999999989,-1532.9999999999955,725.9999999999991,2432.000000000012,-3637.999999999986,566.0000000000025,-1981.9999999999948,-2882.999999999991,-761.0000000000099,575.0000000000033,-552.9999999999924,-109.00000000000354,,-12340.999999999945
2016.02.22,-1041.000000000003,-1154.999999999995,-868.000000000002,-828.0000000000065,-741.0000000000027,588.0000000000081,-1151.9999999999975,-1579.9999999999925,734.0000000000089,2368.0000000000146,-3791.9999999999955,545.9999999999923,-1974.9999999999934,-3007.000000000004,-751.0000000000048,614.9999999999989,-666.9999999999953,-106.00000000000608,,-12811.999999999975
2016.02.22,-1027.0000000000002,-1146.9999999999868,-873.999999999997,-807.9999999999976,-715.9999999999944,587.0000000000033,-1123.9999999999916,-1559.9999999999948,729.0000000000134,2262.0000000000086,-3745.9999999999827,573.9999999999981,-1943.000000000006,-2998.000000000012,-677.9999999999973,631.9999999999992,-632.9999999999947,-151.00000000001222,,-12620.999999999942
2016.02.22,-1097.999999999999,-1161.9999999999964,-845.0000000000068,-748.9999999999997,-643.0000000000047,587.0000000000033,-1198.9999999999945,-1523.999999999992,683.9999999999975,2327.0000000000123,-3566.999999999987,530.9999999999917,-1946.0000000000032,-2746.000000000004,-743.9999999999998,562.0000000000069,-541.9999999999981,-205.99999999999508,,-12279.999999999967
2016.02.23,-1119.0000000000034,-1171.9999999999952,-853.0000000000149,-733.0000000000059,-595.0000000000011,645.0000000000102,-1205.999999999996,-1524.9999999999986,657.0000000000107,2452.0000000000095,-3560.999999999992,528.9999999999964,-1978.0000000000132,-2699.9999999999914,-754.0000000000049,540.0000000000072,-422.00000000000017,-208.99999999999253,,-12003.999999999975
2016.02.23,-1134.999999999997,-1188.9999999999957,-872.0000000000061,-722.0000000000005,-575.9999999999987,623.0000000000047,-1202.9999999999984,-1554.9999999999952,603.0000000000086,2371.000000000012,-3523.9999999999936,533.9999999999918,-1954.9999999999957,-2618.9999999999936,-752.0000000000095,553.0000000000035,-427.99999999999505,-252.0000000000078,,-12097.999999999964
2016.02.23,-1150.0000000000066,-1149.9999999999843,-886.9999999999934,-760.0000000000051,-683.0000000000002,632.000000000005,-1220.9999999999943,-1586.9999999999939,587.0000000000175,2324.000000000015,-3610.9999999999864,512.0000000000005,-2018.999999999993,-2960.0000000000073,-808.0000000000069,553.0000000000035,-554.9999999999944,-222.00000000001108,,-13004.999999999936
2016.02.23,-1157.9999999999923,-1160.9999999999898,-909.0000000000042,-795.0000000000013,-702.0000000000026,599.0000000000038,-1255.9999999999905,-1629.9999999999982,572.0000000000027,2479.999999999993,-3736.9999999999905,478.9999999999992,-2025.0000000000102,-3004.999999999991,-817.9999999999978,562.0000000000069,-590.0000000000016,-136.00000000000279,,-13229.999999999967
2016.02.23,-1153.000000000004,-1147.9999999999934,-869.0000000000086,-875.0000000000035,-710.999999999995,645.0000000000102,-1252.999999999993,-1680.999999999999,611.9999999999948,2476.999999999996,-3901.999999999983,516.0000000000053,-2073.0000000000136,-2960.9999999999914,-801.0000000000019,609.9999999999994,-565.9999999999999,-231.0000000000034,,-13363.999999999984
2016.02.23,-1073.0000000000018,-1246.9999999999982,-842.9999999999937,-857.0000000000077,-697.0000000000032,630.0000000000097,-1233.9999999999907,-1649.999999999996,762.0000000000005,2510.9999999999964,-3886.999999999996,581.9999999999936,-2058.000000000004,-2920.0000000000114,-778.0000000000058,531.9999999999991,-502.9999999999979,-242.00000000000887,,-12972.000000000018
2016.02.23,-1051.0000000000018,-1214.9999999999884,-836.0000000000146,-728.0000000000064,-607.9999999999974,877.0000000000095,-1143.9999999999895,-1507.0000000000027,1110.0000000000136,2388.0000000000123,-3581.9999999999964,825.9999999999934,-1882.000000000006,-2679.000000000009,-541.000000000011,490.00000000000153,-474.9999999999921,-234.00000000000088,,-10790.999999999985
2016.02.23,-985.0000000000025,-1263.9999999999984,-758.0000000000142,-706.0000000000066,-558.9999999999984,909.000000000006,-1089.999999999991,-1408.9999999999936,1272.0000000000198,2336.0000000000045,-3603.0000000000005,875.0,-1767.0000000000075,-2442.000000000011,-442.99999999999784,482.00000000000466,-480.99999999999807,-242.00000000000887,,-9874.999999999993
2016.02.23,-922.999999999996,-1275.0000000000039,-744.9999999999957,-802.0000000000027,-637.9999999999941,1109.9999999999995,-1081.999999999994,-1473.000000000002,1769.0000000000055,2422.000000000013,-3908.9999999999845,1152.000000000001,-1835.9999999999932,-2612.9999999999986,-296.0000000000065,563.0000000000024,-515.9999999999942,-304.9999999999997,,-9396.999999999945
2016.02.23,-938.0000000000055,-1469.9999999999936,-734.0000000000124,-802.9999999999982,-605.9999999999955,1105.000000000004,-1051.9999999999973,-1474.999999999993,1817.0000000000073,2618.000000000009,-4144.999999999999,1146.000000000001,-1737.999999999995,-2486.0000000000105,-245.00000000000455,639.0000000000007,-502.00000000000244,-351.99999999999676,,-9220.99999999998
2016.02.23,-922.0000000000006,-1543.0000000000055,-727.9999999999953,-775.0000000000034,-600.999999999996,1150.0000000000057,-1037.9999999999945,-1454.9999999999952,2049.0000000000064,2756.0000000000027,-4054.9999999999864,1147.0000000000055,-1717.000000000013,-2471.000000000001,-188.0000000000024,590.0000000000016,-507.9999999999973,-273.9999999999965,,-8582.999999999965
2016.02.23,-861.9999999999961,-1522.9999999999854,-680.9999999999983,-741.0000000000027,-610.9999999999949,1146.000000000001,-978.9999999999966,-1371.9999999999955,2126.0000000000045,2781.0000000000114,-4017.999999999988,1201.9999999999982,-1629.9999999999982,-2438.9999999999914,-156.0000000000059,570.0000000000039,-505.99999999999534,-208.99999999999253,,-7901.999999999921
2016.02.23,-836.9999999999989,-1532.9999999999843,-739.0000000000008,-719.000000000003,-578.9999999999961,745.0000000000045,-942.9999999999939,-1327.999999999996,1609.0000000000089,2740.9999999999936,-3949.999999999987,852.9999999999944,-1671.0000000000002,-2431.0000000000055,-400.0000000000057,564.000000000009,-498.9999999999939,-242.99999999999324,,-9359.999999999947
2016.02.23,-809.9999999999997,-1478.0000000000016,-717.000000000012,-746.9999999999976,-553.999999999999,844.9999999999989,-948.9999999999999,-1329.0000000000025,1768.0000000000007,2794.0000000000077,-3949.999999999987,984.9999999999994,-1696.0000000000086,-2323.9999999999927,-323.0000000000075,558.000000000003,-419.00000000000273,-289.0000000000059,,-8635.000000000007
2016.02.23,-785.9999999999978,-1471.9999999999845,-700.999999999996,-790.0000000000018,-580.0000000000027,818.000000000012,-951.9999999999973,-1356.0000000000016,1742.0000000000186,2778.999999999998,-4078.0000000000036,950.9999999999934,-1713.0000000000089,-2391.00000000001,-352.00000000000387,631.0000000000038,-456.00000000000085,-343.00000000000443,,-9048.999999999985
2016.02.23,-807.9999999999976,-1461.0000000000011,-764.0000000000091,-813.0000000000082,-561.9999999999958,759.0000000000003,-956.9999999999967,-1407.9999999999982,1671.999999999997,2702.0000000000045,-4183.999999999988,915.9999999999968,-1747.999999999994,-2425.0000000000105,-401.00000000001046,636.0000000000032,-432.9999999999945,-394.00000000000546,,-9673.00000000001
2016.02.23,-785.9999999999978,-1549.0000000000005,-798.0000000000098,-824.0000000000025,-543.0000000000045,746.0000000000093,-917.9999999999966,-1381.9999999999943,1730.0000000000182,2710.0000000000123,-4294.999999999982,992.999999999995,-1768.9999999999984,-2408.00000000001,-356.00000000000875,652.0000000000082,-430.9999999999925,-441.0000000000025,,-9668.999999999958
2016.02.23,-695.9999999999966,-1706.9999999999918,-777.0000000000055,-870.9999999999995,-548.9999999999995,728.0000000000086,-875.999999999999,-1383.000000000001,1913.000000000011,2774.00000000001,-4675.999999999991,1069.9999999999932,-1798.0000000000107,-2393.000000000001,-239.00000000000432,716.0000000000056,-434.9999999999965,-588.9999999999951,,-9787.99999999996
2016.02.23,-705.0000000000001,-1706.9999999999918,-802.9999999999982,-902.9999999999983,-509.00000000000387,765.0000000000006,-872.9999999999905,-1412.9999999999975,1980.9999999999945,2888.000000000002,-4671.000000000003,1072.9999999999932,-1791.0000000000093,-2289.999999999992,-252.00000000000955,763.0000000000026,-429.99999999999704,-598.0000000000097,,-9475.000000000005
2016.02.23,-710.999999999995,-1646.9999999999984,-909.0000000000042,-836.0000000000034,-515.9999999999942,807.0000000000022,-828.9999999999909,-1349.9999999999957,2087.0000000000173,2568.0000000000146,-4383.000000000004,1301.9999999999925,-1852.000000000009,-2505.000000000002,-126.00000000000477,757.0000000000076,-443.99999999999994,-611.000000000006,,-9197.999999999973
2016.02.23,-616.0000000000055,-1595.9999999999975,-808.0000000000088,-774.000000000008,-422.00000000000017,852.0000000000039,-688.9999999999952,-1219.9999999999989,2216.000000000008,2524.000000000015,-4213.0,1325.0000000000027,-1570.0000000000048,-2039.9999999999973,-15.000000000000568,762.0000000000072,-380.999999999998,-595.9999999999966,,-7260.9999999999745
2016.02.23,-604.0000000000045,-1512.9999999999866,-811.0000000000061,-902.9999999999983,-475.99999999999864,794.0000000000111,-760.9999999999894,-1342.999999999994,1861.0000000000184,2171.000000000012,-4327.999999999998,1286.0000000000014,-1743.0000000000057,-2310.000000000012,-128.0000000000001,785.0000000000024,-376.99999999999403,-683.0000000000114,,-9082.999999999955
2016.02.23,-817.9999999999965,-1431.0000000000045,-1123.0000000000073,-1031.000000000004,-622.9999999999958,867.0000000000044,-932.999999999995,-1578.999999999997,1864.0000000000043,2427.0000000000014,-4549.999999999987,1344.9999999999989,-2181.000000000011,-3081.0000000000005,-165.00000000000625,886.000000000009,-548.9999999999995,-750.0000000000063,,-11424.99999999999
2016.02.23,-817.9999999999965,-1459.9999999999945,-1200.0000000000011,-928.0000000000066,-605.0,1075.0000000000027,-912.9999999999972,-1517.0000000000016,1968.0000000000177,2380.0000000000045,-4259.999999999997,1727.9999999999945,-2271.000000000001,-3160.0000000000073,-69.00000000000261,850.0000000000063,-552.9999999999924,-487.99999999999955,,-10240.99999999997
2016.02.23,-751.0000000000017,-1634.9999999999864,-1095.0000000000016,-811.0000000000061,-471.99999999999466,1106.9999999999993,-779.9999999999918,-1356.0000000000016,2295.000000000016,2374.9999999999936,-4356.999999999989,1771.000000000001,-1944.0000000000123,-2744.9999999999973,73.99999999999807,861.0000000000007,-520.9999999999936,-530.9999999999926,,-8514.999999999962
2016.02.23,-614.9999999999989,-1777.9999999999907,-1014.0000000000038,-975.0000000000036,-700.0000000000006,951.0000000000076,-677.9999999999898,-1361.0000000000011,2319.000000000017,2350.0000000000077,-4976.000000000003,1736.000000000004,-1907.9999999999986,-3163.0000000000045,67.99999999999784,963.0000000000027,-827.0,-571.9999999999948,,-10179.99999999995
2016.02.23,-641.9999999999982,-1675.0000000000043,-1100.000000000012,-948.0000000000044,-673.0000000000014,844.9999999999989,-728.9999999999908,-1417.999999999997,2295.000000000016,2628.000000000008,-4832.999999999998,1730.000000000004,-2038.0000000000064,-3210.000000000002,21.99999999999136,980.0000000000031,-744.0000000000002,-434.000000000001,,-9943.999999999996
2016.02.23,-648.9999999999995,-1654.0,-1201.0000000000077,-982.0000000000051,-678.0000000000008,802.0000000000067,-750.9999999999906,-1410.9999999999957,2282.000000000011,2564.000000000011,-4764.999999999997,1722.999999999999,-2218.999999999993,-3229.9999999999995,-61.99999999999761,909.0000000000042,-644.0000000000001,-493.99999999999443,,-10459.999999999953
2016.02.23,-619.9999999999983,-1744.9999999999966,-1212.9999999999975,-970.9999999999997,-604.0000000000045,811.000000000007,-729.9999999999973,-1344.0000000000007,2282.000000000011,2659.999999999996,-4746.99999999999,1775.9999999999964,-2262.0000000000086,-3110.0000000000127,-84.00000000000318,896.000000000008,-571.9999999999948,-527.9999999999951,,-10104.999999999982
