date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,CADJPY,AUDJPY,empty,sum
2017.12.11,-114.00000000000298,22.0000000000109,-23.999999999979593,-33.00000000001635,-14.999999999998348,34.99999999998504,-92.00000000000318,180.99999999999739,20.999999999993246,-121.99999999999989,5.999999999994898,-33.00000000001546,275.9999999999874,-67.00000000001705,153.00000000000313,-78.00000000000296,-8.000000000009777,,107.99999999992639
2017.12.11,-102.00000000000209,63.000000000013046,-42.999999999993044,-65.00000000000395,28.000000000005798,89.99999999999008,-70.99999999999883,237.99999999999955,19.999999999997797,-75.9999999999983,-14.999999999998348,-112.00000000002319,336.9999999999873,-46.999999999997044,253.99999999999866,-93.00000000000352,69.99999999999318,,475.99999999996714
2017.12.11,-96.00000000000719,78.00000000000028,-37.99999999998249,-130.0000000000079,-14.000000000002899,109.99999999998789,-82.00000000000429,233.99999999999466,2.999999999997449,-117.00000000000044,-33.000000000005244,-153.00000000002,465.99999999998863,-131.00000000001444,204.99999999998852,-79.00000000000773,15.999999999991132,,238.99999999989592
2017.12.11,-80.00000000000229,102.00000000000209,-25.999999999992696,-134.99999999999625,-12.999999999996348,157.99999999999147,-65.00000000000395,220.99999999998943,15.999999999993797,-104.99999999999955,-30.000000000007798,-169.00000000001114,516.0000000000053,-124.00000000001299,215.99999999999397,-70.00000000000739,9.000000000000341,,420.999999999946
2017.12.11,-114.00000000000298,160.00000000000458,-60.99999999999994,-136.00000000000279,7.0000000000014495,170.99999999998784,-76.99999999999375,199.99999999998863,-8.000000000008,-111.00000000000554,-94.00000000000519,-159.00000000002024,584.9999999999911,-124.00000000001299,55.99999999998939,-28.000000000005798,-8.000000000009777,,258.99999999989603
2017.12.11,-116.00000000000499,111.00000000001664,-66.99999999999484,-124.00000000001299,7.9999999999968985,116.99999999998934,-73.99999999999629,364.9999999999949,-4.000000000004,-112.000000000001,-119.99999999999788,-317.0000000000073,504.9999999999999,-133.00000000000534,-5.999999999994898,-158.00000000000125,112.99999999999955,,-12.000000000023604
2017.12.11,-130.0000000000079,162.00000000001768,-111.99999999997878,-49.00000000001015,89.00000000000574,154.99999999999403,-42.999999999993044,352.99999999999443,29.999999999996696,-41.000000000002146,-180.0000000000024,-339.00000000002706,479.99999999999153,-29.00000000001235,-109.00000000000354,-188.0000000000024,182.00000000000216,,230.9999999999626
2017.12.11,-152.00000000000767,162.00000000001768,-118.99999999998023,-69.00000000000794,75.9999999999983,124.99999999999733,-62.99999999999084,348.99999999998954,5.999999999994898,-72.0000000000054,-114.99999999999844,-304.00000000000205,503.000000000009,-63.99999999999739,34.99999999998504,-159.00000000000603,149.99999999999147,,288.9999999999872
2017.12.11,-134.0000000000008,180.0000000000024,-123.99999999999079,-66.00000000001049,95.00000000000064,164.99999999999292,-35.999999999991594,321.9999999999885,17.000000000000348,-38.0000000000047,-146.00000000000168,-307.00000000001637,517.9999999999962,-24.000000000001798,-12.000000000012001,-150.00000000000568,164.99999999999204,,424.9999999999372
2017.12.11,-135.00000000000733,165.00000000001512,-120.99999999999334,-99.00000000000463,75.00000000000284,153.9999999999875,-39.999999999995595,339.9999999999892,-1.0000000000065512,-58.99999999999794,-134.0000000000008,-316.0000000000025,548.9999999999995,-67.00000000001705,11.999999999989797,-141.00000000000534,155.00000000000114,,336.99999999995407
2017.12.11,-204.00000000000418,214.00000000000307,-176.99999999998272,-7.0000000000014495,117.00000000000044,110.99999999999443,-68.00000000000139,371.9999999999999,0.999999999995449,-67.00000000000594,-386.0000000000086,-313.0000000000166,487.99999999999955,-49.00000000001015,-666.000000000011,-169.00000000001114,167.0000000000016,,-636.0000000000588
2017.12.11,-192.99999999999872,184.00000000000637,-157.99999999999147,31.999999999987594,141.00000000000225,87.99999999999919,-79.99999999999119,360.99999999999,30.999999999992145,-40.00000000000669,-480.0000000000027,-278.00000000002,395.99999999999636,24.000000000001798,-909.0000000000042,-197.00000000000273,194.00000000000261,,-884.0000000000394
2017.12.11,-173.00000000000094,226.00000000001506,-122.99999999998423,-5.000000000010552,150.00000000000568,160.00000000000458,-79.99999999999119,363.9999999999901,26.999999999999247,-12.999999999996348,-417.0000000000007,-358.0000000000041,496.99999999999187,89.99999999999008,-767.0000000000066,-192.00000000000728,224.99999999999432,,-389.000000000011
2017.12.11,-170.99999999999892,175.99999999999838,-137.9999999999937,2.999999999997449,163.00000000000205,112.000000000001,-63.99999999999739,363.9999999999901,29.999999999996696,-1.0000000000065512,-463.9999999999977,-303.0000000000257,425.0000000000087,93.99999999999409,-860.0000000000163,-195.0000000000074,239.99999999999488,,-589.0000000000603
2017.12.11,-199.00000000000472,151.00000000001222,-175.99999999999838,70.99999999999883,199.00000000000472,49.99999999999449,-62.99999999999084,293.99999999999693,48.99999999999905,12.000000000000899,-589.0000000000061,-138.00000000000523,306.00000000000625,120.99999999999334,-1167.0000000000068,-162.00000000000614,201.99999999999818,,-1039.0000000000134
2017.12.11,-184.00000000000637,173.00000000000094,-151.9999999999966,69.9999999999923,177.00000000000495,100.99999999999554,-65.00000000000395,331.99999999999363,63.99999999999739,3.999999999992898,-602.0000000000025,-236.00000000001842,336.9999999999873,103.99999999999298,-1198.0000000000102,-204.00000000000773,219.99999999999886,,-1059.000000000089
