date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,empty,sum
2019.07.01,473.0000000000123,-405.0000000000109,-258.99999999998704,-263.99999999999756,-187.9999999999993,-434.9999999999854,-411.00000000000136,-486.00000000000864,-312.00000000000114,-205.99999999999508,370.999999999988,-45.000000000006146,-6.000000000000227,-309.0000000000037,-208.00000000000819,210.99999999999852,-242.99999999999324,-156.99999999999602,,-2878.999999999995
2019.07.01,446.9999999999974,-320.9999999999935,-197.00000000000273,-253.99999999999866,-175.00000000000293,-218.99999999999142,-350.9999999999991,-436.9999999999985,-247.00000000000833,-290.9999999999968,489.99999999999045,-4.000000000004,25.99999999999625,-255.00000000000523,-434.000000000001,219.99999999999886,-264.999999999993,-199.00000000000472,,-2466.0000000000173
2019.07.01,466.00000000001086,-217.0000000000005,-146.99999999998602,-262.00000000000665,-182.00000000000438,-229.99999999999687,-274.0000000000009,-429.0000000000016,-214.00000000000307,-275.000000000003,496.99999999999187,-62.99999999999084,186.00000000000705,-178.00000000001148,-382.0000000000157,274.0000000000009,-286.99999999999284,-197.00000000000273,,-1914.000000000006
2019.07.01,234.00000000000088,-212.99999999999653,-207.99999999998596,-282.0000000000045,-187.9999999999993,-476.9999999999941,-258.0000000000098,-435.0000000000076,-219.99999999999798,-248.00000000000378,180.99999999998673,-370.00000000000364,207.00000000000784,-164.99999999999292,-441.0000000000025,268.0000000000007,-298.9999999999937,-192.99999999999872,,-3106.999999999994
2019.07.01,239.00000000001143,-246.99999999999721,-177.00000000000495,-292.9999999999988,-226.00000000000398,-565.9999999999999,-329.00000000000773,-509.9999999999993,-262.00000000000665,-159.9999999999935,167.9999999999904,-388.9999999999949,222.0000000000084,-190.00000000000128,-459.0000000000094,287.9999999999967,-303.9999999999932,-231.99999999999886,,-3427.0000000000036
2019.07.01,287.9999999999994,-273.9999999999965,-207.99999999998596,-304.00000000000426,-231.99999999999886,-611.9999999999903,-430.0000000000068,-548.9999999999995,-297.9999999999983,-144.99999999999514,195.9999999999962,-409.99999999999926,147.00000000000557,-231.0000000000034,-443.0000000000156,275.99999999999625,-309.99999999999915,-217.99999999999596,,-3756.9999999999905
2019.07.01,250.00000000001688,-356.00000000000074,-283.99999999999534,-343.00000000000443,-238.0000000000049,-693.9999999999947,-544.0000000000111,-583.0000000000002,-338.00000000000495,-110.99999999999443,200.99999999998454,-453.99999999999886,37.00000000000614,-236.00000000001398,-417.0000000000007,198.99999999999807,-331.999999999999,-202.9999999999976,,-4446.000000000015
2019.07.01,428.00000000000614,-462.0000000000068,-346.0000000000019,-416.00000000000523,-302.0000000000023,-624.0000000000023,-558.0000000000069,-586.0000000000088,-330.0000000000081,-198.99999999999363,318.9999999999804,-385.99999999999744,-12.000000000000455,-329.00000000000153,-563.0000000000024,171.99999999999704,-393.9999999999944,-263.0000000000021,,-4851.00000000005
2019.07.01,378.00000000001165,-442.00000000000904,-287.9999999999994,-552.0000000000081,-392.00000000000347,-703.9999999999935,-588.0000000000081,-639.0000000000007,-282.99999999999994,-195.9999999999962,267.99999999997937,-936.0000000000035,-30.9999999999917,-397.0000000000029,-731.000000000015,196.99999999998852,-610.9999999999949,-414.00000000000324,,-6361.00000000005
2019.07.01,408.00000000000836,-574.0000000000078,-391.9999999999924,-569.0000000000084,-400.9999999999958,-814.0000000000036,-716.0000000000082,-640.0000000000073,-291.0000000000079,-37.99999999999359,168.99999999999693,-889.9999999999908,-135.99999999999568,-537.9999999999941,-731.000000000015,150.99999999999625,-625.9999999999932,-419.9999999999982,,-7048.000000000009
2019.07.01,441.0000000000025,-636.0000000000143,-473.99999999999665,-597.9999999999985,-441.0000000000025,-846.9999999999977,-736.0000000000042,-645.0000000000067,-309.0000000000037,12.000000000000899,150.99999999999002,-885.9999999999868,-132.99999999999557,-385.99999999999744,-595.0000000000122,150.99999999999625,-512.0000000000014,-329.00000000000153,,-6772.000000000029
2019.07.01,422.00000000001125,-690.0000000000128,-499.9999999999893,-595.0000000000011,-441.99999999999795,-882.9999999999893,-653.0000000000058,-623.0000000000069,-270.99999999999903,73.00000000000084,54.99999999998284,-977.99999999999,-164.00000000000148,-429.00000000001273,-542.0000000000202,164.99999999999204,-504.9999999999999,-329.00000000000153,,-6889.000000000042
2019.07.01,451.0000000000014,-751.0000000000127,-585.9999999999976,-639.0000000000007,-475.0000000000032,-913.9999999999926,-713.0000000000081,-648.9999999999995,-323.0000000000066,112.000000000001,69.9999999999923,-967.9999999999911,-186.9999999999976,-446.9999999999974,-487.0000000000152,161.00000000000136,-500.00000000000045,-304.00000000000426,,-7149.00000000003
2019.07.01,519.0000000000028,-802.9999999999982,-602.999999999998,-643.0000000000047,-475.99999999999864,-909.0000000000042,-733.0000000000041,-647.0000000000086,-309.0000000000037,121.99999999999989,69.9999999999923,-944.9999999999958,-257.99999999999557,-489.0000000000061,-483.0000000000112,137.00000000000045,-497.000000000003,-309.99999999999915,,-7257.000000000035
2019.07.01,523.0000000000068,-863.9999999999981,-632.9999999999947,-641.9999999999982,-516.0000000000053,-968.9999999999976,-806.0000000000116,-669.0000000000085,-322.00000000000006,192.00000000000327,14.999999999987246,-920.9999999999941,-313.0000000000024,-517.0000000000119,-369.0000000000193,115.99999999999966,-491.99999999999244,-324.9999999999975,,-7512.000000000035
2019.07.01,497.0000000000141,-852.0000000000083,-631.9999999999882,-628.0000000000064,-502.00000000000244,-963.0000000000027,-786.0000000000014,-657.0000000000076,-318.00000000000716,185.00000000000182,-3.0000000000196536,-940.9999999999918,-307.9999999999927,-558.0000000000141,-335.00000000001864,114.99999999999488,-483.99999999999557,-316.0000000000052,,-7486.000000000052
2019.07.01,480.99999999999807,-852.0000000000083,-595.9999999999966,-633.0000000000058,-487.0000000000041,-939.0000000000009,-740.9999999999997,-661.0000000000005,-328.0000000000061,189.00000000000583,68.99999999998573,-939.9999999999853,-301.9999999999925,-558.9999999999984,-344.00000000001097,141.9999999999959,-490.999999999997,-317.0000000000006,,-7309.000000000024
2019.07.01,519.0000000000028,-825.0000000000091,-590.999999999986,-629.0000000000018,-487.0000000000041,-898.9999999999832,-739.0000000000043,-639.0000000000007,-309.99999999999915,195.00000000000074,61.99999999998429,-889.9999999999908,-299.99999999999716,-517.0000000000119,-341.00000000001353,128.99999999999068,-459.99999999999375,-300.99999999999574,,-7023.000000000012
2019.07.01,497.0000000000141,-809.9999999999997,-534.9999999999966,-597.0000000000031,-443.99999999999994,-939.9999999999853,-764.00000000001,-657.0000000000076,-329.00000000000153,197.99999999999818,54.99999999998284,-862.0000000000072,-295.0000000000017,-520.9999999999936,-282.0000000000045,144.99999999999602,-453.99999999999886,-280.00000000000244,,-6875.000000000022
2019.07.01,560.0000000000049,-825.9999999999934,-548.9999999999995,-596.0000000000076,-439.0000000000005,-917.9999999999966,-794.0000000000111,-669.0000000000085,-345.0000000000064,187.00000000000384,113.99999999999189,-815.9999999999945,-305.9999999999974,-557.0000000000075,-276.00000000000955,132.99999999999557,-442.9999999999934,-278.9999999999959,,-6819.0000000000255
2019.07.01,556.0000000000009,-844.0000000000003,-529.999999999986,-578.0000000000007,-443.99999999999994,-913.9999999999926,-771.0000000000008,-668.0000000000019,-348.9999999999993,207.00000000000162,144.99999999999514,-756.0000000000011,-314.9999999999977,-574.0000000000078,-204.00000000000418,152.00000000000102,-436.00000000000307,-290.00000000000136,,-6612.999999999998
2019.07.02,497.0000000000141,-822.9999999999959,-541.9999999999981,-568.0000000000018,-541.9999999999981,-936.9999999999878,-803.0000000000115,-663.0000000000025,-350.00000000000585,214.99999999999852,67.9999999999792,-743.9999999999891,-304.9999999999926,-556.0000000000009,-182.0000000000155,135.99999999999568,-420.9999999999936,-390.99999999999693,,-6911.000000000004
2019.07.02,523.0000000000068,-815.9999999999945,-524.9999999999977,-562.0000000000069,-473.0000000000012,-922.999999999985,-791.000000000011,-662.000000000007,-328.0000000000061,204.00000000000418,103.99999999999298,-746.0000000000023,-284.9999999999966,-550.000000000006,-218.00000000000708,140.99999999999113,-412.00000000000125,-319.99999999999807,,-6639.0000000000255
2019.07.02,494.00000000001666,-872.0000000000061,-539.999999999985,-583.0000000000002,-492.999999999999,-902.9999999999872,-859.0000000000089,-639.0000000000007,-343.9999999999999,209.9999999999991,78.99999999998464,-836.9999999999989,-509.00000000000034,-628.0000000000064,-225.00000000000853,62.99999999998818,-429.99999999999704,-343.9999999999999,,-7360.00000000001
2019.07.02,468.00000000000176,-862.0000000000072,-496.99999999999187,-551.0000000000015,-436.00000000000307,-916.99999999999,-862.9999999999995,-650.0000000000061,-348.00000000000387,258.0000000000027,86.99999999999264,-801.9999999999916,-506.9999999999908,-624.0000000000023,-155.00000000001623,62.99999999998818,-437.999999999994,-304.9999999999997,,-7079.000000000013
2019.07.02,480.99999999999807,-815.9999999999945,-524.9999999999977,-565.9999999999999,-429.0000000000016,-902.0000000000028,-819.0000000000026,-636.9999999999986,-336.00000000000296,243.99999999999977,49.99999999999449,-838.9999999999898,-429.9999999999926,-567.0000000000064,-209.00000000001472,74.99999999998863,-417.99999999999613,-263.0000000000021,,-6906.000000000022
2019.07.02,483.99999999999557,-815.0000000000101,-544.9999999999955,-575.0000000000033,-458.9999999999983,-915.9999999999835,-802.0000000000067,-626.9999999999998,-311.00000000000574,239.99999999999577,44.99999999998394,-841.0000000000028,-412.9999999999967,-537.9999999999941,-232.00000000000998,80.99999999998886,-422.00000000000017,-292.9999999999988,,-6939.000000000042
2019.07.02,499.000000000005,-841.0000000000028,-564.9999999999933,-582.0000000000048,-490.999999999997,-942.9999999999827,-807.0000000000022,-663.0000000000025,-336.00000000000296,229.99999999999687,53.999999999998494,-834.0000000000014,-384.00000000000034,-548.9999999999995,-217.0000000000005,92.99999999998931,-419.00000000000273,-324.00000000000205,,-7079.0000000000055
2019.07.02,490.0000000000126,-836.9999999999989,-564.9999999999933,-575.0000000000033,-468.00000000000176,-940.9999999999918,-818.000000000012,-635.0000000000077,-316.0000000000052,241.99999999999778,36.999999999998145,-825.9999999999934,-387.999999999991,-541.9999999999981,-206.00000000001728,88.99999999999864,-407.0000000000018,-295.0000000000008,,-6961.00000000001
2019.07.02,503.000000000009,-832.0000000000105,-550.9999999999903,-546.9999999999975,-434.9999999999965,-903.9999999999937,-751.0000000000048,-656.000000000001,-352.00000000000784,234.00000000000088,41.99999999998649,-761.999999999996,-346.00000000000364,-590.0000000000016,-136.00000000000279,137.00000000000045,-378.00000000000057,-275.000000000003,,-6599.000000000015
2019.07.02,514.0000000000144,-848.0000000000043,-502.9999999999868,-497.99999999999847,-429.0000000000016,-903.9999999999937,-742.0000000000044,-669.0000000000085,-347.0000000000084,234.00000000000088,121.99999999999989,-621.9999999999892,-334.0000000000032,-649.999999999995,-37.00000000002035,161.99999999999193,-369.99999999999255,-300.0000000000003,,-6220.999999999999
2019.07.02,519.0000000000028,-873.999999999997,-475.0000000000032,-458.9999999999983,-424.9999999999976,-892.0000000000039,-752.0000000000095,-670.9999999999993,-335.0000000000075,253.0000000000032,154.99999999999403,-509.00000000000387,-381.0000000000002,-668.0000000000019,99.99999999998899,171.99999999999704,-317.9999999999961,-304.00000000000426,,-5864.000000000036
2019.07.02,523.0000000000068,-922.0000000000006,-504.9999999999999,-472.00000000000574,-434.9999999999965,-864.9999999999825,-742.0000000000044,-647.0000000000086,-347.0000000000084,273.9999999999965,145.99999999997948,-512.0000000000014,-432.00000000000216,-696.999999999992,125.99999999998168,159.9999999999966,-307.0000000000017,-283.99999999999534,,-5938.000000000038
2019.07.02,522.0000000000002,-880.0000000000141,-502.9999999999868,-446.9999999999974,-400.9999999999958,-848.0000000000043,-709.0000000000032,-634.0000000000013,-348.00000000000387,256.99999999999613,139.9999999999846,-462.0000000000068,-385.9999999999957,-666.000000000011,145.99999999997948,161.00000000000136,-291.99999999999227,-255.00000000000523,,-5605.000000000056
2019.07.02,534.9999999999966,-876.0000000000101,-509.00000000000387,-462.0000000000068,-395.0000000000009,-841.0000000000028,-719.9999999999989,-624.0000000000023,-367.0000000000062,256.0000000000007,139.9999999999846,-465.0000000000043,-391.9999999999959,-642.9999999999936,124.99999999999733,152.00000000000102,-290.00000000000136,-229.99999999999687,,-5606.000000000043
2019.07.02,564.000000000009,-895.0000000000014,-507.9999999999973,-473.0000000000012,-434.000000000001,-812.999999999997,-763.0000000000052,-626.0000000000043,-341.99999999999784,182.00000000000438,170.99999999998784,-475.99999999998755,-459.99999999999375,-669.9999999999928,113.99999999999189,123.99999999999523,-302.9999999999977,-278.9999999999959,,-5886.999999999985
2019.07.02,565.9999999999999,-890.000000000013,-543.0000000000045,-645.0000000000067,-497.99999999999847,-776.9999999999833,-756.0000000000002,-645.0000000000067,-367.0000000000062,178.00000000000037,251.99999999998556,-712.9999999999859,-447.9999999999933,-670.9999999999993,-228.00000000000597,105.99999999999454,-507.0000000000019,-336.9999999999984,,-6923.000000000025
2019.07.02,560.0000000000049,-791.0000000000084,-441.0000000000025,-391.000000000008,-411.0000000000058,-777.9999999999898,-758.0000000000098,-645.0000000000067,-318.00000000000716,148.99999999999915,261.9999999999845,-279.99999999999136,-376.99999999999534,-617.0000000000009,161.99999999999548,137.00000000000045,-264.999999999993,-306.00000000000625,,-5108.000000000041
2019.07.02,544.0000000000111,-804.0000000000047,-441.0000000000025,-431.0000000000036,-453.0000000000034,-807.0000000000022,-769.0000000000055,-655.0000000000056,-309.99999999999915,158.0000000000026,258.99999999998704,-387.000000000004,-391.9999999999959,-625.9999999999932,57.99999999998029,143.00000000000068,-312.9999999999966,-360.0000000000048,,-5586.000000000038
2019.07.02,492.0000000000035,-802.9999999999982,-428.00000000000614,-461.0000000000003,-480.0000000000027,-959.9999999999831,-829.0000000000077,-766.0,-319.99999999999807,165.00000000000404,258.99999999998704,-517.9999999999962,-361.99999999999477,-666.9999999999953,-31.000000000003247,164.99999999999204,-383.99999999999545,-441.99999999999795,,-6369.999999999994
2019.07.02,495.000000000001,-775.0000000000146,-373.00000000000114,-396.00000000000745,-502.9999999999979,-1010.9999999999841,-858.0000000000041,-791.0000000000084,-329.00000000000153,145.00000000000622,276.9999999999939,-354.9999999999942,-331.99999999999363,-714.999999999999,93.99999999999409,222.99999999999898,-307.0000000000017,-485.0000000000021,,-5996.0000000000155
2019.07.02,558.9999999999984,-763.0000000000026,-324.9999999999975,-375.9999999999986,-546.9999999999975,-909.9999999999886,-853.9999999999992,-795.0000000000013,-311.00000000000574,2.999999999997449,405.9999999999952,-170.99999999998784,-365.99999999999966,-703.9999999999935,109.99999999998789,178.99999999998784,-308.9999999999926,-565.0000000000044,,-5739.000000000002
2019.07.02,659.0000000000095,-817.000000000001,-371.99999999999454,-380.00000000000256,-578.9999999999961,-797.9999999999876,-1003.0000000000001,-804.0000000000047,-253.0000000000032,17.000000000000348,532.9999999999835,-32.999999999994145,-500.0,-730.9999999999927,146.99999999998602,123.99999999999523,-297.00000000000284,-572.0000000000058,,-5659.00000000001
2019.07.02,661.0000000000005,-800.0000000000007,-441.0000000000025,-423.0000000000067,-599.0000000000051,-783.9999999999848,-1003.0000000000001,-731.9999999999993,-225.00000000000853,36.999999999998145,425.99999999999307,-156.00000000000057,-515.0000000000006,-683.9999999999957,64.99999999998174,51.9999999999925,-285.9999999999974,-550.000000000006,,-5957.000000000041
2019.07.02,714.0000000000147,-781.0000000000094,-489.0000000000061,-431.0000000000036,-590.999999999997,-774.9999999999924,-1022.0000000000056,-731.0000000000039,-257.0000000000072,-20.999999999993246,430.9999999999814,-153.9999999999875,-503.0000000000001,-573.0000000000013,50.99999999997884,12.999999999991019,-293.99999999999426,-526.0000000000042,,-5939.000000000041
2019.07.02,765.0000000000157,-780.000000000003,-473.99999999999665,-387.000000000004,-553.999999999999,-742.9999999999826,-1044.0000000000111,-762.0000000000072,-282.0000000000045,-75.9999999999983,497.99999999999847,42.999999999993044,-493.9999999999998,-568.000000000013,122.99999999998423,33.999999999991815,-230.99999999999233,-478.0000000000006,,-5410.000000000029
2019.07.02,660.0000000000161,-748.9999999999997,-472.9999999999901,-426.9999999999996,-575.9999999999987,-741.9999999999982,-1005.0000000000097,-763.0000000000026,-268.0000000000016,-161.99999999999548,417.99999999998505,76.99999999999375,-420.0000000000017,-558.0000000000141,-46.0000000000127,36.000000000001364,-286.99999999999284,-506.0000000000064,,-5791.000000000026
2019.07.02,723.0000000000069,-697.9999999999986,-449.9999999999948,-316.0000000000052,-517.9999999999962,-773.0000000000015,-1016.0000000000053,-813.0000000000082,-335.0000000000075,-132.99999999999423,474.999999999981,180.0000000000024,-355.99999999999454,-561.9999999999958,88.99999999998354,74.99999999998863,-187.9999999999993,-465.0000000000043,,-5081.000000000044
2019.07.02,660.0000000000161,-707.0000000000132,-394.00000000000546,-311.00000000000574,-536.0000000000032,-856.9999999999967,-1024.000000000001,-801.0000000000073,-317.0000000000006,-65.00000000000395,469.99999999999267,121.99999999999989,-385.9999999999957,-561.9999999999958,160.99999999998892,104.99999999998977,-190.00000000000128,-504.00000000000443,,-5136.0000000000455
2019.07.02,639.0000000000118,-707.0000000000132,-446.9999999999974,-301.0000000000068,-570.9999999999993,-890.9999999999974,-1013.0000000000052,-797.9999999999987,-309.99999999999915,-0.999999999995449,421.99999999998903,134.00000000001188,-375.99999999999056,-581.0000000000093,231.99999999998778,82.99999999999841,-169.99999999999238,-507.9999999999973,,-5164.000000000004
2019.07.02,641.0000000000027,-720.0000000000095,-429.99999999999704,-296.0000000000074,-556.9999999999964,-917.9999999999966,-1008.0000000000098,-814.9999999999991,-291.0000000000079,4.000000000004,405.9999999999952,87.99999999999919,-366.9999999999902,-592.9999999999991,227.99999999998377,108.99999999999466,-173.00000000000094,-526.0000000000042,,-5218.00000000004
2019.07.02,591.0000000000082,-712.0000000000015,-387.99999999998835,-282.0000000000045,-538.0000000000051,-946.0000000000024,-1028.000000000006,-833.0000000000059,-313.00000000000773,26.999999999999247,393.99999999998323,97.9999999999981,-375.0,-597.0000000000031,264.9999999999819,111.99999999999477,-178.00000000000037,-536.0000000000032,,-5239.000000000062
