date,USDCHF,GBPUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2015.04.06,-92.00000000000318,-78.00000000000028,-102.99999999999443,-11.00000000000545,-30.0000000000189,0.0,-41.00000000001103,0.0,0.0,-75.9999999999983,-401.99999999999125,-261.0000000000001,-27.999999999983594,-851.0000000000017,-348.00000000000387,0.0,,-2321.000000000012
2015.04.06,-100.99999999999554,-59.000000000009045,-96.9999999999942,-57.00000000000705,-2.0000000000131024,160.00000000000458,-17.000000000010118,204.99999999999963,148.0000000000037,-73.00000000000084,-337.0000000000095,-171.00000000001003,-93.99999999999409,-910.9999999999951,-285.00000000000193,275.000000000003,,-1416.0000000000298
2015.04.06,-85.99999999999719,-87.99999999999919,-94.99999999999886,-152.00000000000767,26.999999999999247,191.99999999999218,-24.00000000000091,136.99999999999824,119.00000000000244,70.99999999999883,-322.00000000000006,-391.000000000008,-246.99999999999721,-913.0000000000083,-125.00000000000844,112.000000000001,,-1785.0000000000339
2015.04.06,-24.000000000001798,-31.000000000003247,-70.99999999999795,-101.00000000000664,96.99999999999153,296.9999999999917,-88.00000000000807,154.99999999999403,131.99999999999878,188.9999999999947,45.99999999999049,-439.0000000000116,-322.9999999999844,-714.999999999999,185.99999999999727,99.99999999998899,,-590.0000000000653
2015.04.06,-97.00000000000264,-150.00000000000568,-141.9999999999959,-48.000000000003595,58.000000000002494,314.99999999999864,-140.00000000000057,139.00000000000023,168.99999999999693,217.99999999999596,86.0000000000083,-326.0000000000041,-234.00000000000088,-720.9999999999939,239.99999999999577,52.000000000007596,,-581.0000000000013
2015.04.06,-32.999999999994145,-119.00000000000244,-136.99999999998624,23.999999999990695,142.99999999998204,346.0000000000019,-47.000000000011255,196.99999999999162,243.99999999999977,343.9999999999999,68.00000000000139,-204.00000000000418,-139.00000000000023,-497.0000000000141,329.999999999997,69.00000000000794,,588.9999999999595
2015.04.06,82.99999999999974,-48.000000000003595,-120.99999999999511,25.999999999992696,217.0000000000005,324.9999999999975,-2.0000000000095497,298.9999999999937,338.00000000000495,422.00000000000017,-65.99999999998829,-168.0000000000126,-4.999999999988347,-361.9999999999957,339.0000000000004,48.99999999998794,,1325.9999999999845
2015.04.06,39.00000000000014,-24.000000000001798,-49.99999999999716,-4.000000000004,180.99999999998673,265.99999999998846,-94.0000000000083,315.9999999999941,312.9999999999966,414.00000000000324,-136.00000000000279,-168.0000000000126,80.00000000001339,-263.00000000001324,254.99999999999412,49.99999999999449,,1174.9999999999316
2015.04.06,111.00000000000554,21.999999999988695,79.00000000000773,-236.00000000000287,218.99999999999142,282.0000000000045,-138.00000000000523,326.9999999999995,148.0000000000037,287.0000000000039,-174.99999999999181,-577.0000000000052,-261.0000000000001,-522.0000000000002,118.99999999999133,28.000000000005798,,-287.0000000000034
2015.04.06,151.00000000000114,51.000000000001044,138.00000000000523,-184.00000000000637,261.9999999999845,304.9999999999997,-97.99999999999898,347.9999999999928,187.9999999999993,305.99999999999517,-143.99999999998857,-510.00000000001046,-200.99999999998454,-534.0000000000123,108.99999999999244,18.999999999991246,,205.9999999999614
2015.04.06,136.00000000000279,7.999999999985796,169.00000000001114,-262.00000000000665,254.999999999983,261.9999999999845,-145.00000000001023,329.00000000000153,112.000000000001,258.0000000000027,-137.00000000000932,-826.0000000000156,-308.9999999999815,-550.000000000006,58.99999999999794,-22.999999999995246,,-664.0000000000543
2015.04.06,118.00000000000699,-42.0000000000087,138.00000000000523,-199.00000000000472,303.9999999999932,252.99999999999213,-151.00000000001046,331.999999999999,151.00000000000114,309.0000000000037,-62.99999999999084,-733.0000000000059,-225.99999999999287,-442.9999999999934,106.99999999999044,-25.999999999992696,,-171.00000000000787
