date,nextweek_NZDCHF,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD
2015.03.22,-8,-12,-20,2,-24,3,-3,-2,-25,-20,18,-16,-12,-8,12,-30,-8,-5,-6,8,8,3,-18,-6,-12,-1,2,-3
2015.03.15,-8,-25,20,36,-30,-20,16,20,-15,5,30,-12,-12,1,20,12,-8,-8,36,30,30,-1,18,18,18,-2,12,-16
2015.03.08,1,20,-15,-24,24,20,-12,-9,-1,-16,-18,12,9,8,-20,-12,-8,-5,-18,-15,-15,-18,-12,-18,5,2,3,-6
2015.03.01,8,36,-36,-24,24,8,-8,-15,16,6,-30,30,20,12,-4,-30,-20,-15,-24,-15,-15,-6,-6,-6,-18,-4,-12,16
2015.02.22,12,16,9,-30,12,-4,-4,2,20,-6,-30,16,9,16,-24,18,6,20,-36,-20,-15,-18,6,-8,12,-9,2,-8
2015.02.15,16,15,-2,-6,24,8,9,15,12,9,-18,4,20,24,2,12,8,-15,6,6,-12,-24,-6,18,36,20,20,2
2015.02.08,24,6,20,16,-6,-4,-2,12,15,12,-6,8,2,16,-4,18,6,15,18,3,8,-6,12,-12,24,-8,12,-16
2015.02.01,16,-4,12,-1,36,-20,2,12,8,-1,30,12,2,12,-3,24,-12,4,36,-15,-3,-10,36,12,24,-12,1,-12
2015.01.25,12,30,15,16,-6,20,-8,-15,30,36,-24,20,30,16,9,24,36,24,18,30,30,36,-18,-6,-18,9,-3,20
2015.01.18,16,15,-12,-18,18,30,-25,-30,10,-4,-12,-8,-10,-10,-15,-6,24,30,-18,15,16,30,-18,-24,-24,-2,-3,8
2014.12.28,-10,16,-15,-20,6,15,-2,-3,-1,2,-18,-1,15,15,1,-24,-6,-25,-18,-3,-25,-20,-24,-6,-6,20,15,2
2014.12.21,15,4,-9,-6,24,6,-4,1,-5,-2,24,1,1,4,6,18,-6,-4,24,-2,-2,-8,24,18,12,-2,2,-6
2014.12.14,4,20,-12,-15,6,3,-16,-2,15,4,-24,10,6,12,-8,6,-4,12,-30,-10,-3,-10,6,-24,6,-8,-1,-8
2014.12.07,12,-12,20,20,-30,16,-6,8,-3,6,-24,-20,-20,-4,6,-24,36,25,-24,36,30,9,-36,-30,-36,9,15,-15
2014.11.30,-4,12,-3,-20,18,1,-15,-8,20,-2,12,24,-6,-1,-15,24,-6,20,12,-30,3,1,24,12,18,-25,-12,-9
2014.11.23,-1,-18,5,24,12,30,-25,-9,-16,2,36,-30,-30,-16,15,30,30,36,30,36,36,30,-18,-30,6,-10,8,-16
2014.11.16,-16,8,-2,-8,18,-6,-16,-9,8,-1,-6,8,1,2,-6,18,-8,30,-6,-10,-6,-3,18,-6,12,-16,-12,-10
2014.11.09,2,-6,-20,6,18,-3,12,12,-15,-2,24,-4,15,20,12,24,-15,-24,24,4,-20,-25,18,36,36,20,24,-9
2014.11.02,20,2,-12,-9,24,15,-24,-4,-6,-12,18,-8,-24,-3,2,24,-2,24,18,3,24,-2,18,6,18,-8,3,-16
2014.10.26,-3,8,-8,-8,24,2,-1,-3,8,-2,24,9,12,4,-6,30,-9,-12,24,-12,-15,-6,24,24,24,1,-6,8
2014.10.19,4,6,-2,-8,12,-12,4,-8,9,-5,6,9,9,-3,-9,12,-12,-12,6,-12,-16,3,18,24,-12,-2,-8,12
2014.10.12,-3,-24,2,24,-36,15,12,20,-24,-3,6,-24,-4,2,18,-36,15,-12,6,30,4,-6,-36,6,12,16,25,-9
2014.10.05,2,-24,24,24,-36,-15,5,12,-12,-2,-18,-9,-8,-4,5,-36,6,4,-18,9,8,6,-24,-18,-12,-3,3,-3
2014.09.28,-4,16,-20,-20,6,8,-8,-12,-1,6,-24,9,6,2,4,-24,-8,-8,-18,-9,-6,-2,-18,-18,-36,-1,-6,8
2014.09.21,2,8,-3,-12,6,20,-25,-25,20,-1,-18,-18,-18,-30,-12,-6,25,25,-18,24,24,36,-24,-36,-36,-2,-15,20
2014.09.14,-30,9,3,-16,24,-24,-4,-2,12,-6,24,30,-1,3,-16,18,-15,15,18,-30,-3,-12,36,18,24,-25,-25,-8
2014.09.07,3,6,3,1,30,30,-36,-20,8,10,30,-16,-25,-16,-2,24,30,30,30,30,36,20,24,-30,36,-25,-2,-30
2014.08.31,-16,20,-20,-20,36,2,6,-6,-6,-1,-6,12,15,6,3,-12,-25,-24,-6,-15,-15,-10,36,36,30,9,-6,12
2014.08.24,6,1,15,-9,-30,-16,12,2,9,-18,-12,9,6,1,-15,6,-12,-1,-24,-20,-16,-8,12,12,-18,-9,-12,10
2014.08.17,1,20,-16,-24,30,12,-3,-20,6,-1,18,15,20,1,-3,18,-8,-30,18,-20,-20,-2,36,30,12,12,-15,20
2014.08.10,1,-2,-8,-5,24,-18,6,1,-4,-15,18,12,4,-1,2,-6,-25,-15,12,-24,-15,-9,30,24,18,-8,-8,6
2014.08.03,-1,-1,-3,-6,-18,12,-4,-12,-3,-6,-30,-6,-2,-6,1,-18,3,-1,-30,3,2,6,-30,-24,-24,2,-2,10
2014.07.27,-6,4,-16,-4,36,16,-16,-15,-16,4,30,-12,-16,-18,15,-6,2,-1,36,16,16,18,-6,-6,12,-2,4,-6
2014.07.20,-18,15,-16,-16,24,9,-1,-16,3,-1,-18,-1,9,-6,-3,-12,2,-16,-18,-4,-12,12,-6,18,-24,9,-16,16
2014.07.13,-6,9,-6,-12,8,3,1,-20,9,5,-18,9,9,-12,-4,-6,-3,-3,-18,-12,-12,16,-10,6,-24,2,-16,24
2014.07.06,-12,-6,-18,3,-24,12,8,9,-12,-6,-30,-16,2,6,10,-36,8,-20,-30,16,-4,-12,-36,-18,12,16,16,-9
2014.06.29,6,2,16,-6,24,-2,-6,-12,20,-3,18,4,-6,-4,-16,24,24,30,18,-6,4,-1,24,-5,12,-6,-12,-2
2014.06.22,-4,-9,1,9,-24,-24,9,9,-12,-3,-18,6,-1,4,8,-30,-24,-20,-24,-12,-4,-6,18,-6,6,-2,-2,-4
2014.06.15,4,-12,4,12,12,-12,-3,4,-12,-4,18,2,-18,-4,3,18,-12,12,12,-6,20,4,18,-30,18,-24,-6,-15
2014.06.08,-4,12,12,-16,-30,-12,18,20,30,-2,-36,24,24,30,-24,6,3,3,-30,-25,-30,-36,18,12,24,-2,12,-16
2014.06.01,30,-1,4,1,30,24,2,1,3,-2,24,-16,2,-3,-4,30,25,-1,30,20,-4,-1,-18,18,18,12,16,2
2014.05.25,-3,-1,-12,2,-18,-6,12,-9,-16,-1,-18,4,15,-9,12,-24,-24,-30,-18,-8,-16,12,6,12,-18,9,-12,20
2014.05.18,-9,6,4,-9,6,-1,-24,-16,12,-1,4,2,-24,-12,-9,12,5,30,-18,-3,24,12,6,-36,-24,-24,-12,-18
2014.05.11,-12,15,-6,-12,-12,-4,2,4,9,8,-12,16,12,15,-6,-12,-12,-6,-12,-12,-12,-16,-5,-6,-6,-2,-2,-3
2014.05.04,15,8,-2,-8,-36,-20,9,-3,12,3,-24,20,16,2,-9,-18,-20,-15,-18,-25,-20,-3,18,12,-12,1,-12,12
2014.04.27,2,-2,12,2,30,-18,1,6,3,-1,18,3,-2,6,-2,24,-9,9,18,-12,4,-4,30,24,18,-9,2,-12
2014.04.20,6,-1,-2,2,-12,2,-6,3,-2,-1,-6,-4,-6,-1,1,-12,6,16,-12,4,8,1,-12,-12,-6,-6,6,-16
2014.04.13,-1,18,6,-15,24,6,-9,-20,20,12,-5,6,2,-9,-15,18,12,15,12,1,2,12,18,12,-18,-4,-12,12
2014.04.06,-9,-30,24,30,-36,-4,16,24,-16,-18,6,-20,-9,-9,4,-24,30,-2,-24,25,1,2,-30,-18,-18,12,20,-2
2014.03.30,-9,6,-9,-6,30,-12,6,-9,1,6,-6,12,12,-4,4,-6,-20,-20,-3,-15,-8,12,36,18,-6,-4,-12,16
2014.03.23,-4,6,20,-6,12,-25,16,16,20,10,6,20,20,16,-16,30,-12,-12,6,-20,-20,-20,36,24,36,3,-2,4
2014.03.16,16,20,-16,-12,36,12,12,4,6,15,-12,2,24,24,2,-3,4,-30,18,6,-30,-24,-6,36,36,30,20,9
2014.03.09,24,-9,-12,6,-24,2,-6,12,-30,-12,-24,-12,-18,-8,15,-30,-9,-4,-24,6,15,-12,-24,-30,-12,-3,12,-20
2014.03.02,-8,-1,-6,8,30,1,20,20,-2,18,18,-1,24,18,9,18,1,-30,24,4,-25,-20,24,30,30,20,12,12
2014.02.23,18,-6,12,3,-30,-6,-3,20,-2,-9,-15,-6,-8,5,-3,-18,9,15,-30,2,8,-20,-12,-12,18,-8,18,-25
2014.02.16,5,-8,-12,8,18,12,-9,-16,-20,-4,24,-16,-16,-20,16,-6,4,2,24,20,16,25,-6,-12,-12,4,1,3
2014.02.09,-20,-6,30,6,-30,-6,9,16,15,-4,-18,-1,3,3,-12,12,20,10,-18,-2,-9,-12,-12,12,12,6,9,-4
2014.02.02,3,-16,-6,24,6,-20,20,15,-20,2,12,-2,12,8,24,6,-16,-30,12,4,-15,-15,12,12,12,16,12,-2
2014.01.26,8,20,-3,-20,-6,12,15,-15,20,-1,-12,6,20,-3,-24,-6,8,-25,-12,-8,-30,3,-12,36,-12,20,-4,30
2014.01.19,-3,-20,15,20,-24,16,-8,-2,-10,-12,-6,-20,-15,-15,3,-12,25,15,-12,25,18,10,-24,-18,-12,-1,12,-6
2014.01.12,-15,9,-15,-16,6,6,-15,-3,3,-1,-24,4,-8,12,-3,-30,1,12,-18,-3,10,-24,-12,-24,-6,-15,6,-30
2014.01.05,12,-2,6,6,-18,25,3,2,6,12,-36,-25,2,3,1,-12,24,3,-12,30,-1,2,-36,-18,-12,30,25,1
2013.12.29,3,12,-3,-15,-30,-12,20,16,15,12,-30,25,30,30,-9,-18,-20,-15,-30,-20,-36,-30,12,18,18,4,6,-6
2013.12.22,30,-15,24,15,24,6,-6,-12,6,2,30,-16,-16,-24,-6,36,15,20,36,20,20,30,30,36,18,-3,-3,4
2013.12.15,-24,6,6,-6,18,12,-8,-12,8,4,18,2,2,-6,-9,12,16,24,12,-1,-2,6,6,6,-6,-1,-2,3
2013.12.08,-6,-8,-3,8,6,-9,-12,-6,-8,-2,18,1,-25,-9,6,-6,-8,30,18,-3,25,9,18,-30,-24,-25,-12,-15
2013.12.01,-9,-12,-4,8,12,6,-3,16,-15,-16,30,-16,-12,-2,12,6,3,5,18,16,12,-8,6,6,18,-2,24,-25
2013.11.24,-2,-1,8,4,30,24,-9,-6,12,12,18,-12,-6,-4,-6,24,15,15,30,16,12,8,18,12,24,1,3,-3
2013.11.17,-4,-8,8,3,12,12,-15,-12,-6,-18,18,-16,-20,-20,-2,18,20,18,12,15,24,24,6,-18,-24,-8,-12,-3
2013.11.10,-20,-15,4,20,24,-6,-5,6,-5,8,30,-8,-20,1,12,18,6,16,30,15,24,-1,24,12,24,-18,3,-24
2013.11.03,1,16,20,-12,6,9,-6,-1,30,2,-24,6,12,18,-24,18,30,15,-18,-9,-18,-30,-18,-6,30,-1,12,-12
2013.10.27,18,30,-20,-36,36,-2,-16,-2,12,-2,-18,30,6,20,-6,-12,-25,-1,-18,-36,-8,-24,24,-12,18,-20,-6,-24
2013.10.20,20,-16,-1,16,-12,20,-8,-15,-20,-6,24,-25,-20,-25,15,-12,20,12,18,30,25,30,-18,-12,-18,9,-12,20
2013.10.13,-25,-8,15,8,-6,-9,30,30,12,3,12,-1,24,24,-8,36,6,-30,12,2,-30,-30,18,36,36,30,24,4
2013.10.06,24,6,-6,-4,12,18,4,-3,2,6,12,-5,6,2,2,12,6,-8,18,12,-8,-2,6,18,12,16,6,10
2013.09.29,2,1,-8,18,-6,-4,16,6,-12,12,-6,2,12,3,16,-12,-10,-24,18,15,-12,-1,8,24,12,16,4,12
2013.09.22,3,-6,12,-3,-30,-2,-3,-12,15,-9,-36,-4,-8,-12,-18,-18,8,15,-36,-3,3,12,-24,-18,-30,-6,-16,6
2013.09.15,-12,-16,12,16,6,-4,9,12,-15,-9,30,-8,-8,3,9,36,3,-12,30,12,8,-8,30,30,24,-2,12,-12
2013.09.08,3,-20,30,24,-6,-12,12,16,12,-1,18,-2,-2,9,-9,24,15,15,24,9,6,-8,30,15,18,-1,12,-12
2013.09.01,9,18,20,-8,36,-16,30,25,30,18,18,30,30,25,-20,36,-8,-36,36,-25,-36,-30,30,36,30,24,16,-2
2013.08.25,25,12,-16,-25,-24,2,-12,-8,3,-4,-24,9,-9,-2,-6,-30,-9,25,-24,-16,6,-4,-24,-30,-18,-16,-6,-9
2013.08.18,-2,-9,-6,9,18,25,-20,-20,-12,-6,24,-25,-20,-24,9,18,25,20,18,25,20,24,-12,-24,-18,-6,-15,20
2013.08.11,-24,18,8,-3,24,12,1,6,30,18,18,3,12,20,-15,30,25,16,24,6,-1,-15,24,24,24,4,12,-16
2013.08.04,20,-9,15,9,-36,-8,20,25,8,-6,-36,2,20,25,-12,-36,15,-10,-36,-3,-24,-30,-36,6,12,20,25,-8
2013.07.28,25,2,-20,1,18,12,-30,-25,-20,3,12,-8,-36,-25,15,6,3,36,12,12,36,36,-6,-36,-36,-30,-25,-20
2013.07.21,-25,-24,24,24,-30,-24,12,30,-8,-6,-12,-6,-6,9,4,-18,-4,-3,-18,4,2,-15,-18,-18,-6,1,12,-16
2013.07.14,9,-6,12,6,18,-2,16,12,6,2,30,-6,10,15,-3,30,12,-5,24,12,-12,-20,18,30,30,15,12,-4
2013.07.07,15,-15,20,20,-30,-30,-1,18,-3,-1,-24,-2,-5,-4,4,-12,-6,10,-18,2,10,4,-18,-12,-6,-10,-4,-20
2013.06.30,-4,30,-18,-15,36,6,-3,-2,-2,12,-6,20,12,24,6,-6,-15,-10,18,-12,-8,-30,36,24,36,-2,6,-12
2013.06.23,24,12,-15,-12,12,4,-8,-2,-2,2,6,6,-1,6,4,-12,-8,-9,6,-6,3,-8,6,10,12,-3,3,-8
2013.06.16,6,12,-25,-15,36,25,-24,-20,-12,-6,36,-12,-15,-15,4,36,8,15,36,16,15,24,36,12,-5,-16,-16,1
2013.06.09,-15,-20,25,20,-18,-9,15,20,-9,-9,-12,-12,1,6,3,-18,12,-8,-12,16,-3,-10,-18,-12,-12,12,20,-20
2013.06.02,6,-20,36,25,-36,-25,-4,-3,-2,-9,-18,-9,-20,-15,-12,-24,20,24,-24,4,18,18,-24,-24,-24,-15,-15,-12
2013.05.26,-15,-3,3,6,-6,12,-12,-15,-3,-2,-6,-8,-8,-10,-1,-6,25,15,-6,24,15,24,-12,-12,-18,-2,-8,8
2013.05.19,-10,-4,-6,16,-12,9,-8,-1,-20,-2,-24,-12,-15,-4,20,-24,-6,4,-6,20,20,8,-24,-18,-12,-6,4,-16
2013.05.12,-4,12,-20,-12,18,20,-30,-25,2,6,-10,-2,-16,-12,3,6,6,25,6,9,30,15,-18,-30,-24,-20,-12,-4
2013.05.05,-12,25,-20,-12,24,4,-30,-25,16,25,6,30,-18,-12,6,12,-20,25,18,-16,30,30,24,-36,-24,-30,-25,-2
2013.04.28,-12,-15,16,12,12,-24,4,9,-3,-4,18,1,-8,-3,-1,18,-12,4,18,-9,3,-1,24,12,12,-9,-4,-8
2013.04.21,-3,24,20,-12,-36,-12,2,12,36,24,-30,30,16,20,-30,-12,20,20,-30,-20,-9,-20,-24,-24,-12,-12,-1,-20
2013.04.14,20,3,-12,-6,6,24,-25,-24,-2,4,6,-15,-16,-20,6,6,15,30,6,24,25,30,6,-24,-30,-16,-15,-3
2013.04.07,-20,-9,1,16,30,-4,20,30,-12,5,36,-4,15,24,12,30,-9,-15,30,12,-12,-25,36,36,36,20,24,-16
2013.03.31,24,-16,8,15,18,2,-2,15,-16,-6,24,-16,-15,-6,12,18,8,10,18,15,15,8,18,18,18,-1,12,-20
2013.03.24,-6,9,-8,-12,-18,-18,-2,3,8,-6,-18,12,9,12,-12,-18,-20,-15,-18,-20,-12,-15,12,-18,-18,-16,-10,-6
2013.03.17,12,-2,8,6,-6,3,16,16,6,8,-6,-6,12,16,-1,12,16,-3,12,16,-6,-12,-6,18,24,24,20,-8
2013.03.10,16,-12,15,8,-12,-20,30,9,-2,-20,18,-3,18,-6,-6,12,6,-16,-6,-6,-30,-9,18,36,-5,24,-1,16
2013.03.03,-6,16,-4,-1,24,2,4,-1,8,16,24,12,12,9,6,30,-3,-10,24,2,-6,1,24,18,24,6,-1,6
2013.02.24,9,8,-6,-10,-36,18,-12,-12,8,-3,-24,6,2,-4,-6,-30,12,15,-24,-8,-6,-2,-36,-36,-30,-6,-6,6
2013.02.17,-4,9,-36,-12,-18,20,4,-9,-20,-6,-24,-9,24,-2,20,-30,-12,-36,-24,3,-20,-4,-24,-18,-24,25,9,16
2013.02.10,-2,9,-30,-1,24,4,-2,12,-25,15,18,2,4,12,24,-12,-20,-20,18,6,-1,-15,24,24,24,4,16,-16
2013.02.03,12,16,8,-30,-6,9,-16,-24,15,-24,-12,6,-3,-6,-30,18,20,25,-18,-30,-12,-8,-6,-18,-12,-9,-15,4
2013.01.27,-6,-25,-8,20,18,-12,-1,8,-36,-16,24,-24,-25,-20,24,12,-20,-3,18,6,15,6,24,18,18,-16,1,-12
2013.01.20,-20,-24,-9,12,6,20,-6,3,-30,2,12,-30,-20,-9,16,6,16,3,6,30,15,8,-36,6,6,18,16,-12
2013.01.13,-9,25,-25,-9,6,12,-2,-1,15,30,-30,24,25,30,16,-30,-12,-15,6,6,-3,-9,6,6,6,12,9,-9
2013.01.06,30,-12,6,20,6,-2,6,6,-12,24,12,-12,-8,-3,16,6,6,-3,12,20,15,10,12,12,12,3,8,-8
2012.12.30,-3,12,-4,-12,36,-16,20,24,16,3,36,30,30,30,-12,36,-15,-15,36,-30,-30,-36,36,36,36,4,6,-9
2012.12.23,30,-6,-2,8,36,4,-8,-18,-15,-1,36,-9,-18,-18,10,36,3,9,36,9,18,24,36,30,24,-5,-6,2
2012.12.16,-18,-3,-1,3,6,9,-30,-30,-2,-2,12,-12,-30,-30,1,18,24,25,12,12,30,36,-18,-36,-36,-24,-30,20
2012.12.09,-30,-30,16,30,18,-3,9,24,-15,-1,30,-30,-20,-4,20,24,16,4,24,30,24,9,18,18,24,9,24,-24
2012.12.02,-4,9,4,-3,6,-9,9,16,16,12,-18,16,12,20,-6,12,-3,-3,-12,-8,-8,-24,12,12,24,-1,9,-20
2012.11.25,20,-1,-2,1,6,2,-6,-9,-1,2,6,-4,-4,-9,2,4,2,4,6,4,6,9,-10,-18,-24,-2,-6,2
2012.11.18,-9,-30,24,30,24,-24,20,16,-20,-2,30,-12,-12,-4,12,24,1,-1,30,12,12,6,36,30,30,1,4,-9
2012.10.28,-4,3,-3,-8,18,-6,-1,9,1,-10,12,6,4,6,-2,12,-8,-4,12,-8,-9,-15,18,18,18,-6,-1,-12
2012.10.21,6,9,8,-12,30,2,3,6,25,3,-6,9,12,16,-16,30,8,-1,-6,-9,-12,-20,30,30,30,3,8,-6
2012.10.14,16,-9,-3,9,30,16,9,-2,-16,3,24,-20,1,-9,12,18,30,-15,24,20,-2,12,-6,24,18,20,12,12
2012.10.07,-9,12,-18,-18,-24,2,12,-1,-1,-4,-36,5,24,6,-2,-36,-12,-30,-36,-18,-24,-24,-30,12,-18,12,3,12
2012.09.30,6,-12,-4,20,24,-9,-20,-12,-25,8,24,-9,-30,-25,20,24,-12,25,24,12,30,30,36,-18,-6,-30,-16,-15
2012.09.23,-25,18,-12,-24,-36,15,-12,1,8,-8,-36,-2,-1,6,-10,-36,18,6,-36,-6,-6,-8,-24,-36,-30,-1,6,-8
2012.09.16,6,12,2,-16,-6,15,-24,-3,16,-9,-12,1,-8,-2,-16,-6,24,24,-12,-6,-2,-15,-12,-24,-12,-10,9,-24
2012.09.09,-2,-20,20,24,6,-15,20,25,-8,6,18,-8,-1,10,12,18,12,-9,24,15,8,2,12,24,30,12,16,-18
2012.09.02,10,-8,12,15,-6,-8,4,8,-3,24,12,-2,-4,2,12,18,-1,-1,18,8,24,12,24,12,12,-4,3,-8
2012.08.26,2,-9,6,9,-18,-12,-24,-24,-8,-2,12,-2,-24,-24,4,-12,-6,30,12,-1,30,30,18,-30,-36,-30,-24,-1
2012.08.19,-24,-16,20,20,-30,4,-2,10,-12,-4,18,-25,-20,-9,9,-12,25,20,18,25,20,12,-24,-18,-12,4,15,-20
2012.08.12,-9,-6,2,9,30,-4,-20,-15,-6,1,24,-6,-30,-18,2,24,-4,30,30,3,30,20,36,12,18,-30,-15,-12
2012.08.05,-18,9,3,-12,-18,-20,-3,-9,15,-1,-24,20,6,1,-12,-18,-16,9,-24,-25,-12,-2,24,-24,-24,-24,-20,12
2012.07.29,1,-3,-24,4,-15,-4,12,12,-15,3,6,-2,8,8,12,-36,-24,-25,6,3,-8,-12,12,12,12,9,6,-2
2012.07.22,8,-12,8,15,-12,-8,4,4,-24,1,18,-18,-18,-6,18,6,-12,-3,18,18,18,6,6,6,6,1,2,-2
2012.07.15,-6,6,6,-8,-36,-2,16,4,16,-1,-24,8,20,3,-16,-18,12,-8,-24,-8,-20,-10,-24,12,-24,16,1,20
2012.07.08,3,2,8,-2,-18,-6,6,1,12,-3,-18,9,9,1,-9,-10,2,9,-18,-12,-9,-2,6,-12,-24,-2,-9,12
2012.07.01,1,30,-25,-36,-18,2,-6,-3,30,-2,-36,30,30,30,-24,-36,-15,-12,-36,-36,-36,-36,-12,-18,-12,-6,-1,-3
2012.06.24,30,-4,8,4,-30,-4,15,12,-2,5,3,2,16,12,1,-30,-2,-10,5,-2,-16,-16,6,6,6,16,9,6
2012.06.17,12,24,-16,-30,30,9,-6,-2,12,-1,6,20,15,18,-6,12,-6,-6,6,-24,-20,-30,18,18,24,-2,4,-9
2012.06.10,18,5,15,-5,-18,-1,4,8,30,5,-24,4,15,20,-24,6,30,6,-24,-8,-16,-25,-18,-24,6,9,16,-12
2012.06.03,20,-9,16,9,30,-12,15,16,1,-2,30,3,12,12,2,36,-3,-15,30,-4,-15,-15,30,24,24,16,9,6
2012.05.27,12,16,-25,-16,-36,12,-12,-6,-12,-2,-36,-2,-1,10,6,-36,-24,-16,-36,2,-4,-20,-30,-24,-24,2,6,-9
2012.05.20,10,20,-16,-20,30,6,-8,-4,16,-1,-12,24,16,20,-16,-6,-6,-2,-18,-25,-16,-20,12,-6,12,-3,2,-9
2012.05.13,20,18,-20,-20,-12,25,-25,-30,-4,1,-30,-8,-6,-25,3,-30,12,2,-30,8,8,36,-30,-24,-30,6,-20,30
2012.05.06,-25,9,-8,-12,6,12,-8,-12,12,2,-12,4,-6,-6,-8,-12,3,16,-18,-2,6,12,-18,-12,-18,-8,-9,3
2012.04.29,-6,16,-16,-12,-18,24,-30,-30,3,-1,-30,-4,-24,-24,-2,-30,12,36,-30,6,30,36,-30,-36,-36,-12,-16,12
2012.04.22,-24,-3,12,3,-30,-12,4,3,6,-2,-24,12,2,1,-4,-24,-6,-1,-30,-16,-3,-2,-12,-36,-30,-10,-12,6
2012.04.15,1,-12,25,12,12,-9,1,-18,9,-2,18,-3,-16,-20,-9,18,8,30,12,3,16,30,18,6,6,-12,-24,20
2012.04.08,-20,2,-3,-1,-18,4,9,9,-1,5,-18,1,12,9,3,-18,-1,-8,-18,2,-8,-8,-18,-12,-12,12,12,4
2012.04.01,9,24,-12,-25,-24,1,-20,-12,16,-6,-30,24,4,9,-16,-30,-12,15,-30,-25,-8,-15,-24,-36,-36,-24,-12,-12
2012.03.25,9,-6,12,6,12,1,-8,2,4,-1,18,-6,-20,-4,-2,18,12,20,18,6,20,3,18,-12,12,-12,2,-20
2012.03.18,-4,-9,4,12,-18,9,-16,-20,-8,-3,-6,-16,-25,-24,6,-12,16,25,-12,20,25,30,-18,-36,-36,-18,-12,-2
2012.03.11,-24,-2,15,3,18,2,2,3,12,5,18,-3,-6,2,-6,18,15,12,18,6,8,-2,24,12,18,2,3,-9
2012.03.04,2,3,-12,-6,6,4,-24,-15,-20,-6,6,2,-24,-10,8,-36,-4,24,6,-3,24,15,6,-36,-36,-20,-9,-3
2012.02.26,-10,25,-3,-25,6,-12,6,-3,25,4,-36,30,20,16,-20,-24,-15,-9,-36,-30,-20,-20,12,6,-36,-8,-20,16
2012.02.19,16,-30,1,25,18,9,-12,-12,-30,-15,30,-30,-25,-30,24,18,8,12,24,36,25,30,24,6,12,-6,1,-6
2012.02.12,-30,12,3,-16,24,-4,-1,2,12,-4,18,20,18,18,-16,18,-4,2,12,-20,-24,-24,36,24,30,-6,-1,-6
2012.02.05,18,-4,-3,9,36,15,-8,-6,-12,6,24,-16,-12,-16,12,18,12,20,24,20,15,20,24,18,18,3,-1,2
2012.01.29,-16,15,12,-18,-36,-8,8,8,24,1,-36,24,20,20,-24,6,-3,-8,-36,-30,-20,-30,6,6,12,4,6,-9
2012.01.22,20,-30,25,36,-6,-24,20,25,-25,-1,36,-16,-16,-6,24,36,-2,-6,36,25,20,4,30,36,36,2,12,-12
2012.01.15,-6,-25,30,30,12,-20,20,16,-9,5,24,-8,-6,-12,10,30,8,1,36,12,9,16,30,24,24,6,6,2
2011.12.25,-12,6,-16,-16,-36,-6,3,2,-12,-15,-24,6,9,6,-2,-30,-20,-15,-30,-24,-20,-15,-18,-36,-30,2,1,-1
2011.12.18,6,-3,12,3,24,-20,15,8,9,1,30,20,12,8,-6,30,-15,-10,30,-30,-15,-15,36,24,18,-2,-6,3
2011.12.11,8,24,-24,-36,30,25,-30,-24,12,-20,-36,-3,-8,-6,-20,-18,20,30,-36,-24,-9,-8,-30,-36,-30,-15,1,-3
2011.12.04,-6,2,9,-4,-36,-2,-4,-4,15,-1,-24,3,-2,-4,-12,-12,6,20,-24,-9,-2,2,-18,-24,-24,-12,-12,2
2011.11.27,-4,-12,20,16,24,-30,36,30,-3,-3,36,24,30,30,-3,36,-25,-30,36,-30,-36,-36,36,36,36,30,16,8
2011.11.20,30,12,-36,-20,24,30,-30,-30,-24,-20,-12,-18,-24,-20,4,-36,-3,16,-24,-3,24,-2,-24,-36,-36,-24,-4,-20
2011.11.13,-20,25,-30,-30,-18,25,-25,-30,4,1,-30,6,-12,-20,-2,-36,1,20,-36,-6,12,30,-36,-30,-30,-16,-25,30
2011.11.06,-20,24,1,-12,-36,-3,-24,-16,30,24,-36,30,4,-2,-12,-30,-6,30,-36,-24,16,12,-24,-36,-36,-30,-20,-3
2011.10.30,-2,30,-16,-36,36,30,-36,-30,30,-2,30,-1,-9,-9,-30,36,24,36,24,1,8,8,36,18,-5,-18,-15,1
2011.10.23,-9,-20,20,20,-12,-10,36,15,-20,-4,24,-9,8,-3,12,12,-4,-24,18,4,-20,-3,12,30,12,25,3,24
2011.10.16,-3,-4,4,1,-24,-2,3,-4,-2,-8,-18,-6,-6,-12,-9,-18,-3,9,-18,-4,-3,6,-12,-18,-18,1,-10,9
2011.10.09,-12,-36,25,36,12,-30,36,36,-30,-6,36,-16,15,6,30,30,-25,-36,36,16,-20,-10,36,36,36,30,24,16
2011.10.02,6,25,-4,2,-18,-8,4,6,15,30,-30,25,15,20,8,-30,-16,-10,-18,-6,-4,-8,12,6,6,1,1,-4
2011.09.25,20,2,16,-4,18,10,-4,-4,16,-9,12,-12,-6,-4,-16,18,24,24,-6,15,6,4,-6,-6,-6,6,8,2
2011.09.18,-4,25,-25,-15,-30,36,-36,-30,16,24,-30,-15,-10,-15,6,-36,36,36,-30,36,36,30,-36,-36,-36,-3,-8,8
2011.09.11,-15,-16,-9,20,-30,-15,-15,8,-20,1,12,3,-30,-12,20,-24,-15,18,12,-3,30,18,6,-36,6,-25,-9,-20
