timeframe,profit,0,timeframe1,drawup,1,timeframe2,drawdown
2021.05.05 23:00,-251.00000000002512,,2021.05.03 19:30,1000.0000000000017,,2021.05.06 11:30,-147.00000000001896
2021.05.05 22:30,-403.00000000000546,,2021.05.03 01:30,986.9999999999911,,2021.05.06 03:30,-145.99999999998124
2021.05.05 22:00,-106.00000000002689,,2021.05.03 23:00,976.9999999999886,,2021.05.06 08:30,-132.9999999999805
2021.05.05 21:30,-93.0000000000316,,2021.05.04 02:00,963.9999999999852,,2021.05.05 16:30,-120.00000000000364
2021.05.05 21:00,-110.0000000000291,,2021.05.03 02:00,952.9999999999822,,2021.05.05 21:00,-110.0000000000291
2021.05.05 20:30,-264.00000000002814,,2021.05.03 04:00,949.9999999999874,,2021.05.05 22:00,-106.00000000002689
2021.05.05 20:00,-300.9999999999908,,2021.05.03 18:00,917.0000000000224,,2021.05.05 21:30,-93.0000000000316
2021.05.05 19:30,-205.9999999999996,,2021.05.03 22:30,906.9999999999916,,2021.05.05 17:00,-13.000000000011454
2021.05.05 19:00,-307.00000000001285,,2021.05.03 20:30,896.9999999999741,,2021.05.06 08:00,4.999999999962199
2021.05.05 18:30,-391.0000000000169,,2021.05.03 02:30,878.9999999999635,,2021.05.05 15:30,84.99999999999693
2021.05.05 18:00,-397.00000000002325,,2021.05.04 01:30,863.9999999999991,,2021.05.06 07:00,95.99999999998863
2021.05.05 17:30,-426.9999999999979,,2021.05.03 01:00,863.9999999999955,,2021.05.06 07:30,198.99999999999545
2021.05.05 17:00,-13.000000000011454,,2021.05.04 01:00,861.9999999999699,,2021.05.06 06:30,291.99999999999375
2021.05.05 16:30,-120.00000000000364,,2021.05.03 17:30,858.9999999999577,,2021.05.05 16:00,331.99999999997897
2021.05.05 16:00,331.99999999997897,,2021.05.03 20:00,847.9999999999936,,2021.05.05 15:00,402.9999999999868
2021.05.05 15:30,84.99999999999693,,2021.05.03 17:00,832.9999999999993,,2021.05.04 00:00,410.0000000000032
2021.05.05 15:00,402.9999999999868,,2021.05.03 22:00,831.9999999999932,,2021.05.06 05:30,471.0000000000099
2021.05.05 14:30,478.99999999998806,,2021.05.05 13:30,826.0000000000177,,2021.05.05 14:30,478.99999999998806
2021.05.05 14:00,627.9999999999993,,2021.05.03 03:00,800.9999999999827,,2021.05.03 00:00,483.00000000001427
2021.05.05 13:30,826.0000000000177,,2021.05.03 21:00,799.000000000035,,2021.05.06 06:00,484.99999999998033
2021.05.05 13:00,1062.0000000000136,,2021.05.03 03:30,793.9999999999941,,2021.05.03 00:30,613.0000000000168
2021.05.05 12:30,1333.000000000016,,2021.05.03 23:30,777.000000000035,,2021.05.05 14:00,627.9999999999993
2021.05.05 12:00,1223.9999999999695,,2021.05.03 21:30,708.0000000000051,,2021.05.04 00:30,643.999999999972
2021.05.05 11:30,1310.9999999999854,,2021.05.04 00:30,643.999999999972,,2021.05.03 21:30,708.0000000000051
2021.05.05 11:00,1287.0000000000023,,2021.05.05 14:00,627.9999999999993,,2021.05.03 23:30,777.000000000035
2021.05.05 10:30,1703.0000000000043,,2021.05.03 00:30,613.0000000000168,,2021.05.03 03:30,793.9999999999941
2021.05.05 10:00,1797.99999999998,,2021.05.06 06:00,484.99999999998033,,2021.05.03 21:00,799.000000000035
2021.05.05 09:30,1762.0000000000023,,2021.05.03 00:00,483.00000000001427,,2021.05.03 03:00,800.9999999999827
2021.05.05 09:00,1695.0000000000043,,2021.05.05 14:30,478.99999999998806,,2021.05.05 13:30,826.0000000000177
2021.05.05 08:30,1433.9999999999868,,2021.05.06 05:30,471.0000000000099,,2021.05.03 22:00,831.9999999999932
2021.05.05 08:00,1420.0000000000168,,2021.05.04 00:00,410.0000000000032,,2021.05.03 17:00,832.9999999999993
2021.05.05 07:30,1352.9999999999688,,2021.05.05 15:00,402.9999999999868,,2021.05.03 20:00,847.9999999999936
2021.05.05 07:00,1335.9999999999618,,2021.05.05 16:00,331.99999999997897,,2021.05.03 17:30,858.9999999999577
2021.05.05 06:30,1286.9999999999875,,2021.05.06 06:30,291.99999999999375,,2021.05.04 01:00,861.9999999999699
2021.05.05 06:00,1250.999999999994,,2021.05.06 07:30,198.99999999999545,,2021.05.03 01:00,863.9999999999955
2021.05.05 05:30,1203.9999999999895,,2021.05.06 07:00,95.99999999998863,,2021.05.04 01:30,863.9999999999991
2021.05.05 05:00,1275.9999999999834,,2021.05.05 15:30,84.99999999999693,,2021.05.03 02:30,878.9999999999635
2021.05.05 04:30,1365.9999999999936,,2021.05.06 08:00,4.999999999962199,,2021.05.03 20:30,896.9999999999741
2021.05.05 04:00,1370.9999999999934,,2021.05.05 17:00,-13.000000000011454,,2021.05.03 22:30,906.9999999999916
2021.05.05 03:30,1498.9999999999866,,2021.05.05 21:30,-93.0000000000316,,2021.05.03 18:00,917.0000000000224
2021.05.05 03:00,1633.000000000002,,2021.05.05 22:00,-106.00000000002689,,2021.05.03 04:00,949.9999999999874
2021.05.05 02:30,1572.999999999961,,2021.05.05 21:00,-110.0000000000291,,2021.05.03 02:00,952.9999999999822
2021.05.05 02:00,1548.0000000000045,,2021.05.05 16:30,-120.00000000000364,,2021.05.04 02:00,963.9999999999852
2021.05.05 01:30,1363.0000000000175,,2021.05.06 08:30,-132.9999999999805,,2021.05.03 23:00,976.9999999999886
2021.05.05 01:00,1811.9999999999802,,2021.05.06 03:30,-145.99999999998124,,2021.05.03 01:30,986.9999999999911
2021.05.05 00:30,1561.9999999999795,,2021.05.06 11:30,-147.00000000001896,,2021.05.03 19:30,1000.0000000000017
2021.05.05 00:00,1736.0000000000005,,2021.05.06 10:00,-152.00000000001654,,2021.05.03 05:00,1000.9999999999844
2021.05.04 23:30,1731.9999999999977,,2021.05.06 05:00,-165.00000000002194,,2021.05.04 02:30,1016.9999999999925
2021.05.04 23:00,1858.9999999999861,,2021.05.06 10:30,-194.00000000001052,,2021.05.03 04:30,1041.9999999999886
2021.05.04 22:30,2003.0000000000205,,2021.05.05 19:30,-205.9999999999996,,2021.05.05 13:00,1062.0000000000136
2021.05.04 22:00,2133.9999999999723,,2021.05.06 09:30,-222.9999999999954,,2021.05.03 18:30,1077.9999999999861
2021.05.04 21:30,2024.999999999985,,2021.05.06 15:30,-240.00000000002288,,2021.05.03 06:30,1095.9999999999789
2021.05.04 21:00,2210.9999999999836,,2021.05.05 23:00,-251.00000000002512,,2021.05.03 05:30,1108.0000000000034
2021.05.04 20:30,2198.0000000000186,,2021.05.05 20:30,-264.00000000002814,,2021.05.03 07:00,1125.9999999999816
2021.05.04 20:00,2318.999999999999,,2021.05.06 12:00,-274.99999999999955,,2021.05.03 19:00,1146.9999999999945
2021.05.04 19:30,2444.9999999999927,,2021.05.06 11:00,-275.0000000000092,,2021.05.03 06:00,1198.9999999999577
2021.05.04 19:00,2307.999999999951,,2021.05.06 09:00,-281.00000000001836,,2021.05.04 03:30,1202.9999999999968
2021.05.04 18:30,2470.0,,2021.05.06 03:00,-285.0000000000126,,2021.05.05 05:30,1203.9999999999895
2021.05.04 18:00,2205.9999999999836,,2021.05.05 20:00,-300.9999999999908,,2021.05.05 12:00,1223.9999999999695
2021.05.04 17:30,1730.9999999999761,,2021.05.05 19:00,-307.00000000001285,,2021.05.03 07:30,1247.0000000000157
2021.05.04 17:00,1524.9999999999923,,2021.05.06 16:00,-322.9999999999969,,2021.05.05 06:00,1250.999999999994
2021.05.04 16:30,1742.0000000000125,,2021.05.06 01:30,-324.9999999999979,,2021.05.04 03:00,1267.999999999995
2021.05.04 16:00,1795.9999999999816,,2021.05.06 02:00,-345.0000000000005,,2021.05.05 05:00,1275.9999999999834
2021.05.04 15:30,2025.999999999971,,2021.05.06 02:30,-354.00000000000676,,2021.05.05 06:30,1286.9999999999875
2021.05.04 15:00,2383.9999999999845,,2021.05.06 12:30,-365.9999999999877,,2021.05.05 11:00,1287.0000000000023
2021.05.04 14:30,2653.999999999988,,2021.05.05 18:30,-391.0000000000169,,2021.05.05 11:30,1310.9999999999854
2021.05.04 14:00,2537.999999999977,,2021.05.05 18:00,-397.00000000002325,,2021.05.05 12:30,1333.000000000016
2021.05.04 13:30,2464.0000000000064,,2021.05.05 22:30,-403.00000000000546,,2021.05.05 07:00,1335.9999999999618
2021.05.04 13:00,2594.99999999999,,2021.05.06 00:30,-403.00000000003604,,2021.05.05 07:30,1352.9999999999688
2021.05.04 12:30,2663.000000000001,,2021.05.05 17:30,-426.9999999999979,,2021.05.03 09:00,1360.0000000000075
2021.05.04 12:00,2511.9999999999804,,2021.05.06 04:30,-472.0,,2021.05.05 01:30,1363.0000000000175
2021.05.04 11:30,2232.999999999996,,2021.05.06 04:00,-472.0,,2021.05.04 04:00,1363.999999999981
2021.05.04 11:00,2045.9999999999934,,2021.05.06 15:00,-501.99999999998886,,2021.05.05 04:30,1365.9999999999936
2021.05.04 10:30,2035.0000000000161,,2021.05.06 01:00,-548.000000000017,,2021.05.05 04:00,1370.9999999999934
2021.05.04 10:00,2015.999999999975,,2021.05.06 00:00,-563.0000000000454,,2021.05.03 08:30,1402.0000000000227
2021.05.04 09:30,1894.999999999976,,2021.05.06 13:00,-563.9999999999993,,2021.05.05 08:00,1420.0000000000168
2021.05.04 09:00,2131.9999999999704,,2021.05.05 23:30,-613.0000000000186,,2021.05.04 04:30,1423.0000000000116
2021.05.04 08:30,2029.9999999999943,,2021.05.06 14:30,-653.0000000000061,,2021.05.03 08:00,1430.0000000000014
2021.05.04 08:00,1969.9999999999973,,2021.05.06 13:30,-676.9999999999795,,2021.05.05 08:30,1433.9999999999868
2021.05.04 07:30,1875.9999999999786,,2021.05.07 13:00,-684.000000000011,,2021.05.03 16:30,1443.999999999984
2021.05.04 07:00,1709.9999999999807,,2021.05.07 13:30,-739.0000000000341,,2021.05.04 05:00,1476.9999999999507
2021.05.04 06:30,1731.9999999999693,,2021.05.06 16:30,-761.0000000000022,,2021.05.05 03:30,1498.9999999999866
2021.05.04 06:00,1659.9999999999961,,2021.05.07 14:00,-777.0000000000057,,2021.05.03 09:30,1500.0000000000048
2021.05.04 05:30,1597.9999999999932,,2021.05.06 14:00,-779.0000000000039,,2021.05.04 17:00,1524.9999999999923
2021.05.04 05:00,1476.9999999999507,,2021.05.07 10:30,-792.0000000000443,,2021.05.05 02:00,1548.0000000000045
2021.05.04 04:30,1423.0000000000116,,2021.05.06 17:00,-843.000000000015,,2021.05.03 10:00,1550.9999999999955
2021.05.04 04:00,1363.999999999981,,2021.05.07 14:30,-990.0000000000309,,2021.05.05 00:30,1561.9999999999795
2021.05.04 03:30,1202.9999999999968,,2021.05.07 12:30,-1012.999999999983,,2021.05.05 02:30,1572.999999999961
2021.05.04 03:00,1267.999999999995,,2021.05.07 11:30,-1017.0000000000139,,2021.05.04 05:30,1597.9999999999932
2021.05.04 02:30,1016.9999999999925,,2021.05.07 15:00,-1067.000000000006,,2021.05.05 03:00,1633.000000000002
2021.05.04 02:00,963.9999999999852,,2021.05.07 11:00,-1071.0000000000236,,2021.05.03 16:00,1642.9999999999775
2021.05.04 01:30,863.9999999999991,,2021.05.07 12:00,-1100.9999999999848,,2021.05.03 13:30,1658.9999999999843
2021.05.04 01:00,861.9999999999699,,2021.05.07 10:00,-1137.000000000012,,2021.05.04 06:00,1659.9999999999961
2021.05.04 00:30,643.999999999972,,2021.05.06 18:30,-1290.0000000000182,,2021.05.05 09:00,1695.0000000000043
2021.05.04 00:00,410.0000000000032,,2021.05.06 17:30,-1413.0000000000034,,2021.05.03 10:30,1695.9999999999632
2021.05.03 23:30,777.000000000035,,2021.05.06 19:30,-1478.0000000000139,,2021.05.05 10:30,1703.0000000000043
2021.05.03 23:00,976.9999999999886,,2021.05.06 19:00,-1501.000000000043,,2021.05.04 07:00,1709.9999999999807
2021.05.03 22:30,906.9999999999916,,2021.05.06 18:00,-1576.0000000000075,,2021.05.04 17:30,1730.9999999999761
2021.05.03 22:00,831.9999999999932,,2021.05.06 20:00,-1587.0000000000155,,2021.05.04 06:30,1731.9999999999693
2021.05.03 21:30,708.0000000000051,,2021.05.06 20:30,-1595.9999999999998,,2021.05.04 23:30,1731.9999999999977
2021.05.03 21:00,799.000000000035,,2021.05.07 09:30,-1619.0000000000127,,2021.05.05 00:00,1736.0000000000005
2021.05.03 20:30,896.9999999999741,,2021.05.06 21:30,-1643.0000000000025,,2021.05.04 16:30,1742.0000000000125
2021.05.03 20:00,847.9999999999936,,2021.05.07 09:00,-1652.0000000000157,,2021.05.05 09:30,1762.0000000000023
2021.05.03 19:30,1000.0000000000017,,2021.05.07 16:00,-1709.000000000008,,2021.05.04 16:00,1795.9999999999816
2021.05.03 19:00,1146.9999999999945,,2021.05.06 21:00,-1710.0000000000123,,2021.05.05 10:00,1797.99999999998
2021.05.03 18:30,1077.9999999999861,,2021.05.06 22:00,-1734.000000000029,,2021.05.05 01:00,1811.9999999999802
2021.05.03 18:00,917.0000000000224,,2021.05.07 06:30,-1840.0000000000102,,2021.05.03 15:00,1852.000000000005
2021.05.03 17:30,858.9999999999577,,2021.05.07 05:30,-1894.9999999999973,,2021.05.04 23:00,1858.9999999999861
2021.05.03 17:00,832.9999999999993,,2021.05.07 16:30,-1903.9999999999973,,2021.05.04 07:30,1875.9999999999786
2021.05.03 16:30,1443.999999999984,,2021.05.07 07:00,-1912.0000000000111,,2021.05.04 09:30,1894.999999999976
2021.05.03 16:00,1642.9999999999775,,2021.05.07 05:00,-1929.0000000000105,,2021.05.03 15:30,1921.999999999971
2021.05.03 15:30,1921.999999999971,,2021.05.07 04:00,-1935.0000000000289,,2021.05.03 13:00,1930.9999999999752
2021.05.03 15:00,1852.000000000005,,2021.05.07 03:30,-1939.0000000000123,,2021.05.03 11:00,1963.0
2021.05.03 14:30,2187.9999999999736,,2021.05.07 07:30,-1951.000000000018,,2021.05.04 08:00,1969.9999999999973
2021.05.03 14:00,2182.0000000000027,,2021.05.07 06:00,-1958.0000000000161,,2021.05.03 12:30,1971.9999999999936
2021.05.03 13:30,1658.9999999999843,,2021.05.07 15:30,-1996.9999999999886,,2021.05.04 22:30,2003.0000000000205
2021.05.03 13:00,1930.9999999999752,,2021.05.06 22:30,-2046.0000000000289,,2021.05.04 10:00,2015.999999999975
2021.05.03 12:30,1971.9999999999936,,2021.05.07 08:00,-2050.9999999999973,,2021.05.04 21:30,2024.999999999985
2021.05.03 12:00,2224.0000000000055,,2021.05.07 03:00,-2054.000000000001,,2021.05.04 15:30,2025.999999999971
2021.05.03 11:30,2039.0000000000007,,2021.05.07 02:30,-2088.000000000008,,2021.05.04 08:30,2029.9999999999943
2021.05.03 11:00,1963.0,,2021.05.07 01:00,-2091.0000000000055,,2021.05.04 10:30,2035.0000000000161
2021.05.03 10:30,1695.9999999999632,,2021.05.07 08:30,-2097.0,,2021.05.03 11:30,2039.0000000000007
2021.05.03 10:00,1550.9999999999955,,2021.05.07 01:30,-2097.0000000000077,,2021.05.04 11:00,2045.9999999999934
2021.05.03 09:30,1500.0000000000048,,2021.05.06 23:00,-2109.000000000029,,2021.05.04 09:00,2131.9999999999704
2021.05.03 09:00,1360.0000000000075,,2021.05.07 02:00,-2110.0000000000414,,2021.05.04 22:00,2133.9999999999723
2021.05.03 08:30,1402.0000000000227,,2021.05.07 17:00,-2155.000000000021,,2021.05.03 14:00,2182.0000000000027
2021.05.03 08:00,1430.0000000000014,,2021.05.07 04:30,-2219.9999999999873,,2021.05.03 14:30,2187.9999999999736
2021.05.03 07:30,1247.0000000000157,,2021.05.07 00:30,-2271.999999999993,,2021.05.04 20:30,2198.0000000000186
2021.05.03 07:00,1125.9999999999816,,2021.05.07 20:00,-2273.999999999993,,2021.05.04 18:00,2205.9999999999836
