date,USDCHF,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.03.11,51.000000000001044,48.99999999999238,95.999999999985,53.00000000000304,-7.999999999985796,96.00000000000364,-12.000000000000899,50.99999999998994,9.999999999998899,105.00000000001819,-60.99999999999994,-124.00000000001299,-106.00000000000875,-93.99999999999409,58.000000000002494,21.000000000000796,-7.0000000000014495,-78.99999999999574,-59.000000000009045,,39.99999999998672
2019.03.11,41.000000000002146,60.000000000002274,24.999999999986144,-26.999999999999247,-34.000000000000696,97.00000000000841,63.00000000000195,88.99999999999464,14.000000000002899,81.00000000001728,-25.00000000000835,20.999999999982144,-75.00000000000284,31.000000000003247,96.99999999999153,58.9999999999975,52.000000000007596,-87.99999999999919,0.0,,480.9999999999875
2019.03.11,40.0000000000178,28.999999999996362,-8.000000000008,-58.99999999999794,-46.999999999997044,64.99999999999773,97.00000000000264,124.99999999999733,-21.999999999999797,-37.99999999998249,-79.00000000000685,-4.000000000004,-24.00000000000091,78.00000000000028,153.9999999999875,117.999999999995,70.0000000000034,-109.99999999999899,-5.000000000010552,,379.9999999999915
2019.03.11,50.0000000000167,67.99999999999784,51.99999999998539,-19.00000000000235,-21.999999999988695,117.999999999995,62.000000000006494,115.99999999999389,-7.0000000000014495,86.00000000001273,-70.99999999999883,-24.000000000001798,-115.0000000000091,42.999999999993044,167.00000000000603,69.99999999999318,57.00000000000705,-128.99999999999022,-32.999999999994145,,469.00000000002075
2019.03.11,60.99999999999994,113.99999999999011,91.99999999998099,48.99999999999905,24.000000000001798,174.0000000000066,2.000000000002,36.999999999998145,25.00000000000835,275.0000000000057,38.0000000000047,-31.000000000003247,-230.00000000000398,-28.000000000005798,52.000000000007596,-52.00000000000671,-4.999999999999449,-41.9999999999976,-4.000000000004,,550.9999999999841
2019.03.11,38.0000000000047,262.00000000000045,116.99999999998934,80.99999999999774,32.0000000000098,293.99999999999693,-46.999999999997044,15.999999999993797,75.00000000000284,528.00000000002,73.99999999999629,-45.000000000006146,-377.00000000000955,-131.99999999999878,5.999999999994898,-161.00000000000136,-31.999999999998696,-48.99999999999905,-42.999999999993044,,637.0000000000032
2019.03.11,107.00000000001265,107.99999999998988,110.99999999999443,10.999999999994348,-14.999999999987246,219.99999999999886,73.00000000000084,112.99999999999643,33.000000000005244,299.0000000000066,45.000000000006146,105.99999999998388,-237.00000000000898,73.99999999999629,173.00000000000094,-1.0000000000047748,58.99999999999794,-114.99999999999844,-17.000000000000348,,1146.9999999999845
2019.03.11,106.00000000000608,55.999999999997385,73.99999999999629,-16.0000000000049,-53.999999999998494,168.00000000000637,101.00000000000664,80.99999999999774,47.00000000000814,203.00000000000296,58.99999999998684,142.99999999998204,-135.00000000000512,76.99999999999375,38.0000000000047,0.999999999990564,70.0000000000034,-46.999999999997044,69.00000000000794,,1040.9999999999852
2019.03.11,97.9999999999981,91.99999999999875,114.99999999999844,17.999999999995797,-67.9999999999792,192.99999999999784,60.00000000000449,32.999999999994145,87.00000000000374,282.0000000000107,46.999999999997044,95.00000000000064,-146.0000000000008,-32.999999999994145,-99.00000000000463,-70.00000000000739,53.999999999998494,-17.999999999995797,83.9999999999952,,824.0000000000114
2019.03.11,95.00000000000064,52.99999999999727,115.99999999998278,19.00000000000235,-70.99999999999883,152.00000000000102,56.0000000000005,74.99999999999174,94.00000000000519,230.99999999999454,45.99999999999049,88.99999999998354,-97.00000000000841,-48.000000000003595,-1.0000000000065512,4.9999999999954525,52.000000000007596,-78.00000000000028,12.999999999996348,,800.9999999999318
