date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.08.03,-214.00000000000307,-123.99999999999079,-113.99999999999189,-149.99999999999457,87.99999999999919,-447.0000000000196,-61.99999999999761,65.99999999999939,233.0000000000041,-296.9999999999917,-106.00000000000608,-154.00000000001057,-74.99999999998863,-209.9999999999991,-149.99999999999457,-233.00000000001654,,-1949.000000000002
2020.08.03,-187.00000000000384,-90.99999999999665,-49.00000000001015,-159.9999999999935,129.9999999999968,-535.0000000000188,43.00000000000637,33.000000000005244,204.99999999998408,-238.99999999998923,-70.99999999999883,-118.00000000000921,-104.99999999998977,-202.9999999999976,-189.99999999999017,-175.99999999999838,,-1713.0000000000036
2020.08.03,-194.0000000000053,-52.99999999999194,-52.99999999999194,-179.99999999999127,145.9999999999906,-560.0000000000049,57.00000000000216,20.0000000000089,244.99999999997613,-229.99999999999687,4.000000000004,-128.0000000000001,-114.99999999999488,-229.00000000000142,-195.00000000000074,-184.00000000000637,,-1649.0000000000039
2020.08.03,-181.00000000000892,-53.999999999998494,-195.00000000001182,-170.99999999999892,-2.000000000002,-539.0000000000006,61.99999999999761,25.00000000000835,169.9999999999875,-249.00000000001032,-279.99999999999136,-109.99999999999943,-111.99999999999477,-225.99999999999287,-187.9999999999993,-214.00000000000307,,-2264.000000000018
2020.08.03,7.999999999985796,121.00000000001555,-310.9999999999946,32.0000000000098,-60.99999999999994,-543.0000000000045,91.00000000000819,31.000000000003247,55.999999999983174,-174.00000000000747,-279.00000000000705,-48.00000000000182,-79.9999999999983,-75.9999999999983,-134.99999999999625,-144.0000000000108,,-1512.0000000000132
2020.08.03,-106.00000000000608,19.00000000001345,-262.999999999991,71.00000000000995,-51.000000000001044,-748.0000000000153,121.99999999999989,21.00000000000435,131.99999999997658,-344.99999999999534,-520.9999999999936,-79.00000000000773,-104.99999999998977,-14.999999999998348,-129.9999999999968,-100.0000000000112,,-2098.0000000000023
2020.08.03,-39.999999999995595,41.000000000002146,-272.00000000000557,96.00000000000719,-54.00000000000959,-706.0000000000066,260.0000000000051,40.00000000000669,120.9999999999809,-292.00000000000335,-673.9999999999968,-103.00000000000864,-79.9999999999983,16.0000000000049,-135.99999999999167,25.999999999992696,,-1757.0000000000161
2020.08.03,-205.99999999999508,-55.99999999998939,-228.00000000000597,26.000000000003798,30.999999999992145,-808.0000000000088,278.0000000000058,21.00000000000435,175.99999999998772,-499.9999999999893,-639.9999999999961,-69.00000000000261,-40.99999999999682,-53.999999999998494,-190.99999999999673,-35.00000000000725,,-2295.9999999999927
2020.08.03,-370.00000000000364,-149.9999999999835,-222.00000000001108,-9.999999999998899,40.99999999999105,-973.0000000000016,388.00000000000523,-37.99999999999359,52.99999999999727,-658.0000000000031,-747.0000000000088,-23.000000000010346,42.00000000000159,-95.00000000000064,-211.99999999998997,-26.0000000000149,,-3000.0000000000246
2020.08.03,-266.0000000000107,-99.99999999998899,-258.0000000000027,29.000000000001247,7.9999999999968985,-790.0000000000018,271.0000000000008,-18.999999999991246,-31.00000000000591,-523.9999999999911,-675.9999999999877,87.99999999999386,49.000000000006594,-53.999999999998494,-207.99999999999707,-19.999999999997797,,-2500.9999999999745
2020.08.03,8.999999999992347,120.00000000000898,-323.0000000000066,153.00000000000313,-13.00000000000745,-467.0000000000174,272.00000000000557,31.999999999998696,-419.00000000001114,-225.99999999999287,-556.0000000000009,173.00000000000182,75.00000000000284,57.00000000000705,-200.99999999999562,96.99999999999153,,-1217.0000000000202
2020.08.03,285.99999999998624,246.00000000001288,-408.9999999999927,170.00000000000347,-43.999999999999595,-379.0000000000182,388.00000000000523,111.00000000000554,-520.0000000000102,8.999999999992347,-249.99999999999466,322.00000000000273,106.00000000000875,17.000000000000348,-257.9999999999916,117.99999999999588,,-86.99999999999355
2020.08.03,427.99999999998397,417.0000000000007,-391.9999999999924,205.00000000001074,-36.0000000000027,-312.00000000000114,52.00000000000671,65.99999999999939,-477.00000000000387,158.99999999999804,-232.99999999999432,60.000000000002274,-147.99999999999613,31.999999999998696,-234.99999999999633,149.9999999999835,,-264.00000000000296
2020.08.03,472.00000000000574,350.00000000000585,-365.99999999999966,173.00000000000094,14.999999999998348,-220.00000000002018,78.00000000000296,182.99999999999983,-243.99999999999977,224.000000000002,-32.999999999994145,60.000000000002274,-112.99999999999955,21.00000000000435,-256.99999999999613,147.99999999999258,,491.00000000000534
2020.08.03,424.00000000000216,370.00000000000364,-348.9999999999993,205.00000000001074,-15.00000000000945,-512.0000000000014,167.0000000000016,97.00000000000264,-195.0000000000216,278.00000000000045,-103.99999999999298,-11.00000000000989,-230.99999999999454,119.00000000000244,-179.99999999999127,156.99999999998494,,219.99999999998826
2020.08.03,411.99999999999017,375.0000000000142,-435.9999999999919,178.00000000000037,-48.99999999999905,-518.0000000000184,174.0000000000066,84.0000000000063,-16.000000000019554,130.99999999999224,-201.00000000000674,-25.000000000005684,-234.99999999999943,70.0000000000034,-197.99999999999818,137.9999999999937,,-116.00000000003206
2020.08.03,337.99999999999386,355.0000000000164,-489.0000000000061,253.0000000000032,-246.00000000000176,-778.000000000012,236.0000000000042,-53.999999999998494,30.99999999997749,-137.00000000000932,-550.9999999999903,-135.00000000000512,-260.9999999999957,69.00000000000794,-154.99999999999403,-43.00000000001525,,-1567.0000000000248
2020.08.03,448.000000000004,582.0000000000158,-384.9999999999909,319.0000000000026,-369.0000000000082,-756.0000000000011,343.9999999999941,-30.999999999992145,-8.000000000009777,211.99999999998997,-448.9999999999883,-31.00000000000591,-358.99999999999466,209.00000000000364,141.00000000000225,-212.00000000001216,,-344.9999999999908
2020.08.03,561.9999999999958,453.99999999999886,-506.9999999999908,421.0000000000047,-484.00000000000665,-739.0000000000008,237.99999999999955,43.999999999999595,96.00000000000364,228.00000000000597,-531.9999999999991,-198.99999999999807,-346.9999999999942,282.99999999999994,313.00000000000773,-241.00000000000233,,-409.999999999976
2020.08.03,326.9999999999884,276.00000000000955,-425.99999999999307,307.0000000000017,-442.00000000000904,-857.0000000000189,230.00000000000398,138.00000000000477,38.99999999998727,163.00000000000205,-533.0000000000057,-292.0000000000016,-406.9999999999965,265.99999999999955,317.0000000000006,-245.0000000000063,,-1139.000000000033
2020.08.03,431.0000000000036,263.99999999999756,-276.00000000000955,239.0000000000003,-428.00000000000614,-910.0000000000108,376.0000000000048,184.00000000000637,-93.00000000001774,258.0000000000027,-289.9999999999903,-239.00000000000432,-393.99999999999125,182.99999999999983,332.00000000001006,-452.00000000000796,,-815.000000000013
2020.08.03,285.99999999998624,226.00000000001506,-241.00000000000233,199.00000000000472,-367.0000000000062,-780.000000000003,343.0000000000035,139.00000000000023,-20.000000000010232,309.0000000000037,-351.99999999999676,-174.99999999999716,-344.99999999999886,201.00000000000674,374.0000000000077,-401.00000000000693,,-603.9999999999936
2020.08.03,214.99999999998744,191.00000000000784,-161.99999999999548,209.00000000000364,-316.0000000000052,-754.0000000000102,230.99999999999454,96.00000000000719,132.99999999998136,157.00000000000713,-455.0000000000054,-161.00000000000136,-337.99999999999386,245.0000000000063,318.00000000000716,-334.00000000001205,,-725.000000000021
2020.08.03,95.00000000000064,178.00000000001148,-96.99999999999153,149.00000000001023,-247.00000000000833,-798.0000000000098,204.00000000000773,39.00000000000014,183.9999999999975,83.00000000001084,-462.0000000000068,-216.00000000000819,-346.9999999999942,196.00000000000728,265.99999999999955,-290.00000000001245,,-1062.9999999999861
2020.08.03,146.99999999998602,195.9999999999962,-96.00000000000719,141.00000000000225,-226.99999999999943,-721.000000000016,191.0000000000025,58.000000000002494,203.00000000000296,181.00000000000892,-384.9999999999909,-177.99999999999727,-316.0000000000025,179.00000000000693,260.00000000000466,-270.00000000001467,,-637.0000000000151
2020.08.03,63.99999999999739,136.00000000000279,-52.000000000007596,102.00000000000209,-179.00000000000693,-702.0000000000026,201.00000000000762,65.00000000000395,254.99999999999545,167.00000000000603,-346.0000000000019,-177.99999999999727,-316.0000000000025,173.00000000000094,248.00000000000378,-284.00000000001756,,-646.0000000000164
2020.08.03,56.99999999999594,112.000000000001,38.0000000000047,106.00000000000608,-158.0000000000026,-713.0000000000081,189.99999999999773,58.000000000002494,288.99999999998727,191.00000000000784,-323.99999999999096,-191.0000000000025,-385.9999999999957,200.00000000000017,269.00000000000813,-284.00000000001756,,-546.000000000006
2020.08.03,55.99999999998939,128.000000000017,103.99999999999298,109.00000000000354,-156.00000000000057,-699.0000000000052,150.99999999999625,36.0000000000027,306.99999999998795,259.0000000000092,-361.9999999999957,-191.0000000000025,-363.9999999999901,250.00000000000577,313.00000000000773,-280.0000000000136,,-338.99999999999517
2020.08.03,-36.999999999998145,67.00000000001705,99.99999999998899,70.0000000000034,-161.00000000000003,-697.9999999999986,137.00000000000045,18.0000000000069,260.9999999999957,192.99999999999872,-394.00000000000546,-183.9999999999975,-344.99999999999886,213.00000000000762,282.99999999999994,-290.00000000001245,,-766.9999999999924
2020.08.03,-39.00000000001125,42.0000000000087,89.00000000000574,60.00000000000449,-121.00000000000443,-668.0000000000019,156.99999999999648,48.000000000003595,276.9999999999868,137.9999999999937,-384.00000000000654,-183.00000000000693,-311.9999999999976,187.9999999999993,258.0000000000027,-286.00000000000847,,-736.0000000000357
2020.08.03,-31.000000000003247,46.0000000000127,59.99999999999339,23.00000000000635,-151.00000000000114,-653.999999999999,144.99999999999602,68.00000000000139,224.99999999999432,181.00000000000892,-330.0000000000081,-164.00000000000148,-317.99999999999784,173.00000000000094,268.0000000000016,-326.0000000000041,,-784.9999999999992
2020.08.03,-32.0000000000098,22.0000000000109,126.99999999998823,16.0000000000049,-102.00000000000209,-641.0000000000027,164.00000000000148,73.00000000000084,198.99999999998386,211.99999999998997,-256.99999999999613,-148.00000000001035,-299.99999999999716,134.0000000000008,256.0000000000007,-323.0000000000066,,-600.0000000000432
2020.08.03,-31.000000000003247,19.999999999997797,79.99999999999119,12.000000000000899,-120.00000000000898,-649.0000000000107,177.99999999999727,70.99999999999883,233.99999999998045,123.99999999999079,-282.9999999999888,-164.00000000000148,-272.99999999999613,130.0000000000079,260.00000000000466,-333.0000000000055,,-744.000000000045
2020.08.04,-45.000000000006146,43.999999999999595,59.99999999999339,23.00000000000635,-239.0000000000003,-622.0000000000115,153.99999999999636,28.000000000005798,125.0,66.99999999999484,-323.0000000000066,-179.00000000000205,-281.9999999999965,118.00000000000699,271.0000000000101,-350.00000000000585,,-1150.0000000000155
2020.08.04,2.999999999997449,43.999999999999595,87.99999999999919,44.0000000000107,-154.0000000000097,-621.0000000000049,143.00000000000068,46.00000000000159,233.99999999998045,133.00000000000534,-259.9999999999936,-137.00000000000045,-256.9999999999908,137.00000000000932,290.00000000000136,-324.0000000000132,,-591.0000000000068
2020.08.04,-9.999999999998899,43.00000000001525,85.00000000000173,10.000000000010001,-159.00000000000912,-624.0000000000023,121.99999999999989,42.0000000000087,191.99999999997885,129.00000000000134,-309.99999999998806,-169.00000000001114,-284.9999999999966,103.00000000000864,265.99999999999955,-365.99999999999966,,-930.9999999999818
2020.08.04,-7.0000000000014495,77.00000000001594,41.000000000002146,81.00000000000884,-148.99999999999915,-617.0000000000009,114.00000000000432,48.000000000003595,287.9999999999825,92.00000000000318,-463.9999999999977,-183.00000000000693,-286.00000000000136,180.0000000000024,242.00000000000887,-317.9999999999961,,-860.9999999999718
2020.08.04,-5.999999999994898,87.99999999999919,25.999999999992696,103.00000000000864,-140.0000000000068,-653.999999999999,99.00000000000375,25.00000000000835,331.99999999999363,66.00000000001049,-445.99999999999085,-195.0000000000074,-286.00000000000136,187.00000000000384,235.00000000000742,-260.0000000000158,,-825.9999999999881
2020.08.04,-26.0000000000149,90.99999999999665,28.999999999990145,100.00000000000009,-125.00000000000844,-649.0000000000107,99.99999999999432,31.999999999998696,365.99999999998545,69.9999999999923,-499.000000000005,-195.0000000000074,-289.0000000000015,196.00000000000728,221.99999999999997,-231.0000000000034,,-808.0000000000864
2020.08.04,-24.000000000001798,83.00000000001084,-36.999999999998145,120.00000000000898,-155.00000000000514,-684.000000000018,96.00000000000364,34.000000000000696,326.9999999999982,60.99999999999994,-561.9999999999958,-245.00000000000455,-326.9999999999982,217.0000000000005,201.00000000000674,-182.0000000000155,,-1077.0000000000077
2020.08.04,-1.0000000000065512,93.00000000000975,21.999999999988695,101.00000000000664,-92.00000000000318,-687.0000000000153,96.9999999999942,38.0000000000047,338.99999999999864,100.99999999999554,-503.99999999999335,-246.00000000000932,-339.9999999999892,208.00000000000819,177.00000000000495,-145.00000000001734,,-839.0000000000227
2020.08.04,14.000000000002899,104.99999999999955,22.999999999995246,85.00000000000173,-150.00000000000568,-696.0000000000077,93.00000000000352,50.0000000000056,391.9999999999959,127.99999999999478,-377.9999999999894,-268.0000000000007,-373.9999999999952,182.99999999999983,163.00000000000205,-278.00000000000045,,-907.9999999999982
2020.08.04,1.999999999990898,106.00000000000608,24.000000000001798,65.00000000000395,-181.00000000000892,-705.0000000000001,40.00000000000625,50.0000000000056,411.00000000000136,171.00000000001003,-436.9999999999985,-334.0000000000032,-421.99999999999704,186.00000000000838,277.000000000005,-304.9999999999997,,-1051.9999999999682
2020.08.04,-66.00000000001049,46.999999999997044,82.99999999998863,1.0000000000065512,-118.00000000000699,-720.0000000000095,15.000000000000568,50.0000000000056,502.9999999999859,117.99999999999588,-343.00000000000443,-375.0,-438.0000000000024,118.00000000000699,197.00000000000273,-259.0000000000092,,-1187.0000000000532
2020.08.04,-129.00000000000134,-35.999999999991594,52.000000000007596,-36.999999999998145,-90.0000000000012,-710.0000000000106,16.000000000005343,63.00000000000195,508.99999999998613,5.999999999994898,-340.00000000000693,-388.00000000000523,-375.99999999999056,52.000000000007596,139.00000000000023,-283.000000000011,,-1552.0000000000127
2020.08.04,-133.00000000000534,-39.999999999995595,60.99999999999994,-26.999999999999247,-79.00000000000685,-703.0000000000092,13.00000000000523,52.000000000007596,489.9999999999807,-15.999999999993797,-323.99999999999096,-398.00000000001035,-352.99999999999443,60.99999999999994,115.00000000000954,-272.00000000000557,,-1553.0000000000082
2020.08.04,-62.000000000006494,22.0000000000109,60.99999999999994,18.0000000000069,-73.00000000000084,-701.0000000000183,33.00000000000125,56.0000000000005,456.99999999999363,49.99999999999449,-306.00000000000625,-353.9999999999992,-367.999999999995,109.99999999999899,192.00000000000327,-273.0000000000121,,-1138.0000000000282
2020.08.04,-24.000000000001798,-5.999999999994898,58.000000000002494,7.0000000000014495,-73.00000000000084,-687.9999999999998,79.9999999999983,109.00000000000354,388.9999999999816,120.00000000000898,-279.99999999999136,-385.0000000000051,-359.99999999999943,92.00000000000318,168.00000000000148,-280.9999999999979,,-1073.99999999999
2020.08.04,-68.00000000000139,-46.999999999997044,59.000000000009045,-90.99999999999665,-92.00000000000318,-714.999999999999,64.00000000000716,103.00000000000864,387.9999999999768,116.00000000000499,-225.99999999999287,-375.0,-365.99999999999966,-2.999999999997449,162.0000000000066,-419.0000000000138,,-1509.999999999988
2020.08.04,-73.00000000001194,-70.99999999999883,92.00000000000318,-68.99999999999685,-162.0000000000066,-663.0000000000135,60.000000000002274,116.00000000000499,375.99999999997635,156.00000000000057,-197.00000000000273,-359.99999999999943,-363.9999999999901,53.00000000000304,282.99999999999994,-448.000000000004,,-1271.0000000000337
2020.08.04,0.0,-35.999999999991594,83.9999999999952,-42.999999999993044,-179.00000000000693,-613.0000000000191,58.9999999999975,140.0000000000068,317.99999999998363,262.00000000000665,-252.0000000000078,-361.0000000000042,-405.00000000000114,119.00000000000244,313.00000000000773,-398.00000000000944,,-992.0000000000333
2020.08.04,-87.99999999999919,-46.999999999997044,133.00000000000534,-109.99999999999899,-143.9999999999997,-685.0000000000023,49.000000000006594,106.00000000000608,298.0000000000018,276.9999999999939,-139.00000000000023,-388.00000000000523,-447.9999999999933,73.00000000000084,299.00000000000483,-441.0000000000025,,-1254.999999999979
2020.08.04,-120.00000000000898,-102.99999999998644,234.00000000000088,-186.99999999999272,-101.00000000000664,-737.0000000000099,79.9999999999983,102.00000000000209,361.99999999999477,226.99999999999943,-21.00000000000435,-385.0000000000051,-492.999999999995,-20.999999999993246,263.0000000000021,-514.0000000000144,,-1414.000000000019
2020.08.04,-287.000000000015,-258.99999999998704,255.00000000000523,-185.99999999999727,-84.0000000000063,-784.0000000000069,88.00000000000807,48.99999999999905,340.0000000000034,59.99999999999339,-137.00000000000932,-362.000000000009,-429.9999999999926,-24.999999999997247,264.0000000000087,-531.0000000000148,,-2029.0000000000175
2020.08.04,-327.00000000001063,-329.00000000000153,226.99999999999943,-222.99999999999542,-152.00000000000767,-648.0000000000041,-51.00000000000193,136.00000000000279,265.99999999999113,43.999999999999595,-100.99999999999554,-450.00000000000284,-356.9999999999993,-34.000000000000696,280.00000000000244,-602.0000000000136,,-2321.000000000038
2020.08.04,-163.00000000000205,-232.99999999999432,167.9999999999904,-153.99999999999858,-259.0000000000092,-482.00000000000466,-67.99999999999784,170.00000000000347,22.999999999996135,197.00000000000273,-34.000000000000696,-387.00000000000045,-384.00000000000034,34.000000000000696,411.0000000000058,-680.9999999999983,,-1842.0000000000073
2020.08.04,18.999999999991246,-251.00000000000122,127.99999999999478,-171.99999999999437,-251.00000000000122,-401.00000000000693,-64.99999999999773,331.0000000000035,49.99999999998295,499.000000000005,279.99999999999136,-433.9999999999975,-387.999999999991,35.00000000000725,433.0000000000056,-700.999999999996,,-888.0000000000043
2020.08.04,-25.00000000000835,-339.99999999998477,238.99999999998923,-227.99999999999488,-115.00000000000954,-304.00000000001535,-167.99999999999216,323.0000000000066,93.99999999999409,432.9999999999945,348.9999999999993,-478.00000000000864,-387.999999999991,-68.99999999999685,343.00000000000443,-663.999999999998,,-998.0000000000113
2020.08.04,-32.0000000000098,-363.0000000000022,181.00000000000892,-246.99999999999721,-137.00000000000932,-256.00000000001177,-231.99999999999932,342.000000000009,111.99999999999477,411.0000000000058,402.9999999999978,-481.00000000000875,-375.99999999999056,-83.9999999999952,341.0000000000024,-670.000000000015,,-1088.0000000000205
2020.08.04,80.99999999999774,-252.99999999999213,134.99999999999625,-199.9999999999891,-151.00000000000114,-258.0000000000027,-227.00000000000387,326.9999999999995,103.999999999985,367.99999999999056,415.99999999999415,-478.00000000000864,-342.9999999999893,-98.99999999999353,315.0000000000097,-678.0000000000008,,-941.0000000000084
2020.08.04,141.99999999999767,-180.0000000000024,28.999999999990145,-152.99999999999204,-182.00000000000438,-165.9999999999995,-260.0000000000051,370.00000000000364,-14.000000000010004,429.99999999999704,469.0000000000083,-423.0000000000018,-354.99999999998977,-88.99999999999464,275.000000000003,-626.9999999999998,,-733.9999999999998
2020.08.04,361.9999999999957,-34.99999999998504,-48.000000000003595,-151.9999999999966,-168.00000000000148,2.999999999997449,-290.9999999999968,392.9999999999989,-147.00000000001978,601.9999999999915,665.0000000000044,-390.00000000000057,-362.99999999999955,-157.99999999999147,203.00000000000873,-618.0000000000074,,-142.00000000000568
2020.08.04,489.99999999999045,0.0,-144.99999999999514,-109.99999999999899,-247.00000000000833,73.99999999999629,-296.99999999999704,386.0000000000086,-150.00000000000568,588.0000000000107,584.9999999999911,-338.0000000000081,-277.000000000001,-153.99999999999858,208.00000000000819,-595.0000000000122,,17.999999999980332
2020.08.04,478.0000000000006,-12.999999999996348,-147.99999999999258,-88.99999999999464,-182.00000000000438,165.9999999999995,-334.0000000000032,411.0000000000058,-212.0000000000175,560.0000000000049,686.9999999999932,-305.0000000000068,-259.9999999999909,-152.99999999999204,167.00000000000603,-583.0000000000002,,190.00000000001148
2020.08.04,546.9999999999864,79.00000000000685,-181.00000000000892,-46.999999999997044,-342.000000000009,238.99999999998923,-361.99999999999477,397.0000000000029,-427.99999999999727,612.9999999999969,734.9999999999968,-255.00000000000966,-299.99999999999716,-129.00000000000134,195.00000000000074,-601.000000000007,,159.99999999995748
2020.08.04,777.0000000000055,351.0000000000124,-200.00000000000017,47.00000000000814,-341.0000000000024,234.99999999998522,-245.9999999999951,370.9999999999991,-462.0000000000175,889.9999999999908,754.9999999999945,-55.999999999997385,-289.99999999999204,-24.999999999997247,364.00000000000875,-634.0000000000013,,1536.0000000000014
2020.08.04,653.999999999999,317.0000000000117,-160.00000000000458,-30.999999999992145,-328.0000000000061,0.0,-75.00000000000284,235.00000000000742,-453.00000000000296,804.0000000000047,774.000000000008,18.000000000000682,-240.99999999999966,-100.00000000000009,301.0000000000068,-639.9999999999961,,1075.0000000000339
2020.08.04,365.99999999999966,249.00000000001032,-106.00000000000608,-152.99999999999204,-243.99999999999977,-242.00000000000887,63.00000000000239,180.0000000000024,-356.9999999999993,634.0000000000013,719.000000000003,128.99999999999068,-228.9999999999992,-152.99999999999204,287.9999999999994,-697.9999999999986,,446.0000000000132
2020.08.04,200.99999999998454,53.999999999998494,102.00000000000209,-227.99999999999488,-221.00000000000452,-242.00000000000887,-25.000000000005684,170.00000000000347,-361.0000000000184,663.999999999998,629.9999999999973,-27.000000000001023,-369.99999999999034,-98.99999999999353,377.0000000000051,-768.9999999999975,,-144.00000000002592
2020.08.04,114.99999999999844,-37.99999999998249,278.00000000000045,-258.9999999999981,-193.00000000000983,-177.00000000000495,-61.99999999999761,197.00000000000273,-197.00000000000273,760.9999999999894,621.0000000000049,-103.00000000000864,-402.000000000001,-54.999999999993946,438.00000000000506,-809.0000000000152,,114.99999999998636
2020.08.04,97.9999999999981,-17.999999999984695,334.9999999999964,-300.99999999999574,-160.00000000000458,-250.00000000001688,-16.999999999995907,192.99999999999872,-61.00000000000705,703.9999999999935,591.9999999999925,-115.0000000000091,-421.99999999999704,-62.99999999999084,443.99999999999994,-782.000000000016,,176.99999999996146
2020.08.04,58.000000000002494,-62.99999999999084,309.0000000000037,-265.99999999999955,-164.00000000000858,-246.00000000001288,3.0000000000001137,178.00000000000037,-63.0000000000166,568.9999999999973,466.00000000001086,-55.00000000000682,-352.99999999999443,-47.9999999999925,459.0000000000094,-805.9999999999956,,-21.99999999999352
2020.08.04,96.99999999999153,-78.99999999998464,300.99999999999574,-243.99999999999977,-190.00000000000128,-216.00000000001617,28.999999999996362,220.00000000000907,-116.00000000001387,591.0000000000082,530.9999999999926,-70.00000000000739,-301.00000000000193,-68.99999999999685,482.00000000000466,-836.9999999999989,,128.99999999997738
2020.08.04,24.999999999986144,-139.00000000000023,309.99999999998806,-276.9999999999939,-182.00000000000438,-198.00000000000927,12.000000000000455,229.00000000000142,-144.00000000000546,614.0000000000034,557.0000000000075,-103.00000000000864,-318.9999999999884,-68.99999999999685,482.00000000000466,-819.9999999999985,,-22.000000000013983
