date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2016.08.08,-124.99999999999733,-26.999999999999247,-37.00000000000614,-22.999999999995246,-79.99999999999119,-51.99999999998539,-275.0000000000057,-297.00000000000284,-1.0000000000065512,-167.0000000000016,-48.00000000000182,-40.0000000000178,-48.99999999998794,-73.0000000000075,-185.00000000000182,-80.99999999999774,,-1560.000000000006
2016.08.08,-83.00000000001084,29.999999999996696,-70.99999999999795,5.999999999994898,-31.999999999998696,60.99999999999994,-262.00000000000045,-243.00000000000432,43.999999999999595,-32.00000000001069,16.000000000005343,35.999999999991594,158.99999999999804,-31.00000000000591,-226.00000000000398,-92.00000000000318,,-720.0000000000499
2016.08.08,-63.99999999999739,2.999999999997449,-124.00000000000944,48.99999999998794,56.0000000000005,168.0000000000126,-212.0000000000033,-202.9999999999976,56.99999999999594,-91.00000000000819,-33.999999999991815,102.99999999998644,387.000000000004,24.00000000000091,-185.00000000000182,119.99999999998678,,53.99999999996302
2016.08.08,-39.00000000001125,39.00000000001125,-326.9999999999982,36.999999999998145,-2.999999999997449,207.00000000000162,-457.9999999999984,-200.00000000000017,88.99999999999464,-14.999999999986358,72.00000000000273,103.99999999999298,388.0000000000106,-173.00000000000182,-193.99999999999417,150.99999999999002,,-321.999999999986
2016.08.08,-76.0000000000094,79.99999999999119,-293.99999999999693,28.999999999990145,14.000000000002899,249.00000000001032,-432.00000000000216,-207.00000000000162,85.99999999999719,206.99999999999363,286.00000000000136,121.99999999999989,495.000000000001,-183.00000000000693,-217.99999999999596,200.00000000000017,,357.9999999999749
2016.08.08,-130.99999999999224,60.99999999999994,-320.99999999999795,29.999999999996696,-34.99999999999615,272.00000000000557,-444.0000000000026,-214.99999999999852,42.999999999993044,135.99999999999568,189.99999999999773,110.99999999999443,445.0000000000065,-218.9999999999941,-202.0000000000022,256.99999999999613,,-21.999999999997954
2016.08.08,-178.99999999999582,35.00000000000725,-155.00000000000114,-5.000000000010552,-72.99999999998974,290.00000000001245,-271.0000000000008,-226.99999999999943,21.999999999999797,32.00000000001069,46.00000000000648,53.999999999998494,344.99999999999534,-155.00000000000114,-183.99999999999528,156.00000000000057,,-268.99999999996277
2016.08.08,-163.00000000000205,8.000000000008,-210.99999999999852,11.00000000000545,4.000000000004,343.00000000000443,-320.0000000000074,-221.99999999999997,5.999999999994898,131.00000000000023,99.00000000000375,82.99999999998863,384.9999999999909,-94.99999999999886,-217.0000000000005,156.99999999998494,,-1.0000000000220552
2016.08.08,-147.00000000000824,32.999999999994145,-207.00000000000784,5.999999999994898,14.000000000002899,322.00000000000006,-341.0000000000082,-231.0000000000034,14.999999999998348,161.00000000000136,131.00000000000023,56.99999999999594,485.0000000000021,-123.99999999999523,-307.99999999999716,178.99999999999582,,44.999999999965695
2016.08.08,-191.00000000000784,89.99999999999008,-213.00000000000807,-2.999999999997449,60.99999999999994,282.0000000000045,-418.99999999999693,-182.99999999999983,41.000000000002146,299.0000000000066,257.000000000005,133.99999999998968,733.0000000000059,-75.00000000000284,-580.0000000000027,291.9999999999812,,524.9999999999693
2016.08.08,-249.00000000001032,121.99999999999989,-216.99999999999875,-87.99999999999919,21.00000000000435,282.0000000000045,-438.0000000000024,-207.00000000000162,31.000000000003247,200.9999999999934,189.99999999999773,65.99999999998829,754.9999999999945,-90.00000000000341,-436.00000000000307,310.9999999999946,,253.99999999996174
2016.08.08,-191.99999999999218,133.00000000000534,-159.9999999999966,-82.00000000000429,-13.999999999991797,297.0000000000139,-358.0000000000041,-236.99999999999832,65.99999999999939,229.99999999998977,228.00000000000864,65.99999999998829,744.9999999999957,-97.99999999999898,-402.00000000000233,337.99999999999386,,560.0000000000064
2016.08.08,-167.00000000000603,167.9999999999904,-140.00000000000057,-90.99999999999665,-3.999999999992898,270.00000000001467,-338.0000000000081,-206.00000000000617,97.9999999999981,219.99999999999886,257.000000000005,134.99999999999625,815.0000000000101,-64.99999999999773,-383.0,315.99999999998295,,884.9999999999882
2016.08.08,-177.00000000000495,204.00000000000418,-106.00000000000875,-100.99999999999554,-12.999999999996348,239.99999999999577,-340.0000000000034,-206.00000000000617,119.00000000000244,129.99999999999545,206.00000000000307,150.99999999999002,785.9999999999978,-39.00000000000148,-365.0000000000042,291.9999999999812,,780.9999999999491
2016.08.08,-161.99999999999548,200.00000000000017,-130.00000000000966,-100.0000000000112,8.000000000008,214.00000000000307,-379.0000000000049,-192.00000000000327,139.99999999999568,195.99999999999795,290.9999999999968,156.99999999998494,835.000000000008,-52.00000000000671,-400.00000000000034,298.9999999999826,,924.9999999999454
2016.08.08,-143.00000000000423,204.00000000000418,-106.00000000000875,-120.00000000000898,-15.999999999993797,167.00000000000603,-359.99999999999943,-190.00000000000128,143.9999999999997,115.0000000000091,251.99999999999534,144.99999999999514,815.0000000000101,-57.00000000000216,-385.000000000002,343.99999999998875,,808.9999999999877
2016.08.08,-144.99999999999514,232.00000000000998,-144.00000000000546,-109.00000000000354,-30.999999999992145,205.99999999999508,-393.0000000000007,-195.9999999999962,156.00000000000057,163.99999999998727,299.0000000000066,166.99999999998383,739.0000000000008,-109.99999999999943,-354.9999999999942,291.9999999999812,,771.9999999999784
2016.08.08,-147.99999999999258,109.00000000000354,-156.0000000000059,-90.99999999999665,-17.000000000000348,225.99999999999287,-387.00000000000045,-221.00000000000452,87.99999999999919,215.0000000000034,246.9999999999999,70.99999999999883,621.0000000000049,-103.9999999999992,-287.9999999999994,245.99999999999068,,410.99999999999426
2016.08.08,-140.0000000000068,121.99999999999989,-201.00000000000762,-66.00000000001049,-24.999999999997247,185.99999999999727,-371.9999999999999,-229.00000000000142,117.00000000000044,161.00000000000136,269.999999999996,115.99999999998278,686.9999999999932,-144.00000000000546,-298.9999999999937,296.9999999999917,,479.99999999994003
2016.08.08,8.999999999992347,18.999999999991246,-269.00000000000546,-17.000000000000348,-8.999999999992347,-17.000000000000348,-397.99999999999613,-221.00000000000452,181.9999999999933,-55.00000000000682,257.99999999999557,36.999999999998145,561.9999999999958,-153.0000000000058,-280.00000000000244,288.99999999998374,,-63.00000000006412
2016.08.08,90.99999999999665,18.999999999991246,-254.0000000000049,-174.00000000000747,-180.99999999999784,-7.999999999985796,-376.99999999999534,-339.99999999999585,173.00000000000094,-67.00000000000728,219.99999999999886,-129.00000000000134,290.00000000001245,-346.9999999999942,-273.000000000001,247.99999999998158,,-1109.0000000000093
2016.08.08,151.9999999999966,56.99999999999594,-378.0000000000001,-202.00000000001327,-221.99999999999997,45.000000000006146,-453.00000000000296,-365.0000000000042,236.00000000000287,43.00000000000637,305.0000000000068,-145.00000000001734,245.99999999999068,-438.0000000000024,-214.00000000000307,331.999999999999,,-1001.0000000000388
2016.08.08,163.00000000000205,-1.0000000000065512,-399.0000000000009,-215.00000000000963,-233.99999999998977,-68.00000000000139,-454.9999999999983,-368.9999999999971,264.999999999993,3.9999999999906777,381.0000000000002,-155.00000000001623,272.00000000000557,-472.999999999999,-234.99999999999633,388.9999999999949,,-1130.0000000000286
2016.08.08,143.00000000000423,24.000000000001798,-387.00000000000045,-188.9999999999947,-214.99999999999852,100.99999999999554,-457.00000000000784,-441.0000000000025,220.99999999999343,131.00000000000023,382.000000000005,-166.00000000002169,205.00000000001074,-481.9999999999993,-234.00000000000088,350.9999999999902,,-1013.0000000000248
2016.08.08,157.99999999999147,56.000000000011596,-524.0000000000009,-187.00000000000384,-198.99999999999363,45.000000000006146,-584.0000000000032,-431.0000000000036,264.999999999993,109.00000000000887,432.00000000000216,-123.00000000000644,249.00000000001032,-567.0000000000073,-219.99999999999798,346.0000000000019,,-1174.9999999999916
