date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.11.06,-110.99999999999443,-19.00000000001345,-85.00000000000173,-158.99999999999181,-16.0000000000049,-70.0000000000034,-55.000000000005045,-90.99999999999397,-102.99999999999754,-39.999999999995595,-195.99999999999795,-180.0000000000024,-133.00000000000534,-158.99999999999181,-75.00000000000284,-72.0000000000054,-25.99999999999625,-123.00000000000466,0.0,-122.99999999999534,0.0,,-1836.000000000004
2017.11.06,-73.00000000001194,49.99999999999449,24.000000000001798,-171.99999999999704,0.0,-97.00000000000264,-68.00000000000139,-91.99999999999875,-105.99999999999498,28.000000000005798,-275.99999999998204,-229.99999999999687,-136.99999999998712,-207.9999999999984,36.999999999998145,-117.00000000001154,96.9999999999942,-161.00000000000136,58.99999999999794,-175.00000000000293,110.00000000001009,,-1506.9999999999845
2017.11.06,-100.0000000000112,66.99999999999484,21.999999999988695,-221.9999999999942,14.999999999998348,-85.99999999999719,-126.0000000000039,-134.9999999999909,-143.9999999999997,84.0000000000063,-370.9999999999809,-258.0000000000027,-161.99999999999548,-282.99999999998704,52.99999999999194,-85.00000000000173,147.99999999999613,-201.99999999999818,80.00000000000229,-146.00000000000168,165.9999999999995,,-1684.9999999999866
2017.11.06,-134.99999999999625,61.99999999998429,-11.00000000000545,-239.99999999999488,-31.000000000003247,-51.000000000001044,-127.99999999999478,-125.99999999999056,-148.99999999999915,82.99999999999974,-379.99999999999545,-273.9999999999965,-248.00000000000378,-281.0000000000059,42.999999999993044,-139.00000000000023,194.00000000000261,-174.99999999999716,54.999999999993946,-117.00000000000044,156.00000000000057,,-1892.000000000011
2017.11.06,-141.99999999999767,39.999999999995595,-35.00000000000725,-272.99999999999613,-9.999999999998899,-80.99999999999774,-100.99999999999554,-138.9999999999958,-159.9999999999935,108.00000000000809,-389.99999999998636,-254.999999999983,-168.99999999999693,-278.99999999999636,24.999999999986144,-70.99999999999883,195.99999999999795,-209.00000000000318,80.00000000000229,-136.99999999999824,175.99999999999838,,-1825.9999999999568
2017.11.06,-235.00000000000742,-56.000000000011596,-96.00000000000719,-469.99999999999886,-60.00000000000449,-73.99999999999629,-120.99999999999334,-218.9999999999941,-202.9999999999976,114.00000000000298,-519.9999999999818,-202.9999999999976,-156.00000000000057,-391.9999999999959,-27.00000000002145,-87.99999999999919,227.99999999999443,-269.999999999996,41.9999999999976,-124.00000000000189,147.00000000000824,,-2783.0000000000014
2017.11.06,-303.0000000000088,-102.00000000000209,-131.99999999999878,-765.9999999999911,-95.99999999999609,-6.0000000000060005,-165.9999999999995,-503.0000000000001,-224.9999999999974,95.00000000000064,-890.9999999999911,-227.99999999998377,-214.99999999998744,-745.0000000000045,-3.0000000000196536,-141.00000000001333,310.0000000000023,-433.9999999999975,37.99999999999359,-90.0000000000012,185.99999999999727,,-4417.0000000000055
2017.11.06,-217.0000000000005,-100.0000000000112,-53.00000000001415,-706.0000000000031,-48.000000000003595,-34.99999999999615,-146.00000000000168,-503.9999999999907,-194.99999999998963,102.00000000000209,-817.9999999999836,-161.99999999999548,-126.99999999998823,-747.9999999999905,24.999999999986144,-144.0000000000108,492.00000000000443,-448.99999999999807,46.999999999997044,-109.99999999999899,161.00000000001114,,-3734.9999999999754
2017.11.06,-200.00000000000017,-45.000000000006146,-29.999999999996696,-640.9999999999911,-68.00000000000139,-0.999999999995449,-146.99999999998602,-470.9999999999894,-172.99999999998983,80.00000000000229,-787.9999999999825,-251.99999999998556,-197.99999999998707,-700.9999999999934,67.9999999999792,-190.00000000000128,382.000000000005,-400.0000000000057,46.999999999997044,-73.00000000000084,217.0000000000005,,-3583.9999999999286
2017.11.06,-97.9999999999981,44.99999999998394,34.99999999998504,-506.0000000000002,-9.999999999998899,100.99999999999554,-122.99999999998423,-409.9999999999966,-122.99999999999534,63.00000000000195,-681.999999999988,-309.0000000000037,-187.99999999998818,-620.0000000000045,120.99999999999334,-171.99999999999437,278.99999999999636,-171.99999999999704,83.9999999999952,70.0000000000034,433.0000000000167,,-2181.9999999999777
