date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.08.10,-151.00000000000114,-97.9999999999981,-12.999999999996348,0.0,-139.00000000000023,-38.0000000000047,-21.999999999999797,0.0,-28.000000000005798,-128.0000000000001,-19.999999999997797,-31.999999999998696,-28.000000000005798,-73.00000000000084,-1.999999999981128,-256.99999999999613,-190.99999999996342,-22.999999999996135,-147.00000000000824,-53.999999999998494,0.0,-46.00000000000648,-44.00000000001114,-137.9999999999937,-17.999999999984695,,-1689.9999999999486
2015.08.10,-136.00000000000279,-105.99999999998388,-19.999999999997797,20.000000000010232,-133.00000000000534,-26.999999999999247,60.99999999999994,218.99999999999142,100.99999999999554,-104.99999999998977,14.000000000002899,-34.99999999999615,-9.00000000000345,-85.99999999999719,40.000000000020464,-260.99999999997794,-209.9999999999991,-52.00000000002092,-151.9999999999966,-9.999999999998899,180.0000000000024,-33.00000000000125,28.999999999996362,-120.99999999999334,77.00000000001594,,-754.9999999999285
2015.08.10,-192.00000000000327,-78.99999999998464,-24.000000000001798,67.99999999999784,-161.00000000001114,2.000000000002,47.9999999999925,222.99999999999542,126.0000000000039,-89.9999999999892,63.00000000000195,-41.9999999999976,-46.00000000000159,-102.99999999999754,114.00000000000432,-256.99999999999613,-253.99999999997647,-204.00000000000773,-225.00000000000853,32.999999999994145,184.00000000000637,-49.000000000006594,-34.000000000006025,-85.00000000000173,70.0000000000145,,-913.999999999977
2015.08.10,-195.9999999999962,-121.99999999999989,15.999999999993797,112.00000000000898,-224.000000000002,-48.000000000003595,-21.00000000000435,320.9999999999935,215.99999999999397,-3.9999999999906777,31.000000000003247,-83.9999999999952,-95.99999999999609,-102.99999999999754,237.99999999999955,-389.99999999997925,-180.99999999998673,-212.0000000000175,-278.00000000000045,-8.000000000008,106.00000000000608,-149.0000000000009,-123.00000000000466,-210.99999999999451,66.00000000001049,,-1343.9999999999677
2015.08.10,-197.99999999999818,-107.99999999999699,-5.999999999994898,123.00000000000466,-238.0000000000049,-22.999999999995246,-2.000000000002,343.99999999998875,208.00000000000819,-3.9999999999906777,31.999999999998696,-60.99999999999994,-85.99999999999719,-87.99999999999919,271.000000000015,-397.99999999998727,-273.99999999997425,-169.00000000001114,-269.00000000000813,36.999999999998145,107.00000000001265,-102.00000000000387,-91.99999999999875,-186.99999999999272,69.00000000000794,,-1113.9999999999213
2015.08.10,-229.00000000000142,-96.99999999999153,-45.000000000006146,138.00000000000523,-312.00000000000114,31.999999999998696,44.99999999999504,344.99999999999534,209.9999999999991,-18.999999999991246,7.0000000000014495,-25.999999999992696,-53.999999999998494,-90.0000000000012,258.0000000000098,-470.999999999977,-461.9999999999624,-175.00000000001137,-327.00000000001063,116.00000000000499,209.9999999999991,-52.00000000000671,-45.000000000001705,-147.99999999999258,-18.999999999991246,,-1209.9999999999286
2015.08.10,-287.0000000000039,-37.99999999998249,-93.99999999999409,170.0000000000017,-340.00000000000693,124.99999999999733,23.999999999990695,339.0000000000004,211.00000000000563,-33.00000000000125,12.999999999996348,36.0000000000027,-102.00000000000209,-90.0000000000012,242.00000000001864,-444.9999999999843,-510.9999999999726,-180.00000000000682,-297.9999999999983,238.0000000000049,120.00000000000898,36.99999999999193,-103.9999999999992,-58.99999999999794,-100.99999999999554,,-1126.9999999999272
2015.08.10,-292.00000000000335,-21.00000000000435,-114.0000000000141,225.00000000000853,-370.00000000000364,141.99999999999767,44.99999999999504,383.99999999998437,209.9999999999991,-24.999999999991473,19.999999999997797,34.000000000000696,-95.99999999999609,-82.00000000000429,275.0000000000057,-490.0000000000126,-584.9999999999688,-168.00000000000637,-296.9999999999917,231.0000000000034,97.9999999999981,27.999999999991587,-94.99999999999886,-31.999999999998696,-69.9999999999923,,-1045.0000000000048
2015.08.10,-290.9999999999968,-60.99999999999994,-124.99999999999733,160.0000000000108,-383.0,131.00000000000333,-20.0000000000089,368.9999999999971,208.99999999999253,-16.999999999995907,26.000000000003798,56.0000000000005,-126.0000000000039,-95.00000000000064,286.00000000000136,-511.99999999997914,-709.9999999999884,-195.99999999999795,-323.99999999999096,296.9999999999917,68.00000000000139,55.999999999997385,-139.00000000001,-29.000000000001247,-158.99999999999804,,-1528.999999999969
2015.08.10,-236.99999999999832,-130.99999999999224,-22.999999999995246,130.00000000000966,-317.0000000000117,55.000000000005045,-133.00000000000534,357.99999999999164,245.0000000000063,-10.99999999999568,12.999999999996348,7.0000000000014495,-209.00000000000364,-134.99999999999625,264.00000000001,-463.99999999997556,-502.9999999999646,-294.00000000001114,-425.99999999999307,292.00000000000335,-70.99999999999883,-15.000000000000568,-252.00000000000955,-90.99999999999665,-230.9999999999812,,-2178.9999999999054
2015.08.10,-244.99999999999523,-103.99999999999298,1.0000000000065512,155.00000000000114,-339.0000000000004,60.99999999999994,-75.00000000000284,295.99999999998516,279.00000000000705,0.0,15.999999999993797,-6.999999999990347,-168.99999999999693,-160.00000000000458,228.00000000000864,-463.0000000000134,-410.99999999998363,-290.9999999999968,-418.9999999999916,259.0000000000092,38.0000000000047,-31.00000000000591,-201.00000000000762,-112.99999999999643,-179.99999999998016,,-1874.9999999999425
2015.08.10,-232.99999999999432,-72.99999999998974,-43.999999999999595,176.00000000000193,-337.0000000000095,121.99999999999989,-47.00000000000814,302.9999999999866,212.00000000001216,1.0000000000047748,-17.999999999995797,47.00000000000814,-151.00000000000114,-124.99999999999733,266.00000000001955,-468.00000000000176,-539.999999999985,-256.0000000000002,-405.9999999999952,317.9999999999961,17.000000000000348,36.000000000001364,-185.00000000000227,-68.00000000000139,-227.99999999998377,,-1680.9999999999343
2015.08.10,-207.99999999999707,-24.999999999986144,-39.999999999995595,191.0000000000025,-294.0000000000165,126.99999999999933,-11.00000000000545,261.9999999999845,208.00000000000819,48.00000000000182,15.999999999993797,74.00000000000739,-105.99999999999498,-126.99999999999933,260.0000000000193,-375.0000000000142,-450.9999999999792,-245.00000000000455,-296.9999999999917,313.00000000000773,56.000000000011596,21.000000000000796,-145.00000000001023,-14.999999999998348,-152.99999999998093,,-915.9999999999372
