date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.04.25,0.999999999995449,36.0000000000138,31.999999999996476,-42.999999999993044,192.99999999999872,2.999999999997449,72.99999999999329,22.999999999995246,139.99999999999568,148.99999999999915,68.99999999999685,-39.00000000001569,-324.9999999999975,8.000000000009777,-34.000000000000696,163.00000000000205,187.00000000000384,20.999999999986585,132.99999999999557,171.00000000000648,-183.99999999999528,-171.99999999999437,187.00000000000384,,791.9999999999939
2016.04.25,22.999999999995246,51.000000000001044,71.99999999998852,-7.0000000000014495,154.99999999999403,-55.000000000005045,72.00000000000273,44.99999999999504,112.99999999999643,119.99999999999788,85.99999999999719,-135.00000000001933,-303.9999999999932,-13.999999999995794,5.999999999994898,100.0000000000112,81.00000000001995,22.999999999996135,87.99999999999386,162.9999999999967,-146.00000000000168,-124.99999999999733,158.99999999999804,,570.999999999965
2016.04.25,27.999999999994696,148.99999999999915,250.99999999999056,-140.0000000000068,268.99999999999704,-158.99999999999804,-81.00000000000307,-40.00000000000669,97.00000000000264,231.0000000000034,218.99999999999142,-496.0000000000093,-401.99999999999125,-105.99999999999454,-265.99999999998846,-51.000000000001044,160.00000000000458,-201.00000000000762,-58.9999999999975,128.0000000000001,-232.99999999999432,-364.9999999999931,-5.999999999994898,,-1073.0000000000032
2016.04.25,39.999999999995595,137.00000000000932,289.99999999999204,-83.9999999999952,273.000000000001,-114.99999999999844,-115.99999999999966,-16.0000000000049,109.99999999999899,226.00000000000398,176.99999999999383,-479.0000000000134,-375.9999999999986,-164.99999999999204,-192.99999999999872,7.0000000000014495,157.00000000000713,-195.0000000000074,-66.0000000000025,105.00000000000398,-219.00000000000253,-340.9999999999913,28.000000000005798,,-814.9999999999915
2016.04.25,35.999999999991594,148.99999999999915,366.9999999999902,-137.9999999999937,273.000000000001,-208.99999999999253,-197.9999999999933,-45.000000000006146,114.99999999999844,229.00000000000142,239.99999999999577,-705.0000000000125,-519.0000000000028,-237.99999999999955,-269.9999999999925,-1.999999999990898,139.00000000000023,-290.00000000000625,-117.00000000000443,52.00000000000671,-261.99999999999557,-383.0,29.999999999996696,,-1746.0000000000089
2016.04.25,37.99999999999359,140.0000000000068,408.00000000000125,-177.00000000000495,278.9999999999959,-194.0000000000053,-239.00000000000432,-68.00000000000139,117.99999999999588,231.99999999999886,223.99999999999088,-745.0000000000045,-498.9999999999828,-293.99999999999693,-297.9999999999983,12.999999999996348,164.00000000000858,-349.00000000000375,-150.00000000000568,31.00000000000591,-295.99999999999625,-413.99999999999216,31.000000000003247,,-2044.999999999999
2016.04.25,83.9999999999952,177.00000000000495,495.9999999999951,-225.99999999999287,212.00000000000108,-316.99999999998954,-271.0000000000008,-146.00000000000168,22.999999999995246,131.99999999999878,270.99999999999903,-927.0000000000209,-432.9999999999945,-355.99999999999454,-395.99999999999636,-131.99999999999878,-14.999999999987246,-446.00000000001216,-274.0000000000009,-105.00000000000398,-256.0000000000007,-364.9999999999931,49.99999999999449,,-3220.000000000004
2016.04.25,63.99999999999739,100.99999999999554,578.9999999999935,-346.0000000000019,97.00000000000264,-310.9999999999946,-376.0000000000048,-204.99999999999963,-63.99999999999739,31.000000000003247,231.99999999999886,-1071.0000000000264,-211.99999999998997,-534.9999999999966,-435.9999999999919,-225.00000000000853,-194.99999999998963,-592.000000000013,-451.9999999999982,-289.0000000000015,-217.99999999999596,-295.99999999999625,99.00000000000463,,-4620.000000000011
2016.04.25,85.99999999999719,143.00000000000423,530.9999999999917,-374.999999999992,119.99999999999788,-402.9999999999978,-305.9999999999974,-238.0000000000049,-29.000000000001247,36.999999999998145,295.0000000000008,-1071.0000000000264,-410.99999999998363,-437.9999999999882,-516.0000000000053,-185.99999999999727,-194.99999999998963,-578.000000000003,-361.0000000000042,-233.0000000000041,-304.9999999999997,-344.99999999999534,137.00000000000932,,-4640.999999999991
2016.04.25,164.99999999999292,219.99999999999798,708.999999999989,-411.0000000000058,49.99999999999449,-486.999999999993,-390.00000000000057,-326.0000000000041,-149.99999999999457,-82.99999999999974,331.999999999999,-1294.0000000000111,-226.99999999999943,-545.9999999999923,-662.9999999999914,-398.9999999999938,-468.9999999999861,-743.9999999999998,-563.0000000000024,-427.99999999999727,-256.99999999999613,-282.99999999999994,153.00000000000313,,-6090.999999999992
