date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.06.27,161.99999999999548,19.999999999997797,419.9999999999982,-200.9999999999934,9.999999999998899,65.99999999999939,60.00000000000449,-539.0000000000006,833.000000000017,-459.0000000000032,103.00000000000864,47.00000000000814,-29.999999999996696,290.00000000000136,-198.0000000000075,-173.00000000000094,337.99999999999386,-582.9999999999984,486.999999999993,-238.0000000000049,-388.0000000000106,-207.00000000000784,-295.0000000000017,-182.00000000000216,158.0000000000026,90.99999999999665,-4.000000000004,,-412.0000000000162
2016.06.27,146.00000000000168,62.99999999999084,366.999999999984,-360.99999999999,12.000000000012001,82.99999999999974,46.00000000000159,-475.0000000000032,875.0000000000035,-564.9999999999977,97.00000000000264,31.000000000003247,-73.99999999999629,290.9999999999968,-370.00000000000455,-240.00000000001796,411.99999999999017,-691.0000000000025,388.9999999999949,-167.9999999999904,-361.0000000000113,-343.0000000000035,-418.00000000000637,-266.9999999999959,158.0000000000026,14.000000000002899,-55.000000000005045,,-1404.0000000000382
2016.06.27,197.99999999999818,-157.99999999999147,532.9999999999835,-617.999999999995,5.000000000010552,168.99999999999693,282.0000000000045,-676.0000000000099,947.000000000009,-954.0000000000077,56.0000000000005,112.000000000001,144.99999999999514,287.0000000000039,-942.0000000000073,48.99999999998794,259.9999999999936,-1152.000000000001,598.0000000000097,-251.00000000000122,-192.99999999999872,-602.0000000000039,-703.000000000003,-691.0000000000025,275.000000000003,339.0000000000004,93.99999999999409,,-2591.0000000000296
2016.06.27,275.000000000003,-394.9999999999898,693.9999999999947,-772.9999999999961,22.0000000000109,146.00000000000168,322.9999999999955,-800.0000000000007,1016.0000000000169,-1234.0000000000089,131.99999999999878,26.000000000003798,133.00000000000534,250.00000000000577,-1399.000000000001,380.9999999999869,-133.00000000000534,-1472.999999999999,828.9999999999909,-527.9999999999951,-361.9999999999957,-698.9999999999981,-790.0000000000063,-840.0000000000034,253.0000000000032,409.99999999999926,164.99999999999292,,-4370.99999999999
2016.06.27,153.00000000000313,-72.0000000000054,401.99999999999125,-554.9999999999926,-92.99999999998754,180.99999999999784,373.00000000000114,-642.9999999999936,868.000000000002,-878.0000000000001,-34.99999999999615,156.00000000000057,263.0000000000021,226.99999999999943,-762.0000000000005,-194.0000000000053,397.99999999998727,-939.9999999999977,320.00000000000915,-58.000000000002494,150.99999999999002,-606.0000000000088,-659.9999999999966,-724.9999999999943,217.99999999999596,383.99999999999545,186.99999999998164,,-1940.0000000000243
2016.06.27,114.00000000000298,-164.99999999999292,365.99999999999966,-702.9999999999887,-59.99999999999339,80.00000000000229,197.99999999999818,-802.0000000000139,880.0000000000141,-986.0000000000042,-41.9999999999976,84.0000000000063,117.99999999999588,141.00000000000225,-1068.000000000012,-17.000000000000348,7.0000000000014495,-1054.000000000002,310.9999999999946,-207.00000000000162,-161.99999999999548,-707.0000000000078,-671.999999999997,-667.0000000000016,114.99999999999844,180.99999999999784,78.00000000000028,,-4638.9999999999945
2016.06.27,-73.99999999999629,157.00000000000713,271.99999999998334,-775.9999999999962,156.00000000000057,-7.9999999999968985,124.00000000000189,-744.0000000000114,995.0000000000125,-873.0000000000047,-73.00000000000084,140.0000000000068,185.99999999999727,285.9999999999974,-832.9999999999984,-144.0000000000108,229.99999999999687,-1045.0000000000018,425.99999999999307,-265.0000000000041,-205.00000000001074,-631.0000000000002,-632.9999999999956,-640.0000000000006,159.9999999999935,243.99999999999977,93.99999999999409,,-3474.000000000044
2016.06.27,-73.99999999999629,392.9999999999989,92.99999999998754,-731.9999999999993,319.0000000000026,-71.99999999999429,82.99999999999974,-497.0000000000141,817.000000000001,-826.9999999999982,30.000000000007798,76.0000000000094,141.00000000000225,299.00000000000483,-531.0000000000059,-263.99999999999756,373.99999999998545,-823.0000000000075,375.9999999999986,-167.00000000000603,-58.000000000002494,-501.0000000000048,-534.9999999999966,-561.9999999999976,192.00000000000327,307.99999999999716,109.99999999998789,,-2032.0000000000339
2016.06.27,7.0000000000014495,517.9999999999962,88.99999999998354,-564.9999999999977,340.00000000000693,-156.00000000000057,-19.999999999997797,-276.00000000000955,723.0000000000069,-736.0000000000042,103.00000000000864,-67.9999999999903,-16.0000000000049,365.0000000000042,-185.00000000000227,-377.0000000000051,365.99999999999966,-630.0000000000097,395.000000000012,-320.9999999999935,-280.9999999999979,-356.00000000000875,-323.99999999999807,-340.999999999994,100.00000000000009,186.99999999999272,78.99999999998464,,-1380.0000000000177
2016.06.27,-60.99999999999994,327.99999999999494,-39.00000000001125,-243.99999999999977,519.0000000000028,-95.00000000000064,-80.00000000000229,-546.000000000002,673.9999999999968,-347.0000000000084,151.00000000000114,42.0000000000087,-26.000000000003798,148.0000000000037,57.999999999992724,114.99999999999844,238.99999999998923,-147.00000000000557,429.00000000001273,-28.000000000005798,-238.0000000000049,-8.000000000009777,-150.00000000000568,-51.9999999999925,317.0000000000006,229.00000000000142,-104.99999999999955,,1082.9999999999513
