date,GBPUSD,USDJPY,USDCAD,GBPCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.07.20,154.99999999999403,55.999999999997385,-62.99999999999084,192.99999999999872,65.00000000000395,63.99999999999739,107.99999999999699,18.999999999977035,-207.00000000000162,-131.99999999999878,-262.00000000000665,4.0000000000048885,-31.000000000003247,-35.999999999991594,,-67.00000000002218
2020.07.20,177.00000000000495,45.99999999999227,-126.0000000000039,218.00000000000708,-9.00000000000345,96.99999999999153,113.99999999999189,173.00000000000182,-358.9999999999982,-234.00000000000088,-239.99999999999577,-50.99999999998772,24.999999999997247,-112.000000000001,,-281.00000000000415
2020.07.20,268.0000000000016,53.999999999987836,-39.999999999995595,92.00000000000318,-36.999999999998145,95.00000000000064,231.99999999999886,268.0000000000007,-346.0000000000019,-127.00000000001043,-322.00000000000006,38.000000000010914,84.99999999999064,-148.99999999999915,,110.99999999998914
2020.07.20,217.0000000000005,15.999999999991132,-97.9999999999981,69.00000000000794,-46.999999999997044,76.99999999999375,210.99999999999451,171.99999999999704,-363.0000000000022,-121.00000000001555,-287.9999999999994,-24.999999999991473,114.99999999999844,-156.00000000000057,,-221.00000000002098
2020.07.20,239.99999999999577,39.99999999999204,-82.00000000000429,59.000000000009045,-51.99999999999649,76.99999999999375,236.99999999999832,221.99999999998,-374.999999999992,-135.00000000001845,-340.9999999999913,-0.999999999990564,120.99999999999334,-139.00000000000023,,-129.00000000003104
2020.07.20,259.9999999999936,85.99999999999852,-42.0000000000087,76.99999999999375,-31.999999999998696,112.99999999999643,237.99999999999378,305.9999999999832,-353.0000000000033,-69.00000000000794,-276.9999999999939,59.00000000001171,134.0000000000008,-156.99999999998494,,342.9999999999742
2020.07.20,177.99999999998929,109.99999999999943,-89.00000000000574,49.00000000001015,-24.000000000001798,100.99999999999554,241.99999999999778,250.0,-302.0000000000023,-73.00000000001194,-282.0000000000045,60.000000000002274,142.99999999999312,-120.99999999999334,,241.9999999999681
2020.07.20,18.999999999991246,372.99999999999045,-140.99999999999113,39.00000000001125,26.999999999999247,95.00000000000064,253.99999999999866,406.99999999998226,-150.99999999999002,-57.00000000001815,-295.0000000000008,213.00000000000807,29.000000000001247,-173.00000000000094,,638.9999999999822
2020.07.20,-93.00000000000975,344.99999999999886,-191.00000000000784,-31.000000000003247,21.999999999999797,46.999999999997044,304.9999999999997,250.99999999997635,-65.99999999998829,-104.99999999999955,-418.9999999999916,164.00000000000148,20.999999999993246,-99.99999999998899,,149.9999999999772
2020.07.20,-182.99999999999983,321.9999999999885,-262.00000000000665,-100.99999999999554,-6.0000000000060005,4.999999999999449,356.9999999999962,125.99999999997635,-28.999999999990145,-97.00000000001374,-527.9999999999951,111.0000000000042,-2.000000000002,-102.99999999998644,,-390.0000000000307
2020.07.20,-228.00000000000597,363.9999999999901,-232.00000000000998,-144.99999999999514,9.00000000000345,22.999999999995246,396.9999999999918,131.99999999997658,63.99999999999739,26.999999999999247,-469.99999999999267,160.0000000000108,-17.000000000000348,-139.00000000000023,,-55.00000000003968
2020.07.20,-239.99999999999577,371.9999999999999,-225.99999999999287,-156.00000000000057,12.999999999996348,-14.000000000002899,408.9999999999927,127.9999999999859,95.00000000000064,-86.0000000000083,-583.0000000000002,170.0000000000017,-14.000000000002899,-65.99999999998829,,-198.0000000000146
2020.07.20,-217.0000000000005,338.99999999999864,-165.9999999999995,-146.00000000000168,36.999999999998145,22.999999999995246,378.999999999996,109.99999999998522,126.0000000000039,25.999999999992696,-445.0000000000065,177.0000000000067,7.9999999999968985,-72.99999999998974,,177.99999999997556
2020.07.20,-242.00000000000887,345.9999999999894,-181.9999999999933,-200.00000000000017,10.999999999994348,28.999999999990145,412.9999999999967,97.99999999998477,154.0000000000097,119.00000000000244,-419.9999999999982,177.0000000000067,29.999999999996696,-78.00000000000028,,254.99999999997016
