date,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.10.19,32.999999999994145,1.999999999990898,1.0000000000047748,82.00000000000429,-35.00000000000725,-43.999999999999595,58.99999999999794,23.999999999990695,52.99999999999727,-73.00000000001194,-9.000000000014552,-41.000000000002146,11.00000000000545,-112.000000000001,-14.000000000002899,-82.99999999999974,,-146.00000000005366
2020.10.19,115.99999999998278,-15.00000000000945,-7.999999999995566,92.99999999998754,-49.00000000001015,-41.000000000002146,38.0000000000047,54.999999999993946,92.99999999998931,9.999999999998899,-147.00000000000824,-59.99999999999339,-0.9999999999843467,-123.00000000000644,-6.0000000000060005,-108.00000000000809,,-153.0000000000666
2020.10.19,297.9999999999983,-28.000000000005798,4.0000000000048885,287.9999999999994,-24.000000000001798,-107.99999999999699,141.99999999999767,192.99999999999872,311.00000000000705,256.99999999999613,-129.00000000000134,-109.00000000000354,266.0000000000107,53.999999999998494,93.99999999999409,-9.00000000000345,,1499.9999999999923
2020.10.19,221.99999999998886,-66.99999999999484,-31.999999999996476,268.9999999999859,-26.999999999999247,-100.00000000000009,129.00000000000134,166.99999999999494,276.9999999999868,248.99999999998812,-111.00000000001664,-89.00000000000574,249.00000000001032,5.999999999994898,100.00000000000009,-18.0000000000069,,1223.9999999999316
2020.10.19,288.99999999998374,-53.00000000001415,-64.00000000000716,316.99999999998954,-35.00000000000725,-119.99999999999788,192.00000000000327,209.9999999999991,387.00000000000045,256.99999999999613,-9.000000000014552,-136.00000000000279,395.99999999999636,211.00000000000563,154.99999999999403,42.999999999993044,,2039.9999999999175
2020.10.19,302.9999999999866,-42.0000000000087,-58.000000000006935,334.9999999999964,-45.000000000006146,-131.00000000000333,200.00000000000017,201.99999999999108,397.99999999999613,265.0000000000041,40.99999999997994,-127.99999999999478,446.0000000000131,180.0000000000024,188.9999999999947,45.99999999999049,,2200.999999999935
2020.10.19,385.99999999999744,-2.999999999997449,-87.0000000000033,400.9999999999847,-79.00000000000685,-156.00000000000057,260.00000000000466,228.99999999999034,522.9999999999961,304.9999999999997,43.999999999999595,-137.00000000000932,502.00000000000244,306.00000000000625,213.99999999999199,102.99999999999754,,2810.999999999953
2020.10.19,465.99999999998863,38.99999999998904,-7.000000000005002,458.9999999999872,-97.9999999999981,-168.00000000000148,277.000000000005,251.99999999999667,503.9999999999907,354.9999999999942,64.99999999998174,-136.00000000000279,575.0000000000144,319.0000000000026,254.99999999999412,112.99999999999643,,3269.9999999999336
2020.10.19,403.99999999998215,-26.0000000000149,-45.000000000001705,439.99999999999596,-76.0000000000094,-168.99999999999693,261.99999999999557,261.0000000000001,486.99999999999477,329.00000000000153,119.99999999998678,-175.99999999999838,629.0000000000128,316.0000000000052,265.99999999999955,88.99999999999464,,3110.9999999999477
2020.10.19,365.99999999999966,-43.999999999999595,-36.000000000001364,409.99999999999926,-66.00000000001049,-159.9999999999935,248.99999999999923,247.99999999999267,436.00000000000705,307.99999999999716,249.99999999999466,-175.99999999999838,720.0000000000095,402.0000000000135,273.000000000001,73.99999999999629,,3254.0000000000064
2020.10.19,412.9999999999967,-66.99999999999484,-10.000000000005116,463.9999999999977,-48.000000000003595,-158.99999999999804,268.0000000000016,296.9999999999917,453.00000000000296,385.99999999999744,-67.00000000001705,-184.99999999999073,531.9999999999991,370.00000000000364,200.99999999999562,109.99999999999899,,2957.9999999999764
2020.10.19,387.99999999998835,-49.00000000001015,-15.000000000000568,445.0000000000065,-68.00000000000139,-146.00000000000168,270.0000000000036,265.99999999999955,430.0000000000068,390.9999999999858,-87.00000000001484,-134.99999999999625,460.000000000016,348.9999999999993,193.99999999999417,129.9999999999968,,2822.999999999972
2020.10.19,306.9999999999906,-110.99999999999443,-48.00000000000182,407.0000000000018,-48.000000000003595,-126.99999999999933,224.000000000002,257.9999999999916,389.00000000001,373.99999999998545,-142.0000000000199,-123.00000000000644,391.000000000008,279.00000000000705,154.99999999999403,95.00000000000064,,2279.9999999999654
2020.10.19,317.9999999999961,-130.0000000000079,-55.999999999997385,407.99999999998613,-22.999999999995246,-129.00000000000134,200.99999999999562,279.99999999999136,412.00000000000614,381.99999999999346,-173.00000000000094,-167.00000000000603,406.00000000001745,225.99999999999287,144.99999999999514,51.99999999999649,,2151.999999999962
2020.10.19,329.99999999998585,-140.0000000000068,-58.000000000006935,443.99999999999994,-32.999999999994145,-143.00000000000423,219.99999999999798,294.9999999999897,425.9999999999877,398.9999999999938,-154.0000000000097,-174.00000000000747,453.0000000000145,265.0000000000041,165.9999999999995,64.99999999999284,,2360.999999999937
2020.10.19,307.99999999999716,-140.0000000000068,-60.000000000002274,439.99999999999596,-51.000000000001044,-153.00000000000313,207.00000000000162,279.99999999999136,403.99999999999636,373.99999999998545,-165.9999999999995,-174.00000000000747,414.00000000000324,197.00000000000273,144.99999999999514,32.999999999994145,,2057.999999999943
2020.10.19,315.99999999998295,-114.0000000000141,-69.00000000000261,438.9999999999894,-68.00000000000139,-149.99999999999457,226.99999999999943,264.999999999993,421.99999999999704,377.0000000000051,-128.000000000017,-143.99999999998857,416.00000000001637,228.00000000000597,163.00000000000205,63.99999999999739,,2243.9999999999704
2020.10.19,426.9999999999996,-70.99999999999883,-58.9999999999975,497.99999999999847,-66.99999999999484,-158.0000000000026,265.0000000000041,310.9999999999946,526.9999999999868,438.9999999999894,-109.00000000000354,-153.00000000000313,516.0000000000053,339.0000000000004,208.99999999999253,110.99999999999443,,3024.9999999999654
2020.10.19,434.9999999999854,-93.00000000000975,-37.9999999999967,530.9999999999926,-68.00000000000139,-144.99999999999514,261.99999999999557,331.999999999999,508.99999999998613,519.9999999999872,-182.99999999999983,-123.00000000000644,494.00000000001666,323.0000000000066,217.99999999999596,123.99999999999079,,3097.999999999947
2020.10.19,522.0000000000002,-151.00000000001222,-61.00000000000705,692.9999999999881,-93.00000000000975,-209.00000000000364,309.0000000000037,437.999999999994,633.0000000000098,597.9999999999874,-275.000000000003,-234.00000000000088,604.0000000000045,425.99999999999307,212.00000000000108,108.99999999999244,,3520.999999999937
2020.10.19,785.9999999999978,-69.00000000000794,-72.00000000000273,814.999999999988,-60.000000000015596,-166.99999999999494,302.0000000000023,561.0000000000003,926.9999999999925,882.9999999999893,-514.9999999999987,-190.00000000000128,605.0000000000111,458.00000000000284,241.99999999999778,153.99999999999858,,4659.999999999958
2020.10.19,743.9999999999891,24.000000000001798,-21.000000000000796,662.9999999999914,-39.00000000001125,-76.99999999999375,228.00000000000597,457.99999999999176,812.0000000000118,858.9999999999875,-489.0000000000061,-22.999999999995246,436.9999999999985,280.9999999999979,248.99999999999923,161.00000000000003,,4266.999999999968
