date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.03.28,2.000000000002,83.00000000001084,-24.999999999986144,25.99999999999625,97.00000000001374,-0.999999999995449,119.00000000000244,29.000000000001247,56.99999999999594,17.000000000000348,51.99999999999649,20.999999999986585,56.99999999999594,171.00000000001003,75.00000000000284,60.99999999999994,-12.999999999991019,-55.00000000000682,48.99999999999905,73.00000000000084,,895.000000000035
2016.03.28,-70.0000000000034,25.999999999992696,-34.000000000000696,171.99999999999704,87.00000000001484,-37.99999999999359,-26.999999999999247,-39.999999999995595,36.999999999998145,-59.99999999999339,24.000000000001798,-228.00000000000864,121.99999999999989,262.00000000000665,65.00000000000395,78.00000000000028,-123.99999999999523,-146.0000000000008,21.999999999999797,85.00000000000173,,213.00000000002626
2016.03.28,-144.99999999999514,25.999999999992696,-8.999999999992347,228.9999999999992,15.00000000000945,-69.9999999999923,-131.99999999999878,-144.99999999999514,-7.9999999999968985,-142.99999999999312,41.9999999999976,-307.00000000001637,18.0000000000069,314.00000000001427,-45.000000000006146,-70.99999999999883,-239.00000000000432,-231.00000000000875,107.00000000000153,92.99999999999864,,-700.9999999999777
2016.03.28,-176.99999999999383,-31.999999999987594,2.999999999997449,212.99999999999386,43.999999999999595,-64.99999999999284,-252.0000000000078,-165.9999999999995,-87.99999999999919,-166.99999999999494,2.999999999997449,-352.00000000000387,148.99999999999915,314.99999999999864,-21.00000000000435,-62.000000000006494,-210.99999999999852,-221.00000000000364,17.999999999995797,109.99999999999899,,-959.0000000000115
2016.03.28,-176.99999999999383,-52.99999999999194,-2.999999999997449,196.99999999998852,1.0000000000065512,-31.000000000003247,-277.00000000001614,-190.99999999999673,-143.9999999999997,-139.00000000000023,-2.999999999997449,-358.0000000000041,123.00000000000644,222.00000000001108,-55.000000000005045,69.9999999999923,-227.00000000000387,-161.00000000000136,-26.999999999999247,41.000000000002146,,-1192.0000000000036
2016.03.28,-200.99999999999562,12.999999999996348,28.000000000005798,302.99999999999727,53.00000000001415,1.0000000000065512,-239.99999999999577,-180.0000000000024,-51.000000000001044,-124.99999999999733,12.000000000000899,-427.99999999999727,102.00000000000209,398.9999999999938,-48.000000000003595,92.00000000000318,-277.000000000001,-201.99999999999818,83.9999999999952,34.000000000000696,,-630.9999999999762
2016.03.28,-143.9999999999997,80.00000000001339,43.999999999999595,329.9999999999983,151.00000000001222,35.00000000000725,-87.00000000001484,-78.00000000000028,26.000000000003798,-51.000000000001044,36.999999999998145,-391.9999999999959,147.99999999999258,400.00000000000034,48.000000000003595,147.99999999999258,-231.99999999999932,-177.0000000000067,53.999999999998494,57.00000000000705,,397.00000000000966
2016.03.28,-139.99999999999568,76.0000000000094,22.0000000000109,342.9999999999893,15.00000000000945,-31.999999999998696,-92.00000000000318,-153.00000000000313,2.999999999997449,-117.00000000000044,48.000000000003595,-414.99999999999204,-32.0000000000098,339.0000000000004,-70.99999999999883,28.999999999990145,-328.00000000000296,-263.00000000000523,124.99999999999733,53.00000000000304,,-589.999999999999
2016.03.28,-107.99999999999699,76.99999999999375,1.0000000000065512,359.99999999999943,-22.999999999995246,-73.99999999999629,-43.00000000001525,-146.00000000000168,-24.999999999997247,-134.99999999999625,65.99999999999939,-442.0000000000073,-93.00000000000975,205.99999999999508,-83.9999999999952,-56.000000000011596,-364.0000000000043,-323.0000000000075,82.00000000000429,89.00000000000574,,-1035.0000000000305
2016.03.28,-139.00000000000023,82.00000000000429,51.000000000001044,412.9999999999967,24.000000000001798,-12.999999999996348,-85.00000000000173,-141.00000000000225,-36.0000000000027,-92.99999999999864,34.000000000000696,-510.9999999999957,-22.999999999995246,235.00000000000742,-96.99999999999153,43.999999999999595,-372.99999999999045,-289.0000000000015,58.99999999999794,36.0000000000027,,-821.999999999964
