date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.04,-24.999999999997247,-63.000000000013046,-116.00000000000499,-39.99999999999204,131.99999999999878,-102.99999999999754,7.0000000000014495,-119.00000000000244,63.00000000000195,-58.000000000002494,32.999999999994145,-167.9999999999904,-42.999999999993044,205.00000000001074,93.99999999999409,198.99999999999363,-0.999999999990564,-24.999999999997247,-162.0000000000066,156.00000000000057,,-33.9999999999923
2018.06.04,34.99999999999615,-83.9999999999952,-65.99999999998829,-51.00000000000193,117.99999999999588,-118.00000000000699,-120.00000000000898,-150.00000000000568,114.99999999999844,-114.99999999999844,-7.9999999999968985,-123.99999999999079,-35.999999999991594,168.0000000000126,-17.000000000000348,131.99999999999878,76.99999999999818,-70.99999999999883,-182.00000000000438,163.00000000000205,,-333.9999999999863
2018.06.04,29.999999999996696,-140.0000000000068,-75.00000000000284,-99.99999999999432,182.99999999999983,-92.99999999999864,-140.99999999999113,-157.99999999999147,64.0000000000085,-90.0000000000012,46.999999999997044,-320.00000000000915,174.99999999999181,239.00000000001143,106.00000000000608,227.99999999998377,84.00000000000318,-43.999999999999595,-190.00000000000128,139.00000000000023,,-55.99999999999778
2018.06.04,70.0000000000034,-182.99999999999983,-66.99999999999484,-131.00000000000023,178.99999999999582,-51.000000000001044,-234.00000000000088,-194.99999999998963,65.99999999999939,-65.99999999999939,12.999999999996348,-377.0000000000051,299.99999999998914,224.000000000002,153.00000000000313,307.99999999999716,103.9999999999992,4.000000000004,-125.00000000000844,151.9999999999966,,143.9999999999868
2018.06.04,61.999999999995396,-184.00000000000637,-78.00000000000028,-108.00000000000409,224.99999999998633,-31.000000000003247,-238.99999999998923,-194.99999999998963,72.0000000000054,-47.00000000000814,21.00000000000435,-456.9999999999963,296.0000000000074,291.00000000001904,150.99999999999002,379.99999999998033,61.99999999999761,-52.99999999999194,-139.00000000000023,208.99999999999253,,237.99999999998883
2018.06.04,78.99999999999574,-205.99999999999508,-116.99999999998934,-182.99999999999272,158.99999999999804,-40.00000000000669,-282.9999999999888,-255.99999999998957,125.00000000000844,-68.00000000000139,36.999999999998145,-394.9999999999898,228.00000000000597,267.0000000000172,123.99999999999079,418.9999999999916,162.9999999999967,-52.99999999999194,-101.00000000000664,251.99999999998556,,151.00000000003632
2018.06.04,54.999999999993946,-346.0000000000019,-211.99999999998997,-173.00000000000182,70.99999999999883,-143.00000000000423,-390.0000000000015,-323.99999999999096,257.0000000000072,-156.00000000000057,16.0000000000049,-459.99999999999375,59.99999999999339,287.000000000015,-59.000000000009045,301.99999999998005,213.00000000000807,-182.99999999999983,-177.00000000000495,306.9999999999906,,-1055.0000000000064
2018.06.04,120.99999999999334,-347.0000000000084,-201.99999999999108,-304.9999999999926,63.99999999999739,-143.9999999999997,-479.99999999999153,-390.9999999999858,297.9999999999983,-200.00000000000017,7.9999999999968985,-451.0000000000014,80.99999999999774,267.0000000000172,-58.000000000002494,292.9999999999877,320.0000000000074,-168.99999999999693,-167.00000000000603,297.9999999999983,,-1163.9999999999818
2018.06.04,100.00000000000009,-336.00000000000296,-211.00000000000563,-218.9999999999941,92.00000000000318,-136.99999999999824,-439.99999999999596,-374.999999999992,292.00000000000335,-180.0000000000024,21.00000000000435,-478.0000000000006,1.999999999990898,309.0000000000037,-95.00000000000064,265.99999999998846,234.99999999999943,-197.99999999999818,-179.00000000000693,290.9999999999968,,-1240.0000000000073
2018.06.04,46.999999999997044,-422.00000000001125,-337.99999999999386,-182.00000000000216,-49.99999999999449,-280.9999999999979,-452.99999999999227,-436.9999999999985,409.99999999999926,-285.00000000000193,58.99999999999794,-398.00000000000944,-214.00000000000307,310.0000000000103,-218.99999999999142,153.9999999999875,299.0000000000066,-300.0000000000003,-270.0000000000036,322.00000000000006,,-2248.000000000002
2018.06.04,48.99999999999905,-387.000000000004,-313.00000000000773,-221.00000000000364,-5.000000000010552,-297.00000000000284,-421.99999999998903,-414.00000000000324,421.0000000000047,-304.9999999999997,65.00000000000395,-411.0000000000058,-280.0000000000136,326.0000000000041,-266.999999999995,78.99999999998464,299.0000000000066,-342.9999999999933,-323.0000000000066,309.99999999998806,,-2439.0000000000446
2018.06.04,43.999999999999595,-378.999999999996,-313.99999999999204,-203.00000000000296,4.999999999988347,-295.0000000000008,-405.9999999999952,-411.0000000000058,428.00000000000614,-297.00000000000284,70.0000000000034,-414.00000000000324,-320.00000000000915,339.0000000000004,-292.00000000000335,90.99999999999665,280.00000000000114,-368.00000000000165,-325.00000000000864,334.9999999999964,,-2432.0000000000296
2018.06.04,-7.9999999999968985,-445.0000000000065,-398.9999999999938,-197.00000000000273,-73.00000000001194,-297.9999999999983,-402.9999999999978,-434.9999999999854,525.0000000000088,-265.99999999999955,92.00000000000318,-391.000000000008,-551.9999999999969,357.00000000000733,-456.9999999999963,200.99999999998454,326.9999999999982,-485.99999999999756,-276.00000000000955,523.9999999999911,,-2660.000000000008
2018.06.04,-56.0000000000005,-417.0000000000007,-394.9999999999898,-188.99999999999295,-66.99999999999484,-304.9999999999997,-313.99999999999204,-377.0000000000051,465.9999999999998,-239.0000000000003,105.99999999999498,-368.9999999999971,-530.9999999999926,361.0000000000113,-415.99999999999415,177.99999999998929,316.0000000000025,-461.0000000000003,-289.0000000000059,478.999999999985,,-2518.999999999984
2018.06.04,-67.00000000000594,-407.0000000000018,-384.9999999999909,-182.00000000000216,-59.000000000009045,-319.0000000000026,-287.9999999999994,-351.99999999999676,463.0000000000023,-245.0000000000063,104.99999999999955,-364.9999999999931,-556.0000000000009,360.0000000000048,-439.99999999999596,131.99999999999878,305.9999999999974,-473.99999999999665,-313.00000000000773,465.99999999998863,,-2620.0000000000186
2018.06.04,-6.0000000000060005,-390.0000000000015,-361.9999999999957,-201.99999999999818,-14.000000000002899,-299.00000000000483,-350.9999999999902,-401.99999999999125,495.000000000001,-267.00000000000614,99.00000000000463,-404.0000000000044,-541.9999999999981,381.0000000000091,-441.0000000000025,148.99999999999915,292.0000000000016,-488.999999999995,-319.0000000000026,475.99999999998755,,-2595.9999999999964
2018.06.04,4.999999999999449,-367.0000000000062,-395.99999999999636,-246.9999999999999,-46.999999999997044,-330.0000000000081,-343.00000000000443,-444.9999999999843,577.0000000000052,-303.0000000000088,138.00000000000477,-330.9999999999924,-744.0000000000114,382.0000000000157,-547.0000000000086,122.99999999998423,349.00000000000375,-559.9999999999939,-334.00000000000097,534.9999999999966,,-2885.0000000000036
2018.06.04,-29.999999999996696,-348.9999999999993,-353.99999999998766,-206.00000000000307,-9.999999999998899,-301.0000000000068,-280.9999999999979,-367.0000000000062,479.0000000000072,-251.00000000000122,119.99999999999788,-357.99999999999164,-608.0000000000085,378.00000000001165,-459.0000000000094,130.99999999999224,290.9999999999968,-500.00000000000045,-322.00000000000006,480.99999999999807,,-2516.000000000003
