date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.02.17,-36.999999999998145,51.000000000001044,-26.0000000000149,8.999999999992347,-14.000000000002899,-36.999999999998145,46.999999999997044,48.000000000003595,-60.000000000002274,-29.000000000001247,58.99999999999794,-14.000000000002899,24.00000000000091,-14.000000000002899,113.99999999999189,-36.0000000000138,-144.0000000000108,70.99999999999883,62.99999999999084,,74.99999999992644
2020.02.17,-17.000000000000348,93.00000000000975,-20.000000000020002,25.999999999992696,-31.000000000003247,-29.999999999996696,104.99999999999955,79.00000000000685,-9.000000000000341,-77.00000000000485,29.999999999996696,9.999999999998899,84.00000000000318,53.999999999998494,268.9999999999859,-87.00000000001484,-134.00000000001188,76.99999999999375,56.99999999999594,,478.99999999992957
2020.02.17,-61.999999999995396,185.99999999999727,-8.000000000008,39.999999999995595,24.999999999997247,-18.999999999991246,241.99999999998667,121.99999999999989,22.00000000000557,-129.00000000000134,-56.0000000000005,41.9999999999976,205.0000000000125,147.00000000000824,266.999999999995,22.999999999995246,-139.00000000000023,78.00000000000028,129.99999999998568,,1115.99999999998
2020.02.17,-39.00000000000014,188.00000000001037,13.999999999980695,39.999999999995595,40.99999999999105,7.0000000000014495,224.99999999998633,123.99999999999079,34.99999999999659,-112.000000000001,-56.0000000000005,25.999999999992696,195.0000000000216,154.99999999999403,241.99999999998667,15.999999999993797,-114.99999999999844,42.999999999993044,117.99999999999588,,1146.9999999999304
2020.02.17,-68.00000000000139,131.99999999999878,-25.00000000000835,14.000000000002899,-11.00000000000545,-56.99999999999594,194.99999999998963,113.00000000000753,11.00000000000989,-121.00000000000443,-24.000000000001798,20.999999999993246,141.00000000001955,110.00000000001009,300.99999999999574,-48.000000000003595,-214.00000000000307,110.99999999999443,136.99999999998712,,717.9999999999849
2020.02.17,-63.00000000000195,93.99999999999409,-39.00000000001125,-1.0000000000065512,-55.000000000005045,-107.99999999999699,163.00000000000205,102.00000000000209,-19.99999999999602,-112.000000000001,18.999999999991246,5.999999999994898,58.9999999999975,76.99999999999375,376.9999999999829,-130.0000000000079,-323.0000000000066,168.00000000000148,146.00000000000168,,359.9999999999284
2020.02.17,-87.00000000000374,89.00000000000574,-46.0000000000127,28.999999999990145,-24.000000000001798,-91.99999999999208,185.99999999999727,114.99999999999844,-22.999999999996135,-146.00000000000168,-26.000000000003798,9.999999999998899,82.99999999999841,29.999999999996696,281.99999999998226,-45.000000000006146,-283.000000000011,173.00000000000094,174.99999999999181,,399.99999999993145
2020.02.17,-90.99999999999665,123.00000000000644,-31.000000000003247,68.00000000000139,37.99999999999359,-70.99999999999883,220.99999999998232,133.00000000000534,19.99999999999602,-168.00000000000148,-89.00000000000574,17.999999999995797,177.99999999999727,31.000000000003247,147.99999999999258,76.99999999999375,-253.00000000001432,164.99999999999292,231.0000000000034,,747.9999999999438
2020.02.17,-97.00000000000264,148.00000000001478,-4.000000000004,81.9999999999821,42.999999999993044,-53.999999999998494,263.99999999999756,167.9999999999904,5.000000000009663,-163.99999999999747,-97.9999999999981,12.999999999996348,199.00000000001228,39.999999999995595,170.00000000000347,52.99999999999194,-247.00000000001944,153.00000000000313,214.00000000000307,,887.9999999999733
2020.02.17,-102.00000000000209,146.00000000000168,-5.000000000010552,120.99999999999334,47.9999999999925,-100.00000000000009,262.999999999991,175.99999999999838,0.0,-211.00000000000563,-112.000000000001,10.999999999994348,197.00000000000273,-4.999999999988347,147.99999999999258,65.99999999998829,-370.00000000000364,236.00000000000287,295.0000000000008,,801.9999999999471
