date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.11.08,-46.00000000000159,-49.00000000001015,0.9999999999843467,88.00000000000807,123.00000000000644,-62.99999999999084,131.99999999999878,-157.00000000000713,-106.00000000000608,174.99999999999716,23.00000000000635,-73.00000000000084,-122.99999999999534,11.00000000000545,-131.00000000000023,-192.00000000001438,39.999999999995595,-153.00000000002,-134.99999999999625,65.99999999998829,-44.99999999998394,-60.000000000002274,-120.99999999999511,-173.00000000000182,-165.00000000000404,-197.99999999999818,-51.99999999998539,,-1383.0000000000232
2021.11.08,-9.00000000000345,-25.00000000000835,-5.999999999994898,94.99999999999886,121.99999999999989,-43.999999999999595,117.00000000000044,-73.00000000001194,-106.00000000000608,299.99999999999716,29.000000000001247,-24.000000000001798,-88.99999999999464,4.999999999999449,-152.9999999999916,-164.00000000000858,-0.9999999999843467,-211.00000000001273,-153.9999999999875,24.000000000001798,-119.99999999998678,-88.00000000000807,-114.99999999999488,-174.99999999999716,-137.00000000000932,-127.99999999999478,-103.99999999999298,,-1233.9999999999907
2021.11.08,-39.00000000000014,-79.00000000000685,-50.0000000000167,177.0000000000067,129.00000000000134,-70.99999999999883,90.0000000000012,-137.00000000000932,-131.00000000001444,403.99999999999636,41.000000000002146,-69.00000000000794,-60.99999999999994,-26.999999999999247,-316.0000000000025,-208.00000000000819,-55.99999999998939,-325.9999999999934,-173.99999999998528,-29.999999999996696,-255.99999999998957,-167.0000000000016,-195.99999999999795,-189.99999999999773,-155.00000000000514,-121.99999999999989,-186.99999999998164,,-2205.999999999995
2021.11.08,-21.999999999999797,-90.00000000001229,-80.00000000001339,152.00000000000102,114.99999999999844,-40.99999999999105,75.9999999999983,-119.00000000000244,-141.00000000001333,399.9999999999915,36.0000000000027,-30.000000000007798,-35.999999999991594,-46.00000000000159,-294.9999999999875,-205.00000000001074,-134.99999999999625,-331.99999999999363,-195.9999999999962,-134.99999999999625,-332.9999999999833,-157.0000000000107,-143.00000000000068,-156.99999999999648,-108.00000000000809,-97.00000000000264,-165.9999999999995,,-2285.000000000023
2021.11.08,-43.999999999999595,-110.00000000001009,-58.000000000002494,230.00000000000398,169.00000000001913,-9.999999999998899,43.00000000000415,-165.9999999999995,-143.00000000000423,459.99999999999375,23.00000000000635,-19.999999999997797,-25.999999999992696,-20.999999999993246,-417.0000000000016,-299.00000000000483,-241.99999999998667,-393.0000000000007,-234.00000000000088,-168.0000000000126,-378.999999999996,-183.00000000000693,-167.99999999999216,-174.99999999999716,-109.00000000000354,-95.00000000000064,-176.99999999998272,,-2711.9999999999577
2021.11.08,-85.00000000000173,-2.999999999997449,-7.0000000000014495,287.00000000000614,201.00000000000674,-17.999999999995797,53.999999999998494,-127.99999999999478,-142.0000000000199,467.9999999999893,38.0000000000047,-58.000000000002494,-65.99999999999939,-43.999999999999595,-375.0,-208.00000000000819,-82.99999999998863,-403.00000000002,-204.99999999998852,-83.9999999999952,-281.99999999998226,-207.00000000000784,-221.9999999999942,-226.99999999998965,-142.00000000000878,-129.9999999999968,-173.99999999998528,,-2244.9999999999723
2021.11.08,-82.99999999999974,-35.00000000000725,7.999999999985796,242.00000000000443,80.99999999999774,-56.99999999999594,132.99999999999423,-154.0000000000097,-128.000000000017,414.99999999999204,107.00000000000153,-94.00000000000519,-136.99999999999824,-13.999999999991797,-351.99999999997544,-86.0000000000083,-24.999999999986144,-336.00000000001273,-48.000000000003595,21.999999999988695,-80.99999999999774,-259.00000000000034,-235.99999999999,-284.9999999999966,-104.99999999999955,-143.00000000000423,-112.000000000001,,-1762.000000000036
2021.11.08,-167.00000000000603,89.99999999999008,48.99999999998794,272.99999999999613,192.99999999999872,36.0000000000027,68.99999999999685,-153.00000000000313,-187.00000000000384,337.99999999999386,112.99999999999643,-70.99999999999883,-136.99999999999824,-60.99999999999994,-256.9999999999766,-77.00000000001594,-96.99999999999153,-320.99999999999795,-116.99999999998934,-123.00000000000644,-166.99999999998383,-204.00000000000773,-150.99999999999625,-234.99999999999943,-63.00000000000195,-139.00000000000023,-72.99999999998974,,-1639.0000000000043
2021.11.08,-195.9999999999962,52.99999999999194,48.000000000003595,271.0000000000008,135.00000000001845,-22.999999999995246,143.9999999999997,-224.000000000002,-223.00000000001762,300.9999999999877,168.99999999999693,-143.00000000000423,-226.99999999999943,-39.999999999995595,-288.99999999998727,-49.00000000001015,5.000000000010552,-320.99999999999795,-59.99999999999339,-4.000000000004,-0.9999999999843467,-242.00000000000443,-213.99999999999864,-318.9999999999884,-100.00000000000009,-195.00000000000074,-48.99999999998794,,-1792.999999999958
2021.11.08,-180.0000000000024,4.000000000004,4.000000000004,287.9999999999967,121.00000000001555,-28.999999999990145,185.00000000000182,-242.99999999999324,-239.00000000001143,341.99999999999875,165.00000000000404,-135.00000000000733,-250.9999999999901,-43.999999999999595,-363.9999999999759,-86.0000000000083,-44.99999999998394,-388.00000000000523,-92.99999999998754,-42.0000000000087,37.00000000002035,-268.0000000000007,-232.99999999998988,-375.99999999999056,-94.00000000000519,-232.99999999999432,6.000000000017103,,-2190.9999999998818
